id,info,rname,sname,star
18677829,斯卡哈,e*****,ios服,SSR
18677830,卫宫,h*****,安卓bili服,SR
18677831,斯卡哈,c*****,安卓bili服,SSR
18677832,弗朗西斯·德雷克,e*****,ios服,SSR
18677833,卫宫〔Assassin〕,锐*****,ios服,SR
18677834,玉藻前,Y*****,安卓bili服,SSR
18677835,罗摩,衬*****,安卓bili服,SR
18677836,卫宫,空*****,ios服,SR
18677837,阿周那,污*****,ios服,SSR
18677838,兰斯洛特,u*****,安卓bili服,SR
18677839,玉藻猫,悲*****,安卓bili服,SR
18677840,斯卡哈,j*****,安卓bili服,SSR
18677841,童谣,黑*****,安卓bili服,SR
18677842,海伦娜·布拉瓦茨基,春*****,安卓bili服,SR
18677843,海伦娜·布拉瓦茨基,天*****,安卓bili服,SR
18677844,卫宫,a*****,ios服,SR
18677845,卫宫〔Assassin〕,C*****,安卓bili服,SR
18677846,斯卡哈,魔*****,ios服,SSR
18677847,玉藻猫,藤*****,安卓bili服,SR
18677848,玛丽·安托瓦内特,空*****,ios服,SR
18677849,弗朗西斯·德雷克,甫*****,安卓bili服,SSR
18677850,童谣,g*****,ios服,SR
18677851,斯忒诺,f*****,ios服,SR
18677852,骑士迪昂,自*****,ios服,SR
18677853,伊丽莎白·巴托里,n*****,安卓bili服,SR
18677854,童谣,寒*****,安卓bili服,SR
18677855,卡米拉,夕*****,安卓bili服,SR
18677856,玛丽·安托瓦内特,煌*****,安卓bili服,SR
18677857,芬恩·麦克库尔,想*****,安卓bili服,SR
18677858,海伦娜·布拉瓦茨基,j*****,安卓bili服,SR
18677859,卫宫〔Assassin〕,4*****,安卓bili服,SR
18677860,库·丘林[Alter],0*****,ios服,SSR
18677861,弗兰肯斯坦,d*****,安卓bili服,SR
18677862,俄里翁,5*****,安卓bili服,SSR
18677863,骑士迪昂,d*****,安卓bili服,SR
18677864,骑士迪昂,司*****,ios服,SR
18677865,斯卡哈,a*****,安卓bili服,SSR
18677866,斯卡哈,9*****,ios服,SSR
18677867,玉藻猫,h*****,安卓bili服,SR
18677868,童谣,古*****,安卓bili服,SR
18677869,斯卡哈,不*****,安卓bili服,SSR
18677870,斯卡哈,n*****,安卓bili服,SSR
18677871,贝奥武夫,碧*****,安卓bili服,SR
18677872,斯卡哈,G*****,安卓bili服,SSR
18677873,斯卡哈,克*****,安卓bili服,SSR
18677874,阿蒂拉,苍*****,ios服,SSR
18677875,贝奥武夫,5*****,ios服,SR
18677876,玛丽·安托瓦内特,馨*****,安卓bili服,SR
18677877,安妮·伯妮＆玛莉·瑞德,z*****,安卓bili服,SR
18677878,斯卡哈,z*****,安卓bili服,SSR
18677879,阿蒂拉,a*****,ios服,SSR
18677880,卡米拉,4*****,安卓bili服,SR
18677881,卫宫,h*****,安卓bili服,SR
18677882,骑士迪昂,h*****,安卓bili服,SR
18677883,弗兰肯斯坦,f*****,ios服,SR
18677884,伊丽莎白·巴托里,灬*****,安卓联运服,SR
18677885,安妮·伯妮＆玛莉·瑞德,灬*****,安卓联运服,SR
18677886,斯卡哈,小*****,安卓bili服,SSR
18677887,玛丽·安托瓦内特,9*****,安卓bili服,SR
18677888,阿尔托莉雅·潘德拉贡,马*****,ios服,SSR
18677889,卫宫,n*****,安卓bili服,SR
18677890,伊丽莎白·巴托里,胖*****,ios服,SR
18677891,斯卡哈,t*****,ios服,SSR
18677892,开膛手杰克,于*****,安卓bili服,SSR
18677893,卫宫,p*****,安卓bili服,SR
18677894,阿塔兰忒,z*****,安卓bili服,SR
18677895,卫宫〔Assassin〕,支*****,安卓bili服,SR
18677896,斯忒诺,八*****,安卓bili服,SR
18677897,卫宫〔Assassin〕,紫*****,安卓bili服,SR
18677898,阿尔托莉雅·潘德拉贡,紫*****,安卓bili服,SSR
18677899,玛尔达,a*****,ios服,SR
18677900,斯忒诺,6*****,ios服,SR
18677901,赫拉克勒斯,怪*****,ios服,SR
18677902,齐格飞,a*****,ios服,SR
18677903,骑士迪昂,a*****,安卓bili服,SR
18677904,南丁格尔,a*****,安卓bili服,SSR
18677905,斯卡哈,C*****,安卓bili服,SSR
18677906,童谣,鲁*****,ios服,SR
18677907,玉藻猫,T*****,ios服,SR
18677908,阿尔托莉雅·潘德拉贡,T*****,ios服,SSR
18677909,阿塔兰忒,尉*****,安卓bili服,SR
18677910,库·丘林[Alter],九*****,安卓bili服,SSR
18677911,赫拉克勒斯,安*****,安卓bili服,SR
18677912,童谣,辉*****,安卓bili服,SR
18677913,童谣,f*****,安卓bili服,SR
18677914,贝奥武夫,l*****,ios服,SR
18677915,玉藻猫,i*****,安卓bili服,SR
18677916,弗朗西斯·德雷克,慕*****,ios服,SSR
18677917,弗兰肯斯坦,弓*****,安卓联运服,SR
18677918,贝奥武夫,蓝*****,安卓bili服,SR
18677919,贝奥武夫,r*****,安卓bili服,SR
18677920,玉藻前,s*****,安卓bili服,SSR
18677921,迦尔纳,f*****,安卓bili服,SSR
18677922,海伦娜·布拉瓦茨基,k*****,安卓bili服,SR
18677923,玛丽·安托瓦内特,k*****,安卓bili服,SR
18677924,阿塔兰忒,D*****,ios服,SR
18677925,玛尔达,以*****,安卓联运服,SR
18677926,赫拉克勒斯,n*****,安卓bili服,SR
18677927,斯忒诺,n*****,安卓bili服,SR
18677928,齐格飞,熊*****,ios服,SR
