id,info,rname,sname,star
8555266,芬恩·麦克库尔,P*****,ios服,SR
8555267,玉藻前,P*****,ios服,SSR
8555268,阿塔兰忒,剛*****,安卓bili服,SR
8555269,卡米拉,2*****,安卓bili服,SR
8555270,卡米拉,2*****,安卓bili服,SR
8555271,卫宫,沛*****,安卓bili服,SR
8555272,卫宫〔Assassin〕,v*****,安卓bili服,SR
8555273,贝奥武夫,v*****,安卓bili服,SR
8555274,安妮·伯妮＆玛莉·瑞德,耿*****,安卓bili服,SR
8555275,斯忒诺,心*****,安卓bili服,SR
8555276,坂田金时,p*****,安卓bili服,SSR
8555277,骑士迪昂,0*****,ios服,SR
8555278,阿蒂拉,n*****,ios服,SSR
8555279,卡米拉,e*****,安卓bili服,SR
8555280,斯忒诺,d*****,ios服,SR
8555281,卫宫〔Assassin〕,a*****,安卓bili服,SR
8555282,芬恩·麦克库尔,s*****,安卓bili服,SR
8555283,玛尔达,e*****,安卓bili服,SR
8555284,芬恩·麦克库尔,f*****,安卓bili服,SR
8555285,弗拉德三世,7*****,安卓bili服,SSR
8555286,童谣,W*****,ios服,SR
8555287,坂田金时,羿*****,安卓bili服,SSR
8555288,玉藻猫,巧*****,安卓联运服,SR
8555289,卫宫,巧*****,安卓联运服,SR
8555290,齐格飞,巧*****,安卓联运服,SR
8555291,斯忒诺,f*****,ios服,SR
8555292,卡米拉,t*****,安卓bili服,SR
8555293,弗兰肯斯坦,a*****,安卓bili服,SR
8555294,阿塔兰忒,N*****,ios服,SR
8555295,贝奥武夫,m*****,安卓bili服,SR
8555296,贝奥武夫,r*****,安卓bili服,SR
