id,info,rname,sname,star
8635306,兰斯洛特,3*****,安卓bili服,SR
8635307,阿周那,n*****,ios服,SSR
8635308,卫宫,缺*****,安卓bili服,SR
8635309,安妮·伯妮＆玛莉·瑞德,死*****,安卓bili服,SR
8635310,坂田金时,v*****,安卓bili服,SSR
8635311,贝奥武夫,b*****,安卓bili服,SR
8635312,阿塔兰忒,W*****,ios服,SR
8635313,玛尔达,a*****,ios服,SR
8635314,赫拉克勒斯,T*****,安卓联运服,SR
8635315,阿斯托尔福,我*****,安卓bili服,SR
8635316,齐格飞,大*****,安卓bili服,SR
8635317,海伦娜·布拉瓦茨基,訫*****,安卓bili服,SR
8635318,贝奥武夫,S*****,ios服,SR
8635319,罗摩,e*****,ios服,SR
8635320,贝奥武夫,茅*****,ios服,SR
8635321,齐格飞,q*****,安卓bili服,SR
8635322,童谣,r*****,安卓bili服,SR
8635323,玉藻猫,1*****,安卓bili服,SR
8635324,阿斯托尔福,1*****,安卓bili服,SR
8635325,贝奥武夫,m*****,ios服,SR
8635326,尼禄·克劳狄乌斯,离*****,ios服,SR
8635327,弗兰肯斯坦,何*****,安卓bili服,SR
8635328,卫宫〔Assassin〕,太*****,安卓bili服,SR
8635329,阿周那,薄*****,ios服,SSR
8635330,弗兰肯斯坦,纸*****,安卓bili服,SR
8635331,斯忒诺,d*****,安卓bili服,SR
8635332,玛丽·安托瓦内特,夜*****,安卓联运服,SR
8635333,卫宫,读*****,安卓bili服,SR
8635334,阿斯托尔福,c*****,ios服,SR
8635335,卡米拉,缇*****,ios服,SR
8635336,玉藻猫,茨*****,安卓bili服,SR
