id,info,rname,sname,star
20230277,卫宫,q*****,安卓bili服,SR
20230278,骑士迪昂,H*****,ios服,SR
20230279,卡米拉,H*****,ios服,SR
20230280,斯卡哈,w*****,安卓bili服,SSR
20230281,斯卡哈,换*****,ios服,SSR
20230282,玛丽·安托瓦内特,b*****,安卓bili服,SR
20230283,斯卡哈,c*****,安卓bili服,SSR
20230284,卡米拉,H*****,ios服,SR
20230285,斯卡哈,l*****,安卓bili服,SSR
20230286,阿尔托莉雅·潘德拉贡,Q*****,ios服,SSR
20230287,海伦娜·布拉瓦茨基,1*****,ios服,SR
20230288,贞德,l*****,安卓bili服,SSR
20230289,斯卡哈,o*****,安卓bili服,SSR
20230290,阿斯托尔福,o*****,ios服,SR
20230291,伊丽莎白·巴托里,艾*****,安卓联运服,SR
20230292,卫宫,百*****,安卓联运服,SR
20230293,弗兰肯斯坦,b*****,安卓bili服,SR
20230294,卫宫,v*****,安卓bili服,SR
20230295,芬恩·麦克库尔,3*****,安卓bili服,SR
20230296,阿蒂拉,x*****,ios服,SSR
20230297,玉藻猫,画*****,安卓联运服,SR
20230298,阿斯托尔福,x*****,安卓bili服,SR
20230299,芬恩·麦克库尔,高*****,ios服,SR
20230300,阿蒂拉,不*****,安卓bili服,SSR
20230301,阿蒂拉,丿*****,安卓bili服,SSR
20230302,贝奥武夫,e*****,安卓bili服,SR
20230303,安妮·伯妮＆玛莉·瑞德,T*****,安卓bili服,SR
20230304,斯卡哈,9*****,安卓bili服,SSR
20230305,弗兰肯斯坦,9*****,安卓bili服,SR
20230306,兰斯洛特,晒*****,安卓bili服,SR
20230307,芬恩·麦克库尔,5*****,ios服,SR
