id,info,rname,sname,star
30313764,罗摩,岑*****,安卓bili服,SR
30313765,赫拉克勒斯,懒*****,ios服,SR
30313766,贝奥武夫,菠*****,安卓bili服,SR
30313767,赫拉克勒斯,Y*****,安卓bili服,SR
30313768,玉藻猫,枼*****,ios服,SR
30313769,伊丽莎白·巴托里,7*****,安卓bili服,SR
30313770,骑士迪昂,汲*****,安卓bili服,SR
30313771,阿尔托莉雅·潘德拉贡〔Alter〕,愛*****,安卓bili服,SR
30313772,李书文,飘*****,ios服,SR
30313773,尼禄·克劳狄乌斯,0*****,安卓bili服,SR
30313774,骑士迪昂,8*****,安卓bili服,SR
30313775,卫宫,1*****,安卓bili服,SR
30313776,赫拉克勒斯,月*****,ios服,SR
30313777,诸葛孔明〔埃尔梅罗Ⅱ世〕,丷*****,安卓bili服,SSR
30313778,童谣,t*****,安卓bili服,SR
30313779,斯忒诺,黑*****,ios服,SR
30313780,贝奥武夫,辛*****,ios服,SR
30313781,卫宫〔Assassin〕,爱*****,安卓bili服,SR
30313782,诸葛孔明〔埃尔梅罗Ⅱ世〕,1*****,ios服,SSR
30313783,迦尔纳,狂*****,安卓bili服,SSR
30313784,诸葛孔明〔埃尔梅罗Ⅱ世〕,咕*****,安卓bili服,SSR
30313785,库·丘林[Alter],1*****,安卓bili服,SSR
30313786,莫德雷德,l*****,安卓bili服,SSR
30313787,库·丘林[Alter],久*****,安卓bili服,SSR
30313788,卫宫,1*****,ios服,SR
30313789,托马斯·爱迪生,6*****,安卓bili服,SR
30313790,伊丽莎白·巴托里,铁*****,安卓bili服,SR
30313791,芬恩·麦克库尔,r*****,安卓bili服,SR
30313792,玛丽·安托瓦内特,Q*****,ios服,SR
30313793,俄里翁,T*****,安卓bili服,SSR
30313794,伊丽莎白·巴托里,1*****,安卓bili服,SR
