id,info,rname,sname,star
12403472,诸葛孔明〔埃尔梅罗Ⅱ世〕,折*****,安卓bili服,SSR
12403473,赫拉克勒斯,b*****,安卓bili服,SR
12403474,玛丽·安托瓦内特,1*****,ios服,SR
12403475,齐格飞,o*****,安卓bili服,SR
12403476,海伦娜·布拉瓦茨基,5*****,ios服,SR
12403477,卡米拉,E*****,ios服,SR
12403478,玉藻猫,1*****,安卓bili服,SR
12403479,海伦娜·布拉瓦茨基,3*****,ios服,SR
12403480,托马斯·爱迪生,温*****,安卓bili服,SR
12403481,骑士迪昂,哒*****,安卓bili服,SR
12403482,酒吞童子,郭*****,安卓bili服,SSR
12403483,卫宫〔Assassin〕,R*****,ios服,SR
12403484,酒吞童子,寒*****,安卓bili服,SSR
12403485,赫拉克勒斯,识*****,安卓bili服,SR
12403486,弗拉德三世,笛*****,ios服,SSR
12403487,玛丽·安托瓦内特,8*****,安卓bili服,SR
12403488,斯忒诺,e*****,安卓bili服,SR
12403489,安妮·伯妮＆玛莉·瑞德,雪*****,ios服,SR
12403490,卫宫,王*****,安卓bili服,SR
12403491,卡米拉,m*****,安卓联运服,SR
12403492,弗朗西斯·德雷克,秋*****,安卓bili服,SSR
12403493,卫宫,Q*****,ios服,SR
12403494,贝奥武夫,7*****,ios服,SR
12403495,赫拉克勒斯,〖*****,安卓bili服,SR
12403496,酒吞童子,颜*****,安卓bili服,SSR
12403497,卫宫,端*****,安卓bili服,SR
12403498,齐格飞,人*****,安卓bili服,SR
12403499,卫宫,e*****,ios服,SR
12403500,玛尔达,5*****,安卓bili服,SR
12403501,玛尔达,D*****,ios服,SR
12403502,弗兰肯斯坦,p*****,安卓bili服,SR
12403503,玛尔达,o*****,安卓bili服,SR
12403504,芬恩·麦克库尔,E*****,ios服,SR
12403505,俄里翁,E*****,ios服,SSR
12403506,伊丽莎白·巴托里,敖*****,安卓bili服,SR
12403507,阿尔托莉雅·潘德拉贡〔Alter〕,2*****,安卓bili服,SR
12403508,玛尔达,帝*****,安卓bili服,SR
12403509,卫宫,佐*****,安卓bili服,SR
12403510,酒吞童子,佐*****,安卓bili服,SSR
12403511,莫德雷德,0*****,ios服,SSR
12403512,骑士迪昂,y*****,安卓bili服,SR
12403513,海伦娜·布拉瓦茨基,j*****,安卓bili服,SR
12403514,阿斯托尔福,手*****,安卓bili服,SR
12403515,酒吞童子,v*****,安卓bili服,SSR
12403516,卡米拉,v*****,安卓bili服,SR
12403517,玛尔达,M*****,ios服,SR
12403518,伊丽莎白·巴托里,忘*****,安卓bili服,SR
12403519,安妮·伯妮＆玛莉·瑞德,雍*****,安卓bili服,SR
12403520,罗摩,5*****,安卓bili服,SR
12403521,阿斯托尔福,迷*****,安卓bili服,SR
12403522,齐格飞,一*****,安卓bili服,SR
12403523,南丁格尔,s*****,安卓bili服,SSR
12403524,南丁格尔,幽*****,安卓bili服,SSR
12403525,骑士迪昂,L*****,安卓bili服,SR
12403526,玛丽·安托瓦内特,农*****,安卓bili服,SR
12403527,玛尔达,E*****,ios服,SR
12403528,酒吞童子,1*****,安卓bili服,SSR
12403529,玛丽·安托瓦内特,1*****,安卓bili服,SR
12403530,弗兰肯斯坦,桐*****,ios服,SR
12403531,玉藻猫,桐*****,ios服,SR
12403532,卫宫〔Assassin〕,禁*****,安卓bili服,SR
12403533,酒吞童子,思*****,安卓bili服,SSR
12403534,玛尔达,w*****,安卓bili服,SR
12403535,酒吞童子,陈*****,安卓bili服,SSR
12403536,阿尔托莉雅·潘德拉贡,s*****,安卓bili服,SSR
12403537,阿尔托莉雅·潘德拉贡,S*****,ios服,SSR
12403538,阿斯托尔福,燕*****,安卓bili服,SR
12403539,酒吞童子,1*****,安卓bili服,SSR
12403540,伊丽莎白·巴托里,9*****,安卓bili服,SR
12403541,童谣,红*****,ios服,SR
12403542,酒吞童子,红*****,ios服,SSR
12403543,弗拉德三世,o*****,安卓bili服,SSR
12403544,斯忒诺,z*****,安卓bili服,SR
12403545,尼禄·克劳狄乌斯,温*****,安卓bili服,SR
12403546,玉藻猫,7*****,安卓bili服,SR
12403547,玉藻前,J*****,ios服,SSR
12403548,酒吞童子,c*****,安卓bili服,SSR
12403549,卡米拉,t*****,ios服,SR
12403550,斯忒诺,带*****,ios服,SR
12403551,阿尔托莉雅·潘德拉贡〔Alter〕,t*****,ios服,SR
12403552,阿塔兰忒,鈴*****,安卓bili服,SR
12403553,迦尔纳,c*****,ios服,SSR
12403554,莫德雷德,迷*****,安卓bili服,SSR
12403555,玛丽·安托瓦内特,塵*****,ios服,SR
12403556,开膛手杰克,m*****,ios服,SSR
12403557,贝奥武夫,夶*****,安卓bili服,SR
12403558,骑士迪昂,M*****,ios服,SR
12403559,赫拉克勒斯,源*****,安卓联运服,SR
12403560,美狄亚〔Lily〕,黎*****,安卓bili服,SR
12403561,齐格飞,醉*****,ios服,SR
12403562,玉藻猫,q*****,安卓bili服,SR
12403563,玛尔达,q*****,安卓bili服,SR
12403564,南丁格尔,e*****,ios服,SSR
12403565,南丁格尔,c*****,ios服,SSR
12403566,罗摩,天*****,ios服,SR
12403567,阿斯托尔福,h*****,安卓bili服,SR
12403568,迦尔纳,极*****,ios服,SSR
12403569,李书文,夜*****,安卓bili服,SR
12403570,罗摩,G*****,ios服,SR
12403571,骑士迪昂,语*****,安卓bili服,SR
