id,info,rname,sname,star
15089167,卫宫,v*****,安卓bili服,SR
15089168,玄奘三藏,a*****,ios服,SSR
15089169,开膛手杰克,a*****,安卓bili服,SSR
15089170,伊丽莎白·巴托里,j*****,安卓bili服,SR
15089171,安妮·伯妮＆玛莉·瑞德,金*****,安卓bili服,SR
15089172,芬恩·麦克库尔,3*****,安卓bili服,SR
15089173,弗兰肯斯坦,3*****,安卓bili服,SR
15089174,贞德,e*****,ios服,SSR
15089175,阿周那,x*****,安卓联运服,SSR
15089176,贞德,p*****,安卓bili服,SSR
15089177,尼古拉·特斯拉,s*****,安卓bili服,SSR
15089178,阿斯托尔福,猫*****,ios服,SR
15089179,斯忒诺,3*****,安卓bili服,SR
15089180,贝奥武夫,f*****,安卓bili服,SR
15089181,李书文,S*****,ios服,SR
15089182,李书文,S*****,ios服,SR
15089183,李书文,S*****,ios服,SR
15089184,阿尔托莉雅·潘德拉贡〔Alter〕,b*****,安卓bili服,SR
15089185,李书文,6*****,ios服,SR
15089186,卡米拉,s*****,安卓bili服,SR
15089187,骑士迪昂,影*****,安卓bili服,SR
15089188,卡米拉,3*****,安卓bili服,SR
15089189,莫德雷德,欧*****,安卓bili服,SSR
15089190,李书文,d*****,ios服,SR
15089191,李书文,失*****,安卓bili服,SR
15089192,玄奘三藏,失*****,安卓bili服,SSR
15089193,卫宫,v*****,安卓bili服,SR
15089194,兰斯洛特,e*****,ios服,SR
15089195,玉藻猫,e*****,ios服,SR
15089196,李书文,逍*****,安卓bili服,SR
15089197,海伦娜·布拉瓦茨基,Q*****,ios服,SR
