id,info,rname,sname,star
26648936,斯忒诺,1*****,安卓bili服,SR
26648937,斯忒诺,1*****,安卓bili服,SR
26648938,玛尔达,1*****,安卓bili服,SR
26648939,赫拉克勒斯,1*****,安卓bili服,SR
26648940,伊丽莎白·巴托里,1*****,安卓bili服,SR
26648941,齐格飞,1*****,安卓bili服,SR
26648942,安妮·伯妮＆玛莉·瑞德,e*****,安卓bili服,SR
26648943,骑士迪昂,1*****,安卓bili服,SR
26648944,骑士迪昂,1*****,安卓bili服,SR
26648945,源赖光,t*****,安卓bili服,SSR
26648946,玉藻猫,风*****,安卓bili服,SR
26648947,赫拉克勒斯,1*****,安卓bili服,SR
26648948,玛尔达,f*****,安卓bili服,SR
26648949,赫拉克勒斯,1*****,安卓bili服,SR
26648950,齐格飞,1*****,安卓bili服,SR
26648951,伊丽莎白·巴托里,1*****,安卓bili服,SR
26648952,斯忒诺,1*****,安卓bili服,SR
26648953,玉藻猫,1*****,安卓bili服,SR
26648954,玛丽·安托瓦内特,1*****,安卓bili服,SR
26648955,玛尔达,1*****,安卓bili服,SR
26648956,玉藻猫,1*****,安卓bili服,SR
26648957,玛丽·安托瓦内特,1*****,安卓bili服,SR
26648958,骑士迪昂,1*****,安卓bili服,SR
26648959,伊丽莎白·巴托里,1*****,安卓bili服,SR
26648960,卡米拉,1*****,安卓bili服,SR
26648961,源赖光,浅*****,安卓bili服,SSR
26648962,伊丽莎白·巴托里,1*****,安卓bili服,SR
26648963,玉藻猫,1*****,安卓bili服,SR
26648964,齐格飞,1*****,安卓bili服,SR
26648965,骑士迪昂,1*****,安卓bili服,SR
26648966,源赖光,i*****,安卓bili服,SSR
26648967,玉藻猫,1*****,安卓bili服,SR
26648968,赫拉克勒斯,1*****,安卓bili服,SR
26648969,骑士迪昂,S*****,ios服,SR
26648970,齐格飞,T*****,ios服,SR
26648971,卫宫,1*****,安卓bili服,SR
26648972,赫拉克勒斯,1*****,安卓bili服,SR
26648973,斯忒诺,Q*****,ios服,SR
26648974,伊丽莎白·巴托里,1*****,安卓bili服,SR
26648975,卡米拉,1*****,安卓bili服,SR
26648976,玛丽·安托瓦内特,1*****,安卓bili服,SR
26648977,斯忒诺,1*****,安卓bili服,SR
26648978,卫宫,1*****,安卓bili服,SR
26648979,卡米拉,1*****,安卓bili服,SR
26648980,玛尔达,1*****,安卓bili服,SR
26648981,伊丽莎白·巴托里,1*****,安卓bili服,SR
26648982,玉藻猫,1*****,安卓bili服,SR
26648983,玉藻猫,1*****,安卓bili服,SR
26648984,伊丽莎白·巴托里,1*****,安卓bili服,SR
26648985,赫拉克勒斯,1*****,安卓bili服,SR
26648986,赫拉克勒斯,1*****,安卓bili服,SR
26648987,赫拉克勒斯,1*****,安卓bili服,SR
26648988,伊丽莎白·巴托里,1*****,安卓bili服,SR
26648989,俄里翁,P*****,ios服,SSR
26648990,伊丽莎白·巴托里,d*****,ios服,SR
26648991,齐格飞,高*****,安卓bili服,SR
26648992,玉藻猫,1*****,安卓bili服,SR
26648993,伊丽莎白·巴托里,仰*****,安卓bili服,SR
26648994,茨木童子,九*****,安卓bili服,SR
26648995,卡米拉,1*****,安卓bili服,SR
26648996,玛丽·安托瓦内特,1*****,安卓bili服,SR
26648997,伊丽莎白·巴托里,1*****,安卓bili服,SR
26648998,卫宫,1*****,安卓bili服,SR
26648999,伊丽莎白·巴托里,1*****,安卓bili服,SR
26649000,赫拉克勒斯,1*****,安卓bili服,SR
26649001,伊丽莎白·巴托里,x*****,安卓bili服,SR
26649002,骑士迪昂,1*****,安卓bili服,SR
26649003,玛尔达,1*****,安卓bili服,SR
26649004,骑士迪昂,1*****,安卓bili服,SR
26649005,伊丽莎白·巴托里,1*****,安卓bili服,SR
26649006,卫宫,1*****,安卓bili服,SR
26649007,伊丽莎白·巴托里,1*****,安卓bili服,SR
26649008,卫宫,1*****,安卓bili服,SR
26649009,茨木童子,唐*****,安卓联运服,SR
26649010,茨木童子,唐*****,安卓联运服,SR
26649011,伊丽莎白·巴托里,s*****,安卓bili服,SR
26649012,卫宫,1*****,安卓bili服,SR
26649013,卫宫,秋*****,安卓bili服,SR
26649014,卡米拉,1*****,安卓bili服,SR
26649015,玉藻猫,1*****,安卓bili服,SR
26649016,茨木童子,e*****,ios服,SR
26649017,海伦娜·布拉瓦茨基,季*****,安卓联运服,SR
26649018,卫宫,1*****,安卓bili服,SR
26649019,玛丽·安托瓦内特,1*****,安卓bili服,SR
26649020,骑士迪昂,1*****,安卓bili服,SR
26649021,玛丽·安托瓦内特,1*****,安卓bili服,SR
26649022,齐格飞,1*****,安卓bili服,SR
26649023,赫拉克勒斯,e*****,安卓bili服,SR
26649024,骑士迪昂,1*****,安卓bili服,SR
26649025,尼古拉·特斯拉,E*****,安卓bili服,SSR
26649026,伊丽莎白·巴托里,1*****,安卓bili服,SR
26649027,卫宫,1*****,安卓bili服,SR
26649028,玉藻猫,1*****,安卓bili服,SR
26649029,骑士迪昂,1*****,安卓bili服,SR
26649030,卫宫,1*****,安卓bili服,SR
26649031,玉藻猫,1*****,安卓bili服,SR
26649032,玛丽·安托瓦内特,5*****,安卓bili服,SR
26649033,卡米拉,1*****,安卓bili服,SR
26649034,齐格飞,1*****,安卓bili服,SR
26649035,伊丽莎白·巴托里,1*****,安卓bili服,SR
