id,info,rname,sname,star
16326807,安妮·伯妮＆玛莉·瑞德,2*****,安卓bili服,SR
16326808,库·丘林[Alter],f*****,ios服,SSR
16326809,斯忒诺,n*****,安卓bili服,SR
16326810,卫宫〔Assassin〕,莲*****,安卓联运服,SR
16326811,李书文,十*****,安卓bili服,SR
16326812,李书文,s*****,ios服,SR
16326813,玄奘三藏,s*****,ios服,SSR
16326814,李书文,桓*****,安卓bili服,SR
16326815,李书文,桓*****,安卓bili服,SR
16326816,阿斯托尔福,1*****,ios服,SR
16326817,库·丘林[Alter],f*****,ios服,SSR
16326818,赫拉克勒斯,～*****,安卓bili服,SR
16326819,李书文,M*****,安卓bili服,SR
16326820,李书文,洛*****,安卓bili服,SR
16326821,玛尔达,H*****,安卓联运服,SR
16326822,诸葛孔明〔埃尔梅罗Ⅱ世〕,h*****,安卓bili服,SSR
16326823,斯忒诺,☆*****,安卓bili服,SR
16326824,伊丽莎白·巴托里,☆*****,安卓bili服,SR
16326825,贝奥武夫,高*****,ios服,SR
16326826,李书文,m*****,安卓bili服,SR
16326827,伊丽莎白·巴托里,H*****,ios服,SR
16326828,骑士迪昂,天*****,安卓联运服,SR
16326829,贞德,w*****,安卓bili服,SSR
16326830,海伦娜·布拉瓦茨基,d*****,安卓bili服,SR
16326831,芬恩·麦克库尔,3*****,安卓bili服,SR
16326832,齐格飞,葉*****,ios服,SR
16326833,玛丽·安托瓦内特,科*****,安卓bili服,SR
16326834,卫宫,9*****,安卓bili服,SR
16326835,兰斯洛特,3*****,安卓bili服,SR
16326836,伊丽莎白·巴托里,7*****,安卓bili服,SR
16326837,卡米拉,e*****,安卓bili服,SR
