id,info,rname,sname,star
25434081,骑士迪昂,有*****,安卓联运服,SR
25434082,伊丽莎白·巴托里,Z*****,ios服,SR
25434083,源赖光,f*****,ios服,SSR
25434084,茨木童子,v*****,安卓bili服,SR
25434085,茨木童子,努*****,ios服,SR
25434086,迦尔纳,u*****,安卓bili服,SSR
25434087,海伦娜·布拉瓦茨基,淦*****,安卓bili服,SR
25434088,茨木童子,弄*****,安卓联运服,SR
25434089,玛丽·安托瓦内特,道*****,ios服,SR
25434090,伊丽莎白·巴托里,安*****,安卓联运服,SR
25434091,齐格飞,早*****,安卓bili服,SR
25434092,尼古拉·特斯拉,g*****,安卓bili服,SSR
25434093,罗摩,c*****,安卓bili服,SR
25434094,茨木童子,l*****,安卓bili服,SR
25434095,茨木童子,樱*****,安卓联运服,SR
25434096,茨木童子,妖*****,安卓bili服,SR
25434097,茨木童子,7*****,ios服,SR
25434098,伊丽莎白·巴托里,7*****,ios服,SR
25434099,源赖光,卫*****,ios服,SSR
25434100,阿尔托莉雅·潘德拉贡〔Alter〕,6*****,ios服,SR
25434101,源赖光,7*****,安卓bili服,SSR
25434102,安妮·伯妮＆玛莉·瑞德,云*****,安卓联运服,SR
25434103,源赖光,上*****,安卓bili服,SSR
25434104,斯忒诺,v*****,ios服,SR
25434105,卡米拉,v*****,ios服,SR
25434106,源赖光,永*****,安卓bili服,SSR
25434107,玉藻猫,团*****,安卓bili服,SR
25434108,赫拉克勒斯,闻*****,ios服,SR
25434109,源赖光,溟*****,安卓bili服,SSR
25434110,齐格飞,1*****,安卓bili服,SR
25434111,兰斯洛特,1*****,安卓bili服,SR
