id,info,rname,sname,star
17657209,安妮·伯妮＆玛莉·瑞德,零*****,安卓联运服,SR
17657210,斯卡哈,6*****,ios服,SSR
17657211,贝奥武夫,胡*****,安卓bili服,SR
17657212,安妮·伯妮＆玛莉·瑞德,寒*****,安卓bili服,SR
17657213,骑士迪昂,m*****,安卓bili服,SR
17657214,斯忒诺,5*****,ios服,SR
17657215,莫德雷德,天*****,安卓bili服,SSR
17657216,卫宫〔Assassin〕,凉*****,安卓bili服,SR
17657217,阿塔兰忒,中*****,ios服,SR
17657218,骑士迪昂,恍*****,ios服,SR
17657219,安妮·伯妮＆玛莉·瑞德,a*****,ios服,SR
17657220,童谣,清*****,安卓bili服,SR
17657221,芬恩·麦克库尔,F*****,ios服,SR
17657222,童谣,u*****,安卓bili服,SR
17657223,弗兰肯斯坦,d*****,安卓bili服,SR
17657224,俄里翁,御*****,安卓联运服,SSR
17657225,斯卡哈,迦*****,ios服,SSR
17657226,伊丽莎白·巴托里,エ*****,安卓bili服,SR
17657227,芬恩·麦克库尔,桂*****,安卓bili服,SR
17657228,芬恩·麦克库尔,小*****,ios服,SR
17657229,伊丽莎白·巴托里,我*****,ios服,SR
17657230,齐格飞,梦*****,ios服,SR
17657231,兰斯洛特,梦*****,ios服,SR
17657232,卡米拉,相*****,安卓bili服,SR
17657233,斯忒诺,h*****,安卓bili服,SR
17657234,斯卡哈,h*****,安卓bili服,SSR
17657235,玛丽·安托瓦内特,民*****,安卓联运服,SR
17657236,赫拉克勒斯,夙*****,安卓bili服,SR
17657237,安妮·伯妮＆玛莉·瑞德,q*****,安卓bili服,SR
17657238,斯卡哈,k*****,安卓bili服,SSR
17657239,玛丽·安托瓦内特,魔*****,安卓bili服,SR
17657240,斯卡哈,碎*****,安卓bili服,SSR
17657241,罗摩,咯*****,安卓bili服,SR
17657242,玛尔达,H*****,安卓bili服,SR
17657243,童谣,e*****,安卓bili服,SR
17657244,罗摩,研*****,ios服,SR
17657245,阿尔托莉雅·潘德拉贡,冈*****,安卓bili服,SSR
17657246,兰斯洛特,v*****,安卓bili服,SR
17657247,童谣,我*****,ios服,SR
17657248,玉藻猫,吾*****,安卓bili服,SR
17657249,斯卡哈,b*****,安卓bili服,SSR
17657250,罗摩,p*****,安卓bili服,SR
17657251,斯忒诺,t*****,安卓bili服,SR
17657252,俄里翁,d*****,安卓bili服,SSR
17657253,伊丽莎白·巴托里,麦*****,安卓bili服,SR
17657254,阿斯托尔福,（*****,安卓bili服,SR
17657255,阿塔兰忒,（*****,安卓bili服,SR
17657256,斯卡哈,e*****,ios服,SSR
17657257,玛丽·安托瓦内特,e*****,安卓bili服,SR
17657258,玉藻猫,i*****,安卓bili服,SR
17657259,莫德雷德,s*****,安卓bili服,SSR
17657260,伊丽莎白·巴托里,S*****,安卓bili服,SR
17657261,阿周那,[*****,ios服,SSR
17657262,开膛手杰克,爸*****,ios服,SSR
17657263,兰斯洛特,e*****,安卓bili服,SR
17657264,芬恩·麦克库尔,6*****,ios服,SR
17657265,弗朗西斯·德雷克,o*****,安卓bili服,SSR
17657266,玛尔达,o*****,安卓bili服,SR
17657267,斯卡哈,d*****,安卓bili服,SSR
17657268,斯忒诺,q*****,安卓bili服,SR
17657269,卫宫,q*****,安卓bili服,SR
17657270,卫宫,b*****,安卓bili服,SR
17657271,伊丽莎白·巴托里,b*****,安卓bili服,SR
17657272,玉藻猫,m*****,安卓bili服,SR
17657273,齐格飞,p*****,安卓bili服,SR
17657274,弗兰肯斯坦,m*****,安卓bili服,SR
17657275,斯卡哈,清*****,安卓bili服,SSR
17657276,迦尔纳,e*****,安卓bili服,SSR
17657277,迦尔纳,太*****,ios服,SSR
17657278,斯忒诺,A*****,ios服,SR
17657279,玉藻猫,b*****,ios服,SR
17657280,罗摩,b*****,ios服,SR
17657281,斯卡哈,c*****,安卓bili服,SSR
17657282,赫拉克勒斯,谦*****,ios服,SR
17657283,玛尔达,谦*****,ios服,SR
17657284,赫拉克勒斯,若*****,ios服,SR
17657285,罗摩,i*****,ios服,SR
17657286,伊丽莎白·巴托里,w*****,安卓bili服,SR
17657287,俄里翁,5*****,安卓bili服,SSR
17657288,斯忒诺,i*****,安卓bili服,SR
17657289,斯忒诺,x*****,安卓bili服,SR
17657290,玉藻猫,x*****,安卓bili服,SR
17657291,斯卡哈,[*****,ios服,SSR
17657292,阿周那,p*****,安卓bili服,SSR
17657293,斯卡哈,p*****,安卓bili服,SSR
17657294,兰斯洛特,d*****,ios服,SR
17657295,卫宫,发*****,安卓bili服,SR
17657296,兰斯洛特,z*****,安卓bili服,SR
17657297,弗拉德三世,e*****,安卓bili服,SSR
17657298,兰斯洛特,z*****,安卓bili服,SR
17657299,阿斯托尔福,村*****,ios服,SR
17657300,斯卡哈,村*****,ios服,SSR
17657301,玛尔达,1*****,安卓bili服,SR
17657302,卡米拉,S*****,安卓bili服,SR
17657303,芬恩·麦克库尔,诗*****,安卓bili服,SR
17657304,海伦娜·布拉瓦茨基,P*****,安卓bili服,SR
17657305,安妮·伯妮＆玛莉·瑞德,a*****,安卓bili服,SR
17657306,安妮·伯妮＆玛莉·瑞德,每*****,ios服,SR
17657307,赫拉克勒斯,o*****,安卓bili服,SR
17657308,斯卡哈,o*****,安卓bili服,SSR
