id,info,rname,sname,star
19056359,玉藻猫,丘*****,安卓bili服,SR
19056360,斯卡哈,居*****,安卓bili服,SSR
19056361,弗拉德三世,景*****,安卓bili服,SSR
19056362,阿塔兰忒,居*****,安卓bili服,SR
19056363,赫拉克勒斯,微*****,安卓bili服,SR
19056364,骑士迪昂,暴*****,安卓bili服,SR
19056365,贝奥武夫,戎*****,安卓bili服,SR
19056366,阿塔兰忒,司*****,安卓bili服,SR
19056367,玉藻猫,牛*****,安卓bili服,SR
19056368,齐格飞,牛*****,安卓bili服,SR
19056369,芬恩·麦克库尔,牛*****,安卓bili服,SR
19056370,卫宫〔Assassin〕,h*****,ios服,SR
19056371,童谣,h*****,ios服,SR
19056372,芬恩·麦克库尔,r*****,安卓bili服,SR
19056373,卫宫〔Assassin〕,r*****,安卓bili服,SR
19056374,童谣,O*****,ios服,SR
19056375,斯卡哈,3*****,安卓bili服,SSR
19056376,斯忒诺,1*****,安卓bili服,SR
19056377,卫宫,7*****,安卓bili服,SR
19056378,齐格飞,c*****,安卓bili服,SR
19056379,骑士迪昂,牛*****,ios服,SR
19056380,斯卡哈,a*****,安卓bili服,SSR
19056381,卫宫〔Assassin〕,d*****,安卓bili服,SR
19056382,赫拉克勒斯,厉*****,安卓bili服,SR
19056383,罗摩,f*****,安卓bili服,SR
19056384,齐格飞,d*****,安卓bili服,SR
19056385,罗摩,暗*****,ios服,SR
19056386,斯卡哈,君*****,ios服,SSR
19056387,海伦娜·布拉瓦茨基,挺*****,安卓bili服,SR
19056388,玉藻前,阎*****,ios服,SSR
19056389,卡米拉,储*****,安卓bili服,SR
19056390,库·丘林[Alter],a*****,ios服,SSR
19056391,尼古拉·特斯拉,k*****,ios服,SSR
19056392,赫拉克勒斯,k*****,ios服,SR
19056393,玛丽·安托瓦内特,k*****,ios服,SR
19056394,阿塔兰忒,v*****,安卓bili服,SR
19056395,尼古拉·特斯拉,7*****,安卓bili服,SSR
19056396,童谣,江*****,安卓bili服,SR
19056397,斯忒诺,姬*****,安卓bili服,SR
19056398,安妮·伯妮＆玛莉·瑞德,伊*****,安卓bili服,SR
19056399,斯卡哈,逑*****,安卓bili服,SSR
19056400,阿斯托尔福,宁*****,安卓bili服,SR
19056401,卫宫,誓*****,安卓bili服,SR
19056402,童谣,于*****,安卓bili服,SR
19056403,安妮·伯妮＆玛莉·瑞德,樊*****,安卓bili服,SR
19056404,安妮·伯妮＆玛莉·瑞德,卢*****,安卓bili服,SR
19056405,伊丽莎白·巴托里,壤*****,安卓bili服,SR
19056406,弗兰肯斯坦,壤*****,安卓bili服,SR
19056407,骑士迪昂,r*****,安卓bili服,SR
19056408,斯卡哈,晓*****,安卓联运服,SSR
19056409,弗朗西斯·德雷克,晓*****,安卓联运服,SSR
19056410,伊丽莎白·巴托里,千*****,ios服,SR
19056411,芬恩·麦克库尔,钮*****,安卓bili服,SR
19056412,斯卡哈,鱼*****,安卓bili服,SSR
19056413,骑士迪昂,叔*****,ios服,SR
19056414,斯卡哈,X*****,ios服,SSR
19056415,贝奥武夫,十*****,ios服,SR
19056416,斯卡哈,十*****,ios服,SSR
19056417,海伦娜·布拉瓦茨基,龚*****,安卓bili服,SR
19056418,斯卡哈,A*****,ios服,SSR
19056419,弗兰肯斯坦,1*****,安卓bili服,SR
19056420,贝奥武夫,c*****,安卓bili服,SR
19056421,罗摩,c*****,安卓bili服,SR
19056422,齐格飞,v*****,ios服,SR
19056423,弗兰肯斯坦,a*****,安卓bili服,SR
19056424,齐格飞,对*****,安卓联运服,SR
19056425,斯卡哈,h*****,ios服,SSR
19056426,斯卡哈,e*****,安卓bili服,SSR
19056427,阿斯托尔福,r*****,安卓bili服,SR
19056428,赫拉克勒斯,花*****,安卓bili服,SR
19056429,罗摩,非*****,安卓bili服,SR
19056430,伊丽莎白·巴托里,u*****,安卓bili服,SR
19056431,莫德雷德,u*****,安卓bili服,SSR
19056432,伊丽莎白·巴托里,f*****,安卓bili服,SR
19056433,童谣,f*****,安卓bili服,SR
19056434,伊丽莎白·巴托里,꧁*****,安卓bili服,SR
19056435,弗兰肯斯坦,凤*****,安卓bili服,SR
19056436,玉藻猫,凤*****,安卓bili服,SR
19056437,阿塔兰忒,凤*****,安卓bili服,SR
19056438,斯卡哈,天*****,安卓bili服,SSR
19056439,阿塔兰忒,4*****,安卓bili服,SR
19056440,罗摩,米*****,安卓联运服,SR
19056441,斯卡哈,酆*****,ios服,SSR
19056442,斯卡哈,8*****,安卓bili服,SSR
19056443,斯卡哈,C*****,ios服,SSR
19056444,弗兰肯斯坦,5*****,ios服,SR
19056445,兰斯洛特,C*****,安卓bili服,SR
19056446,安妮·伯妮＆玛莉·瑞德,b*****,ios服,SR
19056447,贝奥武夫,玲*****,ios服,SR
19056448,赫拉克勒斯,维*****,安卓bili服,SR
19056449,海伦娜·布拉瓦茨基,n*****,安卓bili服,SR
19056450,南丁格尔,白*****,安卓联运服,SSR
19056451,斯忒诺,C*****,ios服,SR
19056452,齐格飞,C*****,ios服,SR
19056453,骑士迪昂,E*****,ios服,SR
19056454,斯卡哈,月*****,安卓bili服,SSR
19056455,卫宫,月*****,安卓bili服,SR
19056456,骑士迪昂,转*****,ios服,SR
19056457,玛尔达,年*****,安卓bili服,SR
19056458,斯卡哈,s*****,安卓bili服,SSR
