id,info,rname,sname,star
11466605,伊丽莎白·巴托里,1*****,安卓bili服,SR
11466606,莫德雷德,8*****,ios服,SSR
11466607,酒吞童子,p*****,ios服,SSR
11466608,酒吞童子,f*****,ios服,SSR
11466609,芬恩·麦克库尔,知*****,安卓联运服,SR
11466610,赫拉克勒斯,v*****,安卓bili服,SR
11466611,赫拉克勒斯,丶*****,安卓bili服,SR
11466612,卡米拉,矜*****,安卓联运服,SR
11466613,贝奥武夫,矜*****,安卓联运服,SR
11466614,玉藻猫,大*****,ios服,SR
11466615,齐格飞,从*****,安卓bili服,SR
11466616,酒吞童子,若*****,ios服,SSR
11466617,阿周那,c*****,安卓bili服,SSR
11466618,酒吞童子,梦*****,安卓联运服,SSR
11466619,童谣,梦*****,安卓联运服,SR
11466620,齐格飞,b*****,安卓bili服,SR
11466621,芬恩·麦克库尔,b*****,安卓bili服,SR
11466622,卫宫,2*****,安卓bili服,SR
11466623,酒吞童子,骑*****,安卓bili服,SSR
11466624,弗朗西斯·德雷克,m*****,安卓bili服,SSR
11466625,卫宫,8*****,ios服,SR
11466626,托马斯·爱迪生,6*****,ios服,SR
11466627,兰斯洛特,6*****,ios服,SR
11466628,卫宫,6*****,ios服,SR
11466629,卫宫,z*****,安卓bili服,SR
11466630,贝奥武夫,r*****,安卓bili服,SR
11466631,骑士迪昂,e*****,安卓bili服,SR
11466632,阿塔兰忒,e*****,安卓bili服,SR
11466633,童谣,l*****,安卓bili服,SR
11466634,卫宫〔Assassin〕,蓝*****,安卓bili服,SR
11466635,开膛手杰克,r*****,安卓bili服,SSR
