id,info,rname,sname,star
16088808,斯忒诺,姚*****,安卓bili服,SR
16088809,伊丽莎白·巴托里,谈*****,安卓bili服,SR
16088810,骑士迪昂,黑*****,安卓bili服,SR
16088811,齐格飞,关*****,安卓bili服,SR
16088812,齐格飞,解*****,安卓bili服,SR
16088813,赫拉克勒斯,轩*****,安卓bili服,SR
16088814,伊丽莎白·巴托里,子*****,安卓bili服,SR
16088815,伊丽莎白·巴托里,季*****,安卓bili服,SR
16088816,玉藻猫,甄*****,安卓bili服,SR
16088817,伊丽莎白·巴托里,赖*****,安卓bili服,SR
16088818,玛丽·安托瓦内特,赖*****,安卓bili服,SR
16088819,齐格飞,公*****,安卓bili服,SR
16088820,卡米拉,公*****,安卓bili服,SR
16088821,童谣,q*****,安卓bili服,SR
16088822,伊丽莎白·巴托里,於*****,安卓bili服,SR
16088823,骑士迪昂,端*****,安卓bili服,SR
16088824,卫宫,端*****,安卓bili服,SR
16088825,玛丽·安托瓦内特,黎*****,安卓bili服,SR
16088826,斯忒诺,欧*****,安卓bili服,SR
16088827,卫宫,祁*****,安卓bili服,SR
16088828,伊丽莎白·巴托里,佴*****,安卓bili服,SR
16088829,斯忒诺,佴*****,安卓bili服,SR
16088830,赫拉克勒斯,宰*****,安卓bili服,SR
16088831,斯忒诺,有*****,安卓bili服,SR
16088832,齐格飞,百*****,安卓bili服,SR
16088833,玉藻猫,聂*****,安卓bili服,SR
16088834,玉藻猫,天*****,安卓bili服,SR
16088835,齐格飞,宰*****,安卓bili服,SR
16088836,玉藻猫,羊*****,安卓bili服,SR
16088837,斯忒诺,陶*****,安卓bili服,SR
16088838,伊丽莎白·巴托里,卓*****,安卓bili服,SR
16088839,玉藻猫,大*****,ios服,SR
16088840,阿蒂拉,2*****,安卓bili服,SSR
16088841,李书文,e*****,ios服,SR
16088842,李书文,0*****,安卓bili服,SR
16088843,玄奘三藏,2*****,ios服,SSR
16088844,卡米拉,2*****,ios服,SR
16088845,安妮·伯妮＆玛莉·瑞德,8*****,ios服,SR
16088846,玄奘三藏,云*****,安卓bili服,SSR
16088847,赫拉克勒斯,t*****,安卓bili服,SR
16088848,贞德,t*****,安卓bili服,SSR
16088849,阿塔兰忒,T*****,安卓bili服,SR
16088850,童谣,T*****,安卓bili服,SR
16088851,卫宫,星*****,安卓bili服,SR
16088852,斯忒诺,c*****,ios服,SR
16088853,海伦娜·布拉瓦茨基,7*****,安卓bili服,SR
16088854,兰斯洛特,7*****,安卓bili服,SR
16088855,海伦娜·布拉瓦茨基,妹*****,ios服,SR
16088856,弗兰肯斯坦,废*****,安卓bili服,SR
16088857,玉藻猫,崔*****,ios服,SR
16088858,芬恩·麦克库尔,崔*****,ios服,SR
16088859,骑士迪昂,后*****,安卓bili服,SR
16088860,罗摩,s*****,安卓bili服,SR
16088861,赫拉克勒斯,P*****,ios服,SR
16088862,阿周那,q*****,安卓bili服,SSR
16088863,玄奘三藏,超*****,ios服,SSR
16088864,玉藻前,夏*****,安卓bili服,SSR
16088865,玄奘三藏,超*****,ios服,SSR
16088866,玉藻猫,青*****,安卓联运服,SR
16088867,骑士迪昂,青*****,安卓联运服,SR
16088868,玛丽·安托瓦内特,雷*****,安卓bili服,SR
16088869,玄奘三藏,长*****,安卓联运服,SSR
16088870,阿斯托尔福,3*****,安卓bili服,SR
16088871,海伦娜·布拉瓦茨基,M*****,安卓bili服,SR
16088872,迦尔纳,1*****,ios服,SSR
16088873,玛丽·安托瓦内特,宗*****,安卓bili服,SR
16088874,阿蒂拉,宗*****,安卓bili服,SSR
16088875,阿蒂拉,呵*****,安卓bili服,SSR
16088876,尼古拉·特斯拉,i*****,安卓bili服,SSR
16088877,赫拉克勒斯,9*****,安卓bili服,SR
16088878,李书文,0*****,ios服,SR
16088879,伊丽莎白·巴托里,特*****,ios服,SR
16088880,玛尔达,真*****,ios服,SR
16088881,齐格飞,真*****,ios服,SR
16088882,芬恩·麦克库尔,博*****,ios服,SR
16088883,卡米拉,0*****,安卓bili服,SR
16088884,玉藻猫,t*****,ios服,SR
16088885,卫宫〔Assassin〕,塞*****,ios服,SR
16088886,玛丽·安托瓦内特,覃*****,ios服,SR
16088887,女王梅芙,i*****,安卓bili服,SSR
16088888,阿尔托莉雅·潘德拉贡,d*****,ios服,SSR
16088889,骑士迪昂,语*****,安卓联运服,SR
16088890,美狄亚〔Lily〕,d*****,ios服,SR
16088891,卡米拉,翟*****,安卓bili服,SR
16088892,弗拉德三世,5*****,ios服,SSR
16088893,弗朗西斯·德雷克,r*****,安卓bili服,SSR
16088894,童谣,希*****,ios服,SR
16088895,兰斯洛特,先*****,ios服,SR
16088896,李书文,5*****,ios服,SR
16088897,斯忒诺,s*****,安卓bili服,SR
16088898,玄奘三藏,d*****,ios服,SSR
16088899,阿周那,d*****,ios服,SSR
16088900,贞德,雷*****,安卓bili服,SSR
16088901,阿尔托莉雅·潘德拉贡〔Alter〕,5*****,安卓bili服,SR
16088902,齐格飞,p*****,安卓bili服,SR
16088903,弗兰肯斯坦,p*****,安卓bili服,SR
16088904,玄奘三藏,I*****,安卓bili服,SSR
16088905,李书文,裘*****,安卓bili服,SR
16088906,玄奘三藏,凉*****,安卓bili服,SSR
16088907,李书文,张*****,安卓bili服,SR
