id,info,rname,sname,star
11189608,阿斯托尔福,虫*****,安卓bili服,SR
11189609,玉藻前,K*****,ios服,SSR
11189610,弗兰肯斯坦,[*****,安卓bili服,SR
11189611,赫拉克勒斯,y*****,ios服,SR
11189612,酒吞童子,r*****,安卓bili服,SSR
11189613,玛丽·安托瓦内特,r*****,安卓bili服,SR
11189614,伊丽莎白·巴托里,木*****,ios服,SR
11189615,玛尔达,木*****,ios服,SR
11189616,诸葛孔明〔埃尔梅罗Ⅱ世〕,f*****,安卓bili服,SSR
11189617,阿斯托尔福,w*****,安卓bili服,SR
11189618,尼禄·克劳狄乌斯,1*****,ios服,SR
11189619,玛尔达,d*****,安卓bili服,SR
11189620,玛尔达,北*****,安卓bili服,SR
11189621,卡米拉,a*****,安卓bili服,SR
11189622,赫拉克勒斯,T*****,ios服,SR
11189623,阿斯托尔福,4*****,安卓bili服,SR
11189624,贝奥武夫,七*****,ios服,SR
11189625,芬恩·麦克库尔,o*****,安卓bili服,SR
11189626,弗朗西斯·德雷克,c*****,安卓bili服,SSR
11189627,卫宫,m*****,安卓bili服,SR
11189628,玉藻猫,P*****,ios服,SR
11189629,托马斯·爱迪生,5*****,安卓bili服,SR
11189630,卫宫〔Assassin〕,懒*****,安卓联运服,SR
11189631,阿斯托尔福,d*****,安卓bili服,SR
11189632,库·丘林[Alter],i*****,安卓bili服,SSR
11189633,斯忒诺,司*****,安卓bili服,SR
11189634,赫拉克勒斯,魔*****,安卓联运服,SR
11189635,玉藻猫,e*****,安卓bili服,SR
11189636,卫宫,e*****,安卓bili服,SR
11189637,阿周那,0*****,ios服,SSR
11189638,安妮·伯妮＆玛莉·瑞德,Z*****,ios服,SR
