id,info,rname,sname,star
11262265,赫拉克勒斯,权*****,安卓bili服,SR
11262266,玛丽·安托瓦内特,2*****,安卓bili服,SR
11262267,酒吞童子,u*****,安卓bili服,SSR
11262268,卫宫,u*****,安卓bili服,SR
11262269,阿周那,z*****,安卓bili服,SSR
11262270,酒吞童子,b*****,安卓bili服,SSR
11262271,阿尔托莉雅·潘德拉贡〔Alter〕,玳*****,ios服,SR
11262272,酒吞童子,死*****,安卓bili服,SSR
11262273,玉藻猫,水*****,安卓联运服,SR
11262274,酒吞童子,水*****,安卓联运服,SSR
11262275,齐格飞,水*****,安卓联运服,SR
11262276,库·丘林[Alter],h*****,安卓bili服,SSR
11262277,酒吞童子,8*****,安卓bili服,SSR
11262278,罗摩,温*****,ios服,SR
11262279,弗兰肯斯坦,i*****,安卓bili服,SR
11262280,阿斯托尔福,烬*****,安卓bili服,SR
11262281,贝奥武夫,咿*****,安卓联运服,SR
11262282,安妮·伯妮＆玛莉·瑞德,老*****,ios服,SR
11262283,海伦娜·布拉瓦茨基,9*****,ios服,SR
11262284,斯忒诺,b*****,ios服,SR
11262285,玛丽·安托瓦内特,小*****,安卓bili服,SR
11262286,俄里翁,3*****,ios服,SSR
11262287,芬恩·麦克库尔,S*****,安卓bili服,SR
11262288,玛丽·安托瓦内特,丿*****,安卓bili服,SR
11262289,酒吞童子,艾*****,安卓bili服,SSR
11262290,伊丽莎白·巴托里,一*****,ios服,SR
11262291,贝奥武夫,南*****,ios服,SR
11262292,弗朗西斯·德雷克,E*****,ios服,SSR
11262293,卫宫〔Assassin〕,o*****,ios服,SR
11262294,酒吞童子,伊*****,安卓bili服,SSR
11262295,赫拉克勒斯,莲*****,安卓bili服,SR
