id,info,rname,sname,star
9315245,齐格飞,g*****,安卓bili服,SR
9315246,玉藻猫,喂*****,安卓bili服,SR
9315247,玛尔达,喂*****,安卓bili服,SR
9315248,卫宫〔Assassin〕,贝*****,安卓bili服,SR
9315249,玉藻猫,贝*****,安卓bili服,SR
9315250,兰斯洛特,股*****,ios服,SR
9315251,赫拉克勒斯,w*****,安卓bili服,SR
9315252,玛尔达,o*****,安卓bili服,SR
9315253,斯忒诺,T*****,ios服,SR
9315254,阿塔兰忒,阳*****,安卓bili服,SR
9315255,齐格飞,x*****,安卓bili服,SR
9315256,伊丽莎白·巴托里,x*****,安卓bili服,SR
9315257,卫宫〔Assassin〕,a*****,ios服,SR
9315258,坂田金时,1*****,安卓bili服,SSR
9315259,坂田金时,c*****,安卓bili服,SSR
9315260,卫宫〔Assassin〕,愉*****,安卓bili服,SR
9315261,罗摩,f*****,安卓bili服,SR
9315262,童谣,中*****,安卓bili服,SR
9315263,玛丽·安托瓦内特,i*****,安卓bili服,SR
9315264,海伦娜·布拉瓦茨基,板*****,ios服,SR
9315265,俄里翁,想*****,ios服,SSR
9315266,齐格飞,v*****,安卓bili服,SR
9315267,坂田金时,一*****,安卓bili服,SSR
9315268,诸葛孔明〔埃尔梅罗Ⅱ世〕,f*****,安卓bili服,SSR
9315269,齐格飞,v*****,安卓bili服,SR
9315270,俄里翁,a*****,ios服,SSR
9315271,赫拉克勒斯,u*****,安卓bili服,SR
9315272,坂田金时,o*****,ios服,SSR
9315273,芬恩·麦克库尔,d*****,安卓bili服,SR
9315274,玛尔达,学*****,安卓bili服,SR
9315275,赫拉克勒斯,b*****,安卓bili服,SR
