id,info,rname,sname,star
19168076,安妮·伯妮＆玛莉·瑞德,三*****,安卓bili服,SR
19168077,弗兰肯斯坦,魂*****,ios服,SR
19168078,兰斯洛特,魂*****,ios服,SR
19168079,斯卡哈,i*****,ios服,SSR
19168080,美狄亚〔Lily〕,n*****,ios服,SR
19168081,赫拉克勒斯,闪*****,安卓联运服,SR
19168082,斯卡哈,0*****,安卓bili服,SSR
19168083,卫宫,苍*****,安卓bili服,SR
19168084,卫宫,_*****,安卓bili服,SR
19168085,迦尔纳,c*****,安卓bili服,SSR
19168086,尼禄·克劳狄乌斯,5*****,ios服,SR
19168087,斯卡哈,i*****,安卓bili服,SSR
19168088,玉藻猫,e*****,安卓bili服,SR
19168089,斯卡哈,f*****,ios服,SSR
19168090,斯卡哈,方*****,安卓bili服,SSR
19168091,斯忒诺,方*****,安卓bili服,SR
19168092,卡米拉,d*****,ios服,SR
19168093,兰斯洛特,8*****,安卓bili服,SR
19168094,斯卡哈,远*****,ios服,SSR
19168095,卫宫,远*****,ios服,SR
19168096,弗拉德三世,f*****,ios服,SSR
19168097,齐格飞,天*****,安卓bili服,SR
19168098,赫拉克勒斯,z*****,安卓bili服,SR
19168099,伊丽莎白·巴托里,y*****,安卓bili服,SR
19168100,齐格飞,a*****,安卓bili服,SR
19168101,贝奥武夫,d*****,安卓bili服,SR
19168102,弗兰肯斯坦,村*****,安卓bili服,SR
19168103,阿塔兰忒,w*****,ios服,SR
19168104,南丁格尔,a*****,安卓bili服,SSR
19168105,斯卡哈,伊*****,安卓bili服,SSR
19168106,斯卡哈,叶*****,安卓bili服,SSR
19168107,斯卡哈,p*****,安卓bili服,SSR
19168108,童谣,我*****,安卓bili服,SR
19168109,贝奥武夫,b*****,ios服,SR
19168110,兰斯洛特,惠*****,安卓bili服,SR
19168111,骑士迪昂,月*****,ios服,SR
19168112,弗朗西斯·德雷克,月*****,ios服,SSR
19168113,卫宫〔Assassin〕,月*****,ios服,SR
19168114,斯卡哈,阿*****,ios服,SSR
19168115,骑士迪昂,d*****,安卓bili服,SR
19168116,童谣,代*****,安卓bili服,SR
19168117,斯忒诺,5*****,安卓bili服,SR
19168118,贝奥武夫,流*****,安卓bili服,SR
19168119,阿斯托尔福,圣*****,ios服,SR
19168120,卫宫,r*****,安卓bili服,SR
19168121,开膛手杰克,倭*****,ios服,SSR
19168122,诸葛孔明〔埃尔梅罗Ⅱ世〕,史*****,安卓bili服,SSR
19168123,斯卡哈,e*****,ios服,SSR
19168124,贝奥武夫,把*****,ios服,SR
19168125,斯忒诺,阿*****,安卓bili服,SR
19168126,赫拉克勒斯,阿*****,安卓bili服,SR
19168127,赫拉克勒斯,d*****,ios服,SR
19168128,卫宫〔Assassin〕,一*****,安卓bili服,SR
19168129,安妮·伯妮＆玛莉·瑞德,e*****,安卓bili服,SR
19168130,玛丽·安托瓦内特,e*****,安卓bili服,SR
19168131,弗朗西斯·德雷克,I*****,ios服,SSR
19168132,斯卡哈,歌*****,安卓bili服,SSR
19168133,海伦娜·布拉瓦茨基,s*****,ios服,SR
19168134,斯卡哈,只*****,安卓联运服,SSR
19168135,斯忒诺,丿*****,安卓联运服,SR
19168136,斯卡哈,p*****,安卓bili服,SSR
19168137,骑士迪昂,3*****,安卓bili服,SR
19168138,玛尔达,惜*****,ios服,SR
19168139,安妮·伯妮＆玛莉·瑞德,u*****,安卓bili服,SR
19168140,童谣,a*****,安卓bili服,SR
19168141,卫宫,z*****,安卓bili服,SR
19168142,玉藻猫,z*****,安卓bili服,SR
19168143,伊丽莎白·巴托里,活*****,安卓联运服,SR
19168144,弗兰肯斯坦,i*****,安卓bili服,SR
19168145,诸葛孔明〔埃尔梅罗Ⅱ世〕,m*****,ios服,SSR
19168146,斯卡哈,d*****,ios服,SSR
19168147,卡米拉,a*****,安卓bili服,SR
19168148,开膛手杰克,窭*****,ios服,SSR
19168149,赫拉克勒斯,夜*****,安卓bili服,SR
19168150,芬恩·麦克库尔,e*****,ios服,SR
19168151,齐格飞,9*****,安卓bili服,SR
19168152,阿塔兰忒,a*****,安卓bili服,SR
19168153,斯卡哈,a*****,安卓bili服,SSR
19168154,斯卡哈,子*****,安卓bili服,SSR
19168155,斯卡哈,淳*****,安卓bili服,SSR
19168156,罗摩,f*****,安卓bili服,SR
19168157,斯卡哈,0*****,安卓bili服,SSR
19168158,阿周那,近*****,安卓bili服,SSR
19168159,斯卡哈,洞*****,安卓bili服,SSR
19168160,弗兰肯斯坦,F*****,ios服,SR
19168161,海伦娜·布拉瓦茨基,5*****,安卓bili服,SR
19168162,斯卡哈,安*****,安卓联运服,SSR
19168163,卡米拉,宇*****,安卓bili服,SR
19168164,斯卡哈,b*****,安卓bili服,SSR
19168165,玛尔达,意*****,安卓bili服,SR
19168166,斯卡哈,意*****,安卓bili服,SSR
19168167,卡米拉,f*****,ios服,SR
19168168,贝奥武夫,k*****,安卓bili服,SR
19168169,女王梅芙,1*****,安卓bili服,SSR
19168170,玉藻猫,a*****,安卓bili服,SR
19168171,卫宫,m*****,安卓bili服,SR
19168172,卫宫,u*****,安卓bili服,SR
19168173,赫拉克勒斯,小*****,安卓bili服,SR
19168174,卫宫〔Assassin〕,語*****,安卓bili服,SR
19168175,斯卡哈,語*****,安卓bili服,SSR
