id,info,rname,sname,star
19386149,伊丽莎白·巴托里,K*****,ios服,SR
19386150,斯卡哈,小*****,安卓bili服,SSR
19386151,赫拉克勒斯,[*****,安卓bili服,SR
19386152,骑士迪昂,封*****,安卓bili服,SR
19386153,芬恩·麦克库尔,嫉*****,ios服,SR
19386154,安妮·伯妮＆玛莉·瑞德,肝*****,安卓bili服,SR
19386155,弗兰肯斯坦,S*****,ios服,SR
19386156,齐格飞,S*****,ios服,SR
19386157,玛尔达,玖*****,ios服,SR
19386158,安妮·伯妮＆玛莉·瑞德,e*****,ios服,SR
19386159,斯忒诺,f*****,安卓bili服,SR
19386160,迦尔纳,櫟*****,安卓bili服,SSR
19386161,赫拉克勒斯,c*****,安卓bili服,SR
19386162,阿斯托尔福,h*****,安卓bili服,SR
19386163,斯卡哈,路*****,安卓bili服,SSR
19386164,弗拉德三世,相*****,ios服,SSR
19386165,阿塔兰忒,相*****,ios服,SR
19386166,伊丽莎白·巴托里,汐*****,安卓bili服,SR
19386167,卫宫,欧*****,ios服,SR
19386168,海伦娜·布拉瓦茨基,洛*****,安卓bili服,SR
19386169,卫宫,b*****,安卓bili服,SR
19386170,玛丽·安托瓦内特,绝*****,安卓bili服,SR
19386171,赫拉克勒斯,f*****,安卓bili服,SR
19386172,斯卡哈,f*****,安卓bili服,SSR
19386173,卫宫,a*****,安卓bili服,SR
19386174,卫宫〔Assassin〕,真*****,安卓bili服,SR
19386175,玛丽·安托瓦内特,尘*****,安卓联运服,SR
19386176,玛丽·安托瓦内特,大*****,ios服,SR
19386177,齐格飞,大*****,ios服,SR
19386178,库·丘林[Alter],f*****,安卓bili服,SSR
19386179,弗拉德三世,T*****,安卓bili服,SSR
