id,info,rname,sname,star
20073963,阿塔兰忒,不*****,安卓bili服,SR
20073964,斯卡哈,三*****,安卓bili服,SSR
20073965,阿尔托莉雅·潘德拉贡〔Alter〕,1*****,安卓bili服,SR
20073966,贞德,7*****,安卓bili服,SSR
20073967,弗兰肯斯坦,c*****,安卓bili服,SR
20073968,赫拉克勒斯,爱*****,安卓bili服,SR
20073969,赫拉克勒斯,t*****,安卓bili服,SR
20073970,安妮·伯妮＆玛莉·瑞德,t*****,ios服,SR
20073971,阿尔托莉雅·潘德拉贡〔Alter〕,b*****,安卓bili服,SR
20073972,罗摩,h*****,安卓bili服,SR
20073973,安妮·伯妮＆玛莉·瑞德,h*****,安卓bili服,SR
20073974,阿斯托尔福,7*****,安卓bili服,SR
20073975,俄里翁,1*****,ios服,SSR
20073976,玉藻猫,e*****,安卓bili服,SR
20073977,玉藻猫,中*****,ios服,SR
20073978,罗摩,睿*****,ios服,SR
20073979,玛丽·安托瓦内特,d*****,安卓bili服,SR
20073980,莫德雷德,a*****,ios服,SSR
20073981,卫宫〔Assassin〕,k*****,安卓bili服,SR
20073982,贞德,u*****,安卓bili服,SSR
20073983,卫宫,8*****,安卓bili服,SR
20073984,斯卡哈,e*****,ios服,SSR
20073985,斯卡哈,e*****,ios服,SSR
20073986,童谣,8*****,安卓bili服,SR
20073987,斯卡哈,8*****,安卓bili服,SSR
20073988,玛丽·安托瓦内特,8*****,安卓bili服,SR
20073989,斯卡哈,1*****,安卓bili服,SSR
20073990,卫宫,京*****,安卓bili服,SR
20073991,贝奥武夫,a*****,安卓bili服,SR
20073992,托马斯·爱迪生,勘*****,安卓bili服,SR
20073993,斯卡哈,e*****,安卓bili服,SSR
20073994,斯卡哈,N*****,安卓bili服,SSR
20073995,阿塔兰忒,天*****,安卓bili服,SR
20073996,阿塔兰忒,幻*****,ios服,SR
20073997,卫宫〔Assassin〕,h*****,安卓bili服,SR
20073998,阿塔兰忒,一*****,ios服,SR
20073999,卫宫,模*****,安卓bili服,SR
20074000,童谣,o*****,安卓bili服,SR
20074001,玛尔达,d*****,ios服,SR
20074002,罗摩,e*****,安卓bili服,SR
20074003,卡米拉,e*****,安卓bili服,SR
20074004,斯卡哈,S*****,安卓bili服,SSR
20074005,卡米拉,艾*****,安卓bili服,SR
20074006,伊丽莎白·巴托里,K*****,ios服,SR
20074007,弗兰肯斯坦,u*****,ios服,SR
20074008,斯卡哈,4*****,安卓bili服,SSR
20074009,童谣,唯*****,安卓bili服,SR
20074010,卫宫,4*****,安卓bili服,SR
20074011,伊丽莎白·巴托里,4*****,安卓bili服,SR
20074012,赫拉克勒斯,神*****,ios服,SR
20074013,诸葛孔明〔埃尔梅罗Ⅱ世〕,神*****,ios服,SSR
20074014,玉藻猫,a*****,安卓bili服,SR
20074015,伊丽莎白·巴托里,百*****,安卓bili服,SR
20074016,斯忒诺,d*****,ios服,SR
20074017,贝奥武夫,d*****,ios服,SR
20074018,斯卡哈,早*****,安卓bili服,SSR
20074019,阿塔兰忒,起*****,安卓bili服,SR
20074020,芬恩·麦克库尔,i*****,ios服,SR
20074021,贝奥武夫,b*****,安卓bili服,SR
20074022,芬恩·麦克库尔,暮*****,ios服,SR
20074023,卫宫,时*****,安卓bili服,SR
20074024,齐格飞,时*****,安卓bili服,SR
20074025,卫宫〔Assassin〕,拉*****,ios服,SR
20074026,玛丽·安托瓦内特,b*****,安卓bili服,SR
20074027,斯忒诺,r*****,安卓bili服,SR
20074028,李书文,w*****,安卓bili服,SR
20074029,海伦娜·布拉瓦茨基,j*****,安卓bili服,SR
20074030,玛尔达,懒*****,安卓bili服,SR
20074031,阿尔托莉雅·潘德拉贡,C*****,安卓bili服,SSR
20074032,诸葛孔明〔埃尔梅罗Ⅱ世〕,掩*****,安卓bili服,SSR
20074033,阿尔托莉雅·潘德拉贡,掩*****,安卓bili服,SSR
20074034,斯卡哈,政*****,安卓bili服,SSR
20074035,童谣,s*****,安卓bili服,SR
20074036,安妮·伯妮＆玛莉·瑞德,a*****,ios服,SR
20074037,卫宫,o*****,安卓bili服,SR
20074038,卫宫,c*****,安卓bili服,SR
20074039,童谣,Z*****,ios服,SR
20074040,玛丽·安托瓦内特,i*****,安卓bili服,SR
20074041,齐格飞,茅*****,安卓bili服,SR
20074042,兰斯洛特,t*****,安卓bili服,SR
20074043,贝奥武夫,5*****,ios服,SR
20074044,海伦娜·布拉瓦茨基,孔*****,安卓bili服,SR
20074045,芬恩·麦克库尔,5*****,ios服,SR
20074046,卫宫,n*****,ios服,SR
20074047,兰斯洛特,牛*****,ios服,SR
20074048,斯忒诺,b*****,安卓bili服,SR
20074049,芬恩·麦克库尔,6*****,安卓bili服,SR
20074050,阿斯托尔福,s*****,安卓bili服,SR
20074051,安妮·伯妮＆玛莉·瑞德,R*****,ios服,SR
20074052,卫宫,单*****,安卓bili服,SR
20074053,齐格飞,非*****,安卓bili服,SR
20074054,斯卡哈,8*****,安卓bili服,SSR
20074055,卫宫,4*****,安卓bili服,SR
20074056,玉藻猫,研*****,ios服,SR
20074057,兰斯洛特,b*****,安卓bili服,SR
20074058,贞德,f*****,安卓bili服,SSR
20074059,阿斯托尔福,秋*****,安卓bili服,SR
20074060,兰斯洛特,秋*****,安卓bili服,SR
20074061,弗兰肯斯坦,逆*****,安卓bili服,SR
20074062,齐格飞,8*****,安卓bili服,SR
