id,info,rname,sname,star
26127562,茨木童子,十*****,安卓bili服,SR
26127563,源赖光,十*****,安卓bili服,SSR
26127564,开膛手杰克,m*****,安卓bili服,SSR
26127565,玉藻猫,甘*****,安卓bili服,SR
26127566,卡米拉,甘*****,安卓bili服,SR
26127567,茨木童子,u*****,ios服,SR
26127568,伊丽莎白·巴托里,0*****,ios服,SR
26127569,茨木童子,L*****,ios服,SR
26127570,卫宫〔Assassin〕,L*****,ios服,SR
26127571,卫宫,2*****,安卓bili服,SR
26127572,开膛手杰克,2*****,ios服,SSR
26127573,茨木童子,m*****,安卓bili服,SR
26127574,阿尔托莉雅·潘德拉贡,i*****,安卓bili服,SSR
26127575,玛丽·安托瓦内特,夏*****,安卓bili服,SR
26127576,源赖光,o*****,安卓bili服,SSR
26127577,茨木童子,M*****,ios服,SR
26127578,茨木童子,i*****,安卓bili服,SR
26127579,斯忒诺,千*****,安卓联运服,SR
26127580,阿斯托尔福,d*****,安卓bili服,SR
26127581,卡米拉,5*****,ios服,SR
26127582,茨木童子,l*****,安卓bili服,SR
26127583,茨木童子,K*****,安卓联运服,SR
26127584,茨木童子,K*****,安卓联运服,SR
26127585,茨木童子,n*****,安卓bili服,SR
26127586,尼禄·克劳狄乌斯,清*****,ios服,SR
26127587,莫德雷德,y*****,安卓bili服,SSR
26127588,茨木童子,f*****,ios服,SR
26127589,赫拉克勒斯,c*****,安卓bili服,SR
26127590,罗摩,z*****,安卓bili服,SR
26127591,茨木童子,z*****,安卓bili服,SR
26127592,源赖光,s*****,ios服,SSR
