id,info,rname,sname,star
25822778,托马斯·爱迪生,邢*****,安卓bili服,SR
25822779,托马斯·爱迪生,冷*****,安卓bili服,SR
25822780,玛丽·安托瓦内特,萨*****,ios服,SR
25822781,尼禄·克劳狄乌斯,A*****,安卓bili服,SR
25822782,源赖光,e*****,ios服,SSR
25822783,源赖光,於*****,安卓bili服,SSR
25822784,源赖光,小*****,ios服,SSR
25822785,玉藻猫,k*****,安卓bili服,SR
25822786,茨木童子,b*****,ios服,SR
25822787,斯忒诺,1*****,安卓bili服,SR
25822788,茨木童子,马*****,ios服,SR
25822789,茨木童子,蔺*****,安卓bili服,SR
25822790,骑士迪昂,三*****,ios服,SR
25822791,伊丽莎白·巴托里,三*****,ios服,SR
25822792,卫宫,i*****,安卓bili服,SR
25822793,卡米拉,邢*****,安卓bili服,SR
25822794,弗拉德三世,x*****,安卓bili服,SSR
25822795,茨木童子,1*****,ios服,SR
25822796,源赖光,1*****,ios服,SSR
25822797,茨木童子,D*****,安卓bili服,SR
25822798,迦尔纳,m*****,安卓联运服,SSR
25822799,芬恩·麦克库尔,K*****,ios服,SR
25822800,芬恩·麦克库尔,d*****,安卓bili服,SR
25822801,茨木童子,d*****,安卓bili服,SR
25822802,赫拉克勒斯,孙*****,安卓bili服,SR
25822803,贝奥武夫,5*****,ios服,SR
25822804,源赖光,u*****,ios服,SSR
25822805,源赖光,仃*****,安卓bili服,SSR
25822806,玉藻猫,d*****,安卓bili服,SR
25822807,伊丽莎白·巴托里,净*****,安卓bili服,SR
25822808,源赖光,D*****,安卓bili服,SSR
25822809,玛丽·安托瓦内特,A*****,安卓bili服,SR
25822810,弗朗西斯·德雷克,A*****,安卓bili服,SSR
25822811,伊丽莎白·巴托里,C*****,ios服,SR
25822812,玉藻猫,君*****,安卓bili服,SR
25822813,茨木童子,4*****,安卓bili服,SR
25822814,阿斯托尔福,蔺*****,安卓bili服,SR
25822815,茨木童子,n*****,安卓bili服,SR
25822816,斯忒诺,m*****,安卓bili服,SR
25822817,俄里翁,I*****,ios服,SSR
25822818,茨木童子,0*****,ios服,SR
25822819,源赖光,胆*****,ios服,SSR
25822820,源赖光,f*****,安卓bili服,SSR
25822821,赫拉克勒斯,邢*****,安卓bili服,SR
25822822,南丁格尔,邢*****,安卓bili服,SSR
25822823,茨木童子,I*****,ios服,SR
25822824,贞德,o*****,安卓bili服,SSR
25822825,伊丽莎白·巴托里,o*****,安卓bili服,SR
25822826,贞德,K*****,安卓bili服,SSR
25822827,齐格飞,三*****,ios服,SR
25822828,玛尔达,蔺*****,安卓bili服,SR
25822829,茨木童子,U*****,ios服,SR
25822830,茨木童子,1*****,ios服,SR
25822831,阿斯托尔福,1*****,ios服,SR
25822832,玛尔达,宓*****,ios服,SR
25822833,阿斯托尔福,1*****,安卓bili服,SR
25822834,阿尔托莉雅·潘德拉贡〔Alter〕,孙*****,安卓bili服,SR
25822835,卡米拉,孙*****,安卓bili服,SR
25822836,贝奥武夫,孙*****,安卓bili服,SR
25822837,伊丽莎白·巴托里,凡*****,安卓bili服,SR
25822838,卡米拉,如*****,安卓bili服,SR
25822839,茨木童子,i*****,安卓bili服,SR
25822840,卫宫〔Assassin〕,b*****,ios服,SR
25822841,源赖光,4*****,安卓bili服,SSR
25822842,茨木童子,a*****,ios服,SR
25822843,茨木童子,三*****,ios服,SR
25822844,阿尔托莉雅·潘德拉贡,夜*****,安卓bili服,SSR
25822845,茨木童子,秀*****,安卓bili服,SR
25822846,茨木童子,1*****,ios服,SR
25822847,南丁格尔,1*****,安卓bili服,SSR
25822848,开膛手杰克,1*****,ios服,SSR
25822849,茨木童子,♟*****,安卓bili服,SR
25822850,茨木童子,1*****,ios服,SR
25822851,赫拉克勒斯,於*****,安卓bili服,SR
25822852,卡米拉,於*****,安卓bili服,SR
25822853,源赖光,E*****,ios服,SSR
25822854,卡米拉,1*****,安卓bili服,SR
25822855,阿塔兰忒,籍*****,ios服,SR
25822856,茨木童子,E*****,安卓bili服,SR
25822857,玛尔达,x*****,安卓bili服,SR
25822858,玉藻猫,g*****,安卓bili服,SR
25822859,库·丘林[Alter],邢*****,安卓bili服,SSR
25822860,茨木童子,1*****,ios服,SR
25822861,安妮·伯妮＆玛莉·瑞德,i*****,ios服,SR
25822862,茨木童子,於*****,安卓bili服,SR
25822863,茨木童子,m*****,安卓bili服,SR
25822864,俄里翁,b*****,安卓bili服,SSR
25822865,茨木童子,桑*****,安卓bili服,SR
25822866,玉藻猫,A*****,安卓bili服,SR
25822867,茨木童子,三*****,ios服,SR
25822868,茨木童子,仲*****,安卓bili服,SR
25822869,茨木童子,F*****,ios服,SR
25822870,海伦娜·布拉瓦茨基,s*****,ios服,SR
25822871,骑士迪昂,k*****,安卓bili服,SR
25822872,茨木童子,k*****,安卓bili服,SR
25822873,南丁格尔,文*****,安卓bili服,SSR
25822874,俄里翁,焱*****,安卓bili服,SSR
25822875,玉藻猫,O*****,安卓bili服,SR
25822876,茨木童子,1*****,ios服,SR
25822877,玛丽·安托瓦内特,邶*****,安卓联运服,SR
