id,info,rname,sname,star
28332765,茨木童子,e*****,安卓bili服,SR
28332766,茨木童子,通*****,安卓bili服,SR
28332767,海伦娜·布拉瓦茨基,9*****,安卓bili服,SR
28332768,卫宫,d*****,安卓bili服,SR
28332769,茨木童子,c*****,安卓bili服,SR
28332770,源赖光,v*****,安卓bili服,SSR
28332771,茨木童子,白*****,ios服,SR
28332772,茨木童子,v*****,安卓bili服,SR
28332773,茨木童子,十*****,安卓bili服,SR
28332774,茨木童子,v*****,安卓bili服,SR
28332775,芬恩·麦克库尔,乔*****,安卓bili服,SR
28332776,卡米拉,廉*****,ios服,SR
28332777,源赖光,于*****,ios服,SSR
28332778,源赖光,p*****,安卓bili服,SSR
28332779,迦尔纳,p*****,安卓bili服,SSR
28332780,美狄亚〔Lily〕,s*****,ios服,SR
28332781,卫宫〔Assassin〕,s*****,ios服,SR
28332782,茨木童子,大*****,安卓联运服,SR
28332783,芬恩·麦克库尔,h*****,安卓bili服,SR
28332784,玛丽·安托瓦内特,滑*****,ios服,SR
28332785,莫德雷德,病*****,ios服,SSR
28332786,茨木童子,病*****,ios服,SR
28332787,海伦娜·布拉瓦茨基,4*****,安卓bili服,SR
28332788,茨木童子,m*****,安卓bili服,SR
28332789,茨木童子,江*****,ios服,SR
28332790,源赖光,j*****,安卓bili服,SSR
28332791,伊丽莎白·巴托里,i*****,安卓bili服,SR
28332792,安妮·伯妮＆玛莉·瑞德,i*****,安卓bili服,SR
28332793,童谣,a*****,安卓bili服,SR
28332794,源赖光,雨*****,安卓bili服,SSR
28332795,茨木童子,鹤*****,ios服,SR
