id,info,rname,sname,star
12586574,卡米拉,u*****,安卓bili服,SR
12586575,卫宫,L*****,ios服,SR
12586576,俄里翁,死*****,安卓联运服,SSR
12586577,弗拉德三世,腓*****,安卓bili服,SSR
12586578,酒吞童子,无*****,安卓bili服,SSR
12586579,酒吞童子,Z*****,安卓bili服,SSR
12586580,海伦娜·布拉瓦茨基,3*****,ios服,SR
12586581,玛尔达,大*****,安卓联运服,SR
12586582,赫拉克勒斯,大*****,安卓联运服,SR
12586583,斯忒诺,罪*****,安卓bili服,SR
12586584,莫德雷德,B*****,安卓bili服,SSR
12586585,阿周那,1*****,ios服,SSR
12586586,玛尔达,m*****,安卓bili服,SR
12586587,玛丽·安托瓦内特,放*****,安卓bili服,SR
12586588,卡米拉,p*****,安卓bili服,SR
12586589,阿尔托莉雅·潘德拉贡,t*****,安卓bili服,SSR
12586590,卫宫,麻*****,安卓bili服,SR
12586591,玉藻猫,q*****,安卓bili服,SR
12586592,赫拉克勒斯,十*****,ios服,SR
12586593,伊丽莎白·巴托里,飞*****,安卓联运服,SR
12586594,玉藻猫,飞*****,安卓联运服,SR
12586595,酒吞童子,一*****,安卓bili服,SSR
12586596,玛尔达,阿*****,安卓bili服,SR
12586597,玛丽·安托瓦内特,阿*****,安卓bili服,SR
12586598,卡米拉,我*****,ios服,SR
12586599,托马斯·爱迪生,g*****,ios服,SR
12586600,酒吞童子,i*****,安卓bili服,SSR
12586601,齐格飞,小*****,ios服,SR
12586602,齐格飞,呆*****,安卓bili服,SR
12586603,兰斯洛特,初*****,ios服,SR
12586604,卡米拉,T*****,ios服,SR
