id,info,rname,sname,star
18548624,卫宫,后*****,安卓bili服,SR
18548625,斯卡哈,琪*****,ios服,SSR
18548626,伊丽莎白·巴托里,边*****,安卓bili服,SR
18548627,斯忒诺,x*****,安卓bili服,SR
18548628,伊丽莎白·巴托里,夹*****,安卓bili服,SR
18548629,斯卡哈,夹*****,安卓bili服,SSR
18548630,斯卡哈,夹*****,安卓bili服,SSR
18548631,南丁格尔,d*****,安卓bili服,SSR
18548632,玉藻猫,访*****,安卓bili服,SR
18548633,赫拉克勒斯,a*****,安卓bili服,SR
18548634,童谣,e*****,安卓bili服,SR
18548635,阿尔托莉雅·潘德拉贡,j*****,安卓bili服,SSR
18548636,齐格飞,j*****,安卓bili服,SR
18548637,伊丽莎白·巴托里,鱼*****,安卓bili服,SR
18548638,芬恩·麦克库尔,夏*****,安卓bili服,SR
18548639,卡米拉,梦*****,安卓bili服,SR
18548640,罗摩,D*****,安卓bili服,SR
18548641,贝奥武夫,红*****,ios服,SR
18548642,齐格飞,A*****,安卓bili服,SR
18548643,伊丽莎白·巴托里,Z*****,安卓bili服,SR
18548644,阿尔托莉雅·潘德拉贡,天*****,安卓联运服,SSR
18548645,斯忒诺,a*****,ios服,SR
18548646,卫宫〔Assassin〕,a*****,ios服,SR
18548647,莫德雷德,z*****,安卓bili服,SSR
18548648,迦尔纳,u*****,安卓bili服,SSR
18548649,斯卡哈,四*****,安卓bili服,SSR
18548650,贝奥武夫,o*****,ios服,SR
18548651,骑士迪昂,怪*****,安卓bili服,SR
18548652,斯卡哈,d*****,ios服,SSR
18548653,斯忒诺,反*****,安卓bili服,SR
18548654,伊丽莎白·巴托里,反*****,安卓bili服,SR
18548655,莫德雷德,b*****,ios服,SSR
18548656,赫拉克勒斯,6*****,安卓bili服,SR
18548657,斯卡哈,6*****,安卓bili服,SSR
18548658,童谣,0*****,安卓bili服,SR
18548659,南丁格尔,a*****,安卓bili服,SSR
18548660,尼禄·克劳狄乌斯,a*****,安卓bili服,SR
18548661,斯卡哈,沙*****,安卓联运服,SSR
18548662,卫宫,y*****,安卓bili服,SR
18548663,阿塔兰忒,e*****,安卓bili服,SR
18548664,阿塔兰忒,s*****,安卓bili服,SR
18548665,阿尔托莉雅·潘德拉贡,1*****,安卓bili服,SSR
18548666,斯卡哈,8*****,安卓bili服,SSR
18548667,卡米拉,紫*****,安卓bili服,SR
18548668,斯卡哈,可*****,安卓bili服,SSR
18548669,卫宫,f*****,安卓bili服,SR
18548670,阿斯托尔福,b*****,ios服,SR
18548671,卡米拉,a*****,ios服,SR
18548672,卫宫,翠*****,安卓bili服,SR
18548673,斯忒诺,E*****,ios服,SR
18548674,阿蒂拉,a*****,安卓bili服,SSR
18548675,莫德雷德,物*****,安卓bili服,SSR
18548676,卡米拉,c*****,安卓bili服,SR
18548677,安妮·伯妮＆玛莉·瑞德,c*****,安卓bili服,SR
18548678,罗摩,u*****,安卓bili服,SR
18548679,斯忒诺,机*****,安卓bili服,SR
18548680,斯卡哈,过*****,安卓bili服,SSR
18548681,海伦娜·布拉瓦茨基,暗*****,安卓bili服,SR
18548682,阿尔托莉雅·潘德拉贡〔Alter〕,3*****,安卓bili服,SR
18548683,海伦娜·布拉瓦茨基,n*****,安卓bili服,SR
18548684,斯卡哈,n*****,安卓bili服,SSR
18548685,阿斯托尔福,逯*****,安卓bili服,SR
18548686,齐格飞,h*****,安卓bili服,SR
18548687,玉藻前,h*****,安卓bili服,SSR
18548688,斯卡哈,第*****,ios服,SSR
18548689,玛尔达,【*****,安卓联运服,SR
18548690,莫德雷德,i*****,安卓bili服,SSR
18548691,阿塔兰忒,B*****,ios服,SR
18548692,芬恩·麦克库尔,v*****,安卓bili服,SR
18548693,骑士迪昂,宇*****,安卓bili服,SR
18548694,阿塔兰忒,看*****,安卓bili服,SR
18548695,玛尔达,f*****,ios服,SR
18548696,伊丽莎白·巴托里,f*****,ios服,SR
18548697,海伦娜·布拉瓦茨基,8*****,安卓bili服,SR
18548698,伊丽莎白·巴托里,神*****,安卓bili服,SR
18548699,斯卡哈,f*****,ios服,SSR
18548700,安妮·伯妮＆玛莉·瑞德,事*****,安卓bili服,SR
18548701,兰斯洛特,J*****,ios服,SR
18548702,卫宫,l*****,安卓bili服,SR
18548703,阿塔兰忒,n*****,ios服,SR
18548704,玛尔达,戴*****,安卓bili服,SR
18548705,芬恩·麦克库尔,佐*****,安卓bili服,SR
18548706,玛尔达,f*****,安卓bili服,SR
18548707,斯卡哈,克*****,安卓bili服,SSR
18548708,安妮·伯妮＆玛莉·瑞德,塔*****,安卓bili服,SR
18548709,迦尔纳,d*****,安卓bili服,SSR
18548710,尼古拉·特斯拉,d*****,安卓bili服,SSR
18548711,开膛手杰克,d*****,安卓bili服,SSR
18548712,斯卡哈,焱*****,安卓bili服,SSR
18548713,弗兰肯斯坦,F*****,安卓bili服,SR
18548714,斯卡哈,n*****,安卓bili服,SSR
18548715,玉藻前,f*****,安卓bili服,SSR
18548716,卫宫〔Assassin〕,d*****,ios服,SR
18548717,海伦娜·布拉瓦茨基,许*****,安卓bili服,SR
18548718,玉藻猫,迷*****,安卓bili服,SR
18548719,芬恩·麦克库尔,挂*****,安卓bili服,SR
18548720,阿塔兰忒,萨*****,安卓bili服,SR
18548721,卫宫〔Assassin〕,q*****,安卓bili服,SR
18548722,阿斯托尔福,佐*****,安卓bili服,SR
18548723,罗摩,a*****,安卓bili服,SR
