id,info,rname,sname,star
16295748,罗摩,1*****,ios服,SR
16295749,李书文,郝*****,安卓bili服,SR
16295750,阿尔托莉雅·潘德拉贡〔Alter〕,m*****,安卓bili服,SR
16295751,阿斯托尔福,z*****,安卓bili服,SR
16295752,李书文,1*****,ios服,SR
16295753,阿斯托尔福,籽*****,安卓bili服,SR
16295754,玄奘三藏,M*****,安卓bili服,SSR
16295755,齐格飞,废*****,安卓bili服,SR
16295756,玄奘三藏,4*****,安卓bili服,SSR
16295757,安妮·伯妮＆玛莉·瑞德,Ó*****,安卓bili服,SR
16295758,骑士迪昂,第*****,安卓bili服,SR
16295759,李书文,8*****,安卓bili服,SR
16295760,贞德,K*****,ios服,SSR
16295761,李书文,Z*****,安卓bili服,SR
16295762,李书文,1*****,ios服,SR
16295763,贞德,抠*****,安卓bili服,SSR
16295764,卡米拉,默*****,ios服,SR
16295765,阿周那,突*****,安卓bili服,SSR
16295766,俄里翁,1*****,安卓bili服,SSR
16295767,兰斯洛特,7*****,安卓bili服,SR
16295768,骑士迪昂,语*****,安卓bili服,SR
16295769,卫宫,p*****,安卓bili服,SR
16295770,玄奘三藏,有*****,安卓bili服,SSR
16295771,李书文,j*****,安卓bili服,SR
16295772,弗拉德三世,y*****,安卓bili服,SSR
16295773,赫拉克勒斯,育*****,ios服,SR
16295774,卡米拉,P*****,ios服,SR
16295775,玉藻前,N*****,安卓bili服,SSR
16295776,李书文,祁*****,安卓bili服,SR
16295777,李书文,8*****,安卓bili服,SR
16295778,卫宫〔Assassin〕,呆*****,安卓联运服,SR
