id,info,rname,sname,star
14780704,诸葛孔明〔埃尔梅罗Ⅱ世〕,7*****,ios服,SSR
14780705,卫宫,萌*****,安卓联运服,SR
14780706,赫拉克勒斯,萌*****,安卓联运服,SR
14780707,斯忒诺,r*****,安卓bili服,SR
14780708,李书文,v*****,安卓bili服,SR
14780709,玄奘三藏,v*****,安卓bili服,SSR
14780710,贞德,n*****,ios服,SSR
14780711,赫拉克勒斯,w*****,安卓bili服,SR
14780712,李书文,敬*****,安卓bili服,SR
14780713,罗摩,1*****,安卓bili服,SR
14780714,贝奥武夫,1*****,安卓bili服,SR
14780715,卫宫,S*****,安卓bili服,SR
14780716,阿尔托莉雅·潘德拉贡,5*****,安卓bili服,SSR
14780717,卫宫,非*****,安卓bili服,SR
14780718,玛尔达,r*****,安卓bili服,SR
14780719,玛丽·安托瓦内特,r*****,安卓bili服,SR
14780720,卫宫,f*****,安卓bili服,SR
14780721,卡米拉,f*****,安卓bili服,SR
14780722,李书文,多*****,安卓bili服,SR
14780723,卡米拉,m*****,安卓bili服,SR
14780724,阿尔托莉雅·潘德拉贡,c*****,ios服,SSR
14780725,李书文,l*****,安卓bili服,SR
14780726,阿尔托莉雅·潘德拉贡,花*****,ios服,SSR
14780727,阿尔托莉雅·潘德拉贡,F*****,ios服,SSR
14780728,玛尔达,夜*****,安卓bili服,SR
14780729,芬恩·麦克库尔,非*****,ios服,SR
14780730,贞德,乐*****,安卓bili服,SSR
14780731,李书文,0*****,安卓bili服,SR
14780732,玛尔达,h*****,安卓bili服,SR
14780733,伊丽莎白·巴托里,h*****,安卓bili服,SR
14780734,阿尔托莉雅·潘德拉贡〔Alter〕,b*****,安卓bili服,SR
14780735,玄奘三藏,r*****,安卓bili服,SSR
14780736,李书文,9*****,ios服,SR
14780737,伊丽莎白·巴托里,i*****,安卓bili服,SR
14780738,玛丽·安托瓦内特,挺*****,安卓bili服,SR
14780739,李书文,d*****,安卓bili服,SR
14780740,玛丽·安托瓦内特,楓*****,安卓联运服,SR
14780741,玄奘三藏,z*****,安卓bili服,SSR
14780742,玉藻猫,6*****,安卓bili服,SR
14780743,阿周那,p*****,安卓bili服,SSR
14780744,贞德,t*****,安卓bili服,SSR
14780745,玄奘三藏,k*****,安卓bili服,SSR
14780746,李书文,k*****,安卓bili服,SR
14780747,玛丽·安托瓦内特,n*****,安卓bili服,SR
14780748,玛尔达,n*****,安卓bili服,SR
14780749,李书文,c*****,安卓bili服,SR
14780750,卫宫,h*****,安卓bili服,SR
14780751,赫拉克勒斯,6*****,ios服,SR
14780752,李书文,枪*****,ios服,SR
14780753,李书文,c*****,安卓bili服,SR
14780754,玛丽·安托瓦内特,n*****,安卓bili服,SR
14780755,骑士迪昂,q*****,安卓bili服,SR
14780756,齐格飞,q*****,安卓bili服,SR
14780757,托马斯·爱迪生,g*****,安卓bili服,SR
14780758,贝奥武夫,g*****,安卓bili服,SR
14780759,玉藻猫,6*****,ios服,SR
14780760,兰斯洛特,b*****,安卓联运服,SR
14780761,弗朗西斯·德雷克,b*****,安卓联运服,SSR
14780762,赫拉克勒斯,命*****,安卓bili服,SR
14780763,安妮·伯妮＆玛莉·瑞德,6*****,安卓bili服,SR
14780764,弗兰肯斯坦,凯*****,安卓bili服,SR
14780765,诸葛孔明〔埃尔梅罗Ⅱ世〕,Q*****,ios服,SSR
14780766,玛尔达,3*****,安卓bili服,SR
14780767,伊丽莎白·巴托里,坐*****,安卓bili服,SR
14780768,南丁格尔,u*****,安卓bili服,SSR
14780769,芬恩·麦克库尔,1*****,安卓bili服,SR
14780770,玄奘三藏,唯*****,安卓bili服,SSR
14780771,阿蒂拉,唯*****,安卓bili服,SSR
14780772,李书文,j*****,安卓联运服,SR
14780773,阿周那,5*****,安卓bili服,SSR
14780774,李书文,h*****,ios服,SR
14780775,卡米拉,v*****,安卓bili服,SR
14780776,卡米拉,v*****,安卓bili服,SR
14780777,童谣,c*****,安卓bili服,SR
14780778,玉藻猫,g*****,安卓bili服,SR
14780779,玄奘三藏,5*****,安卓bili服,SSR
14780780,阿斯托尔福,j*****,安卓bili服,SR
14780781,南丁格尔,j*****,安卓bili服,SSR
14780782,阿尔托莉雅·潘德拉贡〔Alter〕,j*****,安卓bili服,SR
14780783,玛丽·安托瓦内特,l*****,安卓bili服,SR
14780784,卫宫,i*****,安卓bili服,SR
14780785,伊丽莎白·巴托里,七*****,安卓bili服,SR
14780786,李书文,访*****,安卓bili服,SR
14780787,骑士迪昂,f*****,安卓bili服,SR
14780788,卡米拉,a*****,安卓bili服,SR
14780789,玄奘三藏,a*****,安卓bili服,SSR
14780790,玛尔达,8*****,安卓bili服,SR
14780791,开膛手杰克,大*****,安卓bili服,SSR
14780792,玄奘三藏,e*****,安卓bili服,SSR
14780793,骑士迪昂,d*****,安卓bili服,SR
14780794,玛丽·安托瓦内特,y*****,安卓bili服,SR
14780795,卡米拉,y*****,安卓bili服,SR
14780796,玛丽·安托瓦内特,睡*****,安卓bili服,SR
14780797,伊丽莎白·巴托里,睡*****,安卓bili服,SR
14780798,斯忒诺,睡*****,安卓bili服,SR
14780799,李书文,d*****,安卓bili服,SR
14780800,玛尔达,v*****,安卓bili服,SR
14780801,赫拉克勒斯,3*****,安卓bili服,SR
14780802,伊丽莎白·巴托里,u*****,安卓bili服,SR
14780803,玛尔达,c*****,安卓bili服,SR
