id,info,rname,sname,star
14201924,卫宫〔Assassin〕,8*****,ios服,SR
14201925,贞德,s*****,安卓bili服,SSR
14201926,阿蒂拉,r*****,安卓bili服,SSR
14201927,李书文,奥*****,安卓bili服,SR
14201928,李书文,n*****,安卓bili服,SR
14201929,伊丽莎白·巴托里,c*****,安卓bili服,SR
14201930,李书文,华*****,ios服,SR
14201931,玄奘三藏,时*****,安卓bili服,SSR
14201932,李书文,s*****,安卓bili服,SR
14201933,李书文,璐*****,ios服,SR
14201934,李书文,1*****,安卓bili服,SR
14201935,海伦娜·布拉瓦茨基,啊*****,安卓bili服,SR
14201936,玄奘三藏,j*****,安卓bili服,SSR
14201937,赫拉克勒斯,孙*****,ios服,SR
14201938,贝奥武夫,孙*****,ios服,SR
14201939,李书文,m*****,安卓bili服,SR
14201940,玄奘三藏,★*****,安卓联运服,SSR
14201941,贝奥武夫,軟*****,安卓bili服,SR
14201942,玄奘三藏,1*****,安卓bili服,SSR
14201943,贝奥武夫,我*****,安卓bili服,SR
14201944,阿斯托尔福,我*****,安卓bili服,SR
14201945,阿塔兰忒,s*****,安卓bili服,SR
14201946,美狄亚〔Lily〕,斯*****,安卓bili服,SR
14201947,骑士迪昂,d*****,ios服,SR
14201948,李书文,R*****,ios服,SR
14201949,美狄亚〔Lily〕,改*****,安卓bili服,SR
14201950,李书文,1*****,ios服,SR
14201951,玄奘三藏,ア*****,安卓bili服,SSR
14201952,李书文,0*****,ios服,SR
14201953,玛丽·安托瓦内特,p*****,安卓bili服,SR
14201954,弗朗西斯·德雷克,p*****,安卓bili服,SSR
14201955,弗拉德三世,e*****,安卓bili服,SSR
14201956,李书文,e*****,安卓bili服,SR
14201957,俄里翁,1*****,ios服,SSR
14201958,李书文,2*****,安卓bili服,SR
14201959,莫德雷德,1*****,安卓bili服,SSR
14201960,李书文,3*****,安卓bili服,SR
14201961,玄奘三藏,c*****,ios服,SSR
14201962,兰斯洛特,嗯*****,ios服,SR
14201963,齐格飞,d*****,安卓bili服,SR
14201964,海伦娜·布拉瓦茨基,吾*****,安卓bili服,SR
14201965,李书文,m*****,安卓bili服,SR
14201966,玄奘三藏,d*****,ios服,SSR
14201967,兰斯洛特,g*****,ios服,SR
14201968,李书文,s*****,安卓bili服,SR
14201969,玄奘三藏,a*****,安卓bili服,SSR
14201970,玉藻猫,S*****,ios服,SR
14201971,李书文,6*****,ios服,SR
14201972,贝奥武夫,战*****,安卓bili服,SR
14201973,李书文,4*****,ios服,SR
14201974,齐格飞,t*****,ios服,SR
14201975,李书文,S*****,安卓bili服,SR
14201976,李书文,x*****,ios服,SR
14201977,卡米拉,梵*****,安卓联运服,SR
14201978,阿尔托莉雅·潘德拉贡,j*****,安卓bili服,SSR
14201979,童谣,无*****,安卓bili服,SR
14201980,海伦娜·布拉瓦茨基,1*****,安卓bili服,SR
14201981,玄奘三藏,未*****,安卓联运服,SSR
14201982,迦尔纳,a*****,安卓bili服,SSR
14201983,李书文,c*****,安卓bili服,SR
14201984,托马斯·爱迪生,d*****,安卓bili服,SR
14201985,开膛手杰克,b*****,安卓bili服,SSR
14201986,玄奘三藏,d*****,安卓bili服,SSR
14201987,玛丽·安托瓦内特,y*****,安卓bili服,SR
14201988,阿塔兰忒,e*****,ios服,SR
14201989,李书文,9*****,安卓bili服,SR
14201990,伊丽莎白·巴托里,唯*****,ios服,SR
14201991,玄奘三藏,生*****,安卓bili服,SSR
14201992,玄奘三藏,q*****,安卓bili服,SSR
14201993,李书文,1*****,安卓bili服,SR
14201994,李书文,1*****,安卓bili服,SR
14201995,芬恩·麦克库尔,6*****,安卓bili服,SR
14201996,伊丽莎白·巴托里,5*****,安卓bili服,SR
14201997,兰斯洛特,e*****,ios服,SR
14201998,伊丽莎白·巴托里,1*****,安卓bili服,SR
14201999,玛尔达,1*****,安卓bili服,SR
14202000,李书文,黑*****,ios服,SR
14202001,贝奥武夫,0*****,ios服,SR
14202002,李书文,e*****,ios服,SR
14202003,海伦娜·布拉瓦茨基,馥*****,安卓bili服,SR
14202004,齐格飞,尼*****,安卓bili服,SR
14202005,玄奘三藏,f*****,ios服,SSR
14202006,李书文,2*****,安卓bili服,SR
14202007,李书文,2*****,安卓bili服,SR
14202008,玄奘三藏,黑*****,安卓bili服,SSR
14202009,玄奘三藏,黑*****,安卓bili服,SSR
14202010,诸葛孔明〔埃尔梅罗Ⅱ世〕,-*****,安卓bili服,SSR
14202011,贝奥武夫,7*****,ios服,SR
14202012,玄奘三藏,w*****,ios服,SSR
14202013,兰斯洛特,f*****,安卓bili服,SR
14202014,李书文,夜*****,ios服,SR
14202015,李书文,r*****,安卓bili服,SR
14202016,玄奘三藏,r*****,安卓bili服,SSR
14202017,兰斯洛特,h*****,安卓bili服,SR
14202018,李书文,g*****,安卓bili服,SR
14202019,玄奘三藏,小*****,安卓bili服,SSR
14202020,玄奘三藏,木*****,安卓bili服,SSR
14202021,李书文,木*****,安卓bili服,SR
14202022,玛尔达,2*****,ios服,SR
14202023,李书文,7*****,ios服,SR
