id,info,rname,sname,star
10588883,卫宫,汐*****,ios服,SR
10588884,贝奥武夫,4*****,ios服,SR
10588885,齐格飞,s*****,安卓bili服,SR
10588886,兰斯洛特,a*****,ios服,SR
10588887,兰斯洛特,e*****,安卓联运服,SR
10588888,玛丽·安托瓦内特,羽*****,安卓联运服,SR
10588889,酒吞童子,m*****,安卓bili服,SSR
10588890,酒吞童子,1*****,安卓bili服,SSR
10588891,斯忒诺,司*****,安卓bili服,SR
10588892,安妮·伯妮＆玛莉·瑞德,2*****,安卓bili服,SR
10588893,齐格飞,郭*****,安卓bili服,SR
10588894,卫宫〔Assassin〕,金*****,ios服,SR
10588895,酒吞童子,金*****,ios服,SSR
10588896,斯忒诺,p*****,ios服,SR
10588897,阿塔兰忒,妖*****,安卓bili服,SR
10588898,兰斯洛特,妖*****,安卓bili服,SR
10588899,尼禄·克劳狄乌斯,a*****,安卓bili服,SR
10588900,卫宫,念*****,安卓bili服,SR
10588901,阿塔兰忒,千*****,安卓bili服,SR
10588902,玉藻前,e*****,ios服,SSR
10588903,酒吞童子,3*****,ios服,SSR
10588904,贝奥武夫,z*****,安卓bili服,SR
10588905,贝奥武夫,雪*****,ios服,SR
10588906,南丁格尔,a*****,安卓bili服,SSR
10588907,弗朗西斯·德雷克,o*****,安卓bili服,SSR
10588908,卫宫,兔*****,安卓bili服,SR
10588909,南丁格尔,b*****,安卓bili服,SSR
10588910,罗摩,图*****,ios服,SR
10588911,安妮·伯妮＆玛莉·瑞德,夜*****,安卓联运服,SR
10588912,兰斯洛特,9*****,安卓bili服,SR
10588913,玛丽·安托瓦内特,力*****,安卓bili服,SR
