id,info,rname,sname,star
8576851,伊丽莎白·巴托里,k*****,安卓bili服,SR
8576852,玛尔达,g*****,安卓bili服,SR
8576853,玉藻前,贺*****,安卓bili服,SSR
8576854,阿尔托莉雅·潘德拉贡〔Alter〕,8*****,ios服,SR
8576855,李书文,8*****,ios服,SR
8576856,玉藻前,7*****,ios服,SSR
8576857,齐格飞,7*****,ios服,SR
8576858,玛丽·安托瓦内特,曼*****,安卓bili服,SR
8576859,阿周那,t*****,安卓bili服,SSR
8576860,坂田金时,龙*****,ios服,SSR
8576861,玛丽·安托瓦内特,龙*****,ios服,SR
8576862,库·丘林[Alter],裘*****,安卓bili服,SSR
8576863,玉藻猫,B*****,ios服,SR
8576864,伊丽莎白·巴托里,o*****,安卓bili服,SR
8576865,弗兰肯斯坦,9*****,安卓bili服,SR
8576866,卡米拉,0*****,ios服,SR
8576867,赫拉克勒斯,e*****,安卓bili服,SR
8576868,赫拉克勒斯,e*****,安卓bili服,SR
8576869,坂田金时,我*****,安卓bili服,SSR
8576870,坂田金时,4*****,安卓bili服,SSR
8576871,伊丽莎白·巴托里,n*****,安卓bili服,SR
8576872,卡米拉,c*****,安卓bili服,SR
8576873,齐格飞,x*****,安卓bili服,SR
8576874,齐格飞,l*****,安卓bili服,SR
8576875,玛丽·安托瓦内特,l*****,安卓bili服,SR
8576876,阿塔兰忒,U*****,ios服,SR
8576877,美狄亚〔Lily〕,x*****,安卓bili服,SR
8576878,骑士迪昂,x*****,安卓bili服,SR
8576879,玛丽·安托瓦内特,猫*****,安卓bili服,SR
8576880,卫宫〔Assassin〕,一*****,安卓bili服,SR
8576881,卫宫,L*****,ios服,SR
