id,info,rname,sname,star
24660459,尼禄·克劳狄乌斯,1*****,安卓bili服,SR
24660460,弗兰肯斯坦,本*****,安卓bili服,SR
24660461,赫拉克勒斯,木*****,安卓bili服,SR
24660462,卫宫〔Assassin〕,B*****,安卓bili服,SR
24660463,源赖光,B*****,安卓bili服,SSR
24660464,赫拉克勒斯,E*****,安卓bili服,SR
24660465,茨木童子,h*****,安卓bili服,SR
24660466,源赖光,寇*****,ios服,SSR
24660467,俄里翁,金*****,安卓bili服,SSR
24660468,源赖光,s*****,安卓bili服,SSR
24660469,茨木童子,1*****,安卓bili服,SR
24660470,贞德,p*****,安卓bili服,SSR
24660471,卡米拉,犭*****,ios服,SR
24660472,芬恩·麦克库尔,1*****,ios服,SR
24660473,茨木童子,5*****,安卓bili服,SR
24660474,莫德雷德,1*****,ios服,SSR
24660475,茨木童子,你*****,ios服,SR
24660476,源赖光,T*****,ios服,SSR
24660477,茨木童子,y*****,安卓bili服,SR
24660478,卡米拉,も*****,安卓bili服,SR
24660479,莫德雷德,p*****,ios服,SSR
24660480,伊丽莎白·巴托里,b*****,安卓bili服,SR
24660481,源赖光,墨*****,安卓bili服,SSR
24660482,弗兰肯斯坦,深*****,安卓bili服,SR
24660483,茨木童子,我*****,安卓bili服,SR
24660484,齐格飞,百*****,安卓联运服,SR
24660485,阿塔兰忒,y*****,ios服,SR
24660486,源赖光,你*****,ios服,SSR
24660487,茨木童子,a*****,ios服,SR
24660488,弗兰肯斯坦,s*****,ios服,SR
24660489,源赖光,藤*****,安卓bili服,SSR
