id,info,rname,sname,star
6885699,阿斯托尔福,3*****,安卓bili服,SR
6885700,玉藻猫,p*****,安卓bili服,SR
6885701,诸葛孔明〔埃尔梅罗Ⅱ世〕,w*****,ios服,SSR
6885702,库·丘林[Alter],r*****,安卓bili服,SSR
6885703,托马斯·爱迪生,松*****,安卓bili服,SR
6885704,库·丘林[Alter],良*****,安卓bili服,SSR
6885705,托马斯·爱迪生,o*****,ios服,SR
6885706,托马斯·爱迪生,b*****,安卓bili服,SR
6885707,库·丘林[Alter],b*****,安卓bili服,SSR
6885708,罗摩,Q*****,ios服,SR
6885709,兰斯洛特,U*****,ios服,SR
6885710,库·丘林[Alter],N*****,ios服,SSR
6885711,俄里翁,3*****,安卓bili服,SSR
6885712,齐格飞,s*****,安卓bili服,SR
6885713,赫拉克勒斯,p*****,安卓bili服,SR
6885714,托马斯·爱迪生,艾*****,安卓bili服,SR
6885715,俄里翁,b*****,安卓bili服,SSR
6885716,托马斯·爱迪生,m*****,安卓bili服,SR
6885717,托马斯·爱迪生,m*****,安卓bili服,SR
6885718,托马斯·爱迪生,羊*****,安卓bili服,SR
6885719,卫宫〔Assassin〕,n*****,安卓bili服,SR
6885720,托马斯·爱迪生,t*****,安卓bili服,SR
6885721,赫拉克勒斯,n*****,安卓bili服,SR
6885722,托马斯·爱迪生,1*****,ios服,SR
6885723,库·丘林[Alter],诸*****,安卓bili服,SSR
6885724,玛尔达,t*****,安卓bili服,SR
6885725,斯忒诺,t*****,安卓bili服,SR
6885726,玛丽·安托瓦内特,l*****,安卓bili服,SR
6885727,开膛手杰克,K*****,安卓bili服,SSR
6885728,玛丽·安托瓦内特,施*****,安卓bili服,SR
6885729,伊丽莎白·巴托里,s*****,安卓bili服,SR
