id,info,rname,sname,star
11921868,芬恩·麦克库尔,良*****,安卓bili服,SR
11921869,海伦娜·布拉瓦茨基,商*****,安卓bili服,SR
11921870,罗摩,v*****,安卓bili服,SR
11921871,尼古拉·特斯拉,皇*****,安卓bili服,SSR
11921872,兰斯洛特,d*****,ios服,SR
11921873,安妮·伯妮＆玛莉·瑞德,4*****,安卓bili服,SR
11921874,安妮·伯妮＆玛莉·瑞德,4*****,ios服,SR
11921875,兰斯洛特,6*****,安卓bili服,SR
11921876,齐格飞,黑*****,安卓bili服,SR
11921877,贝奥武夫,z*****,ios服,SR
11921878,弗朗西斯·德雷克,6*****,ios服,SSR
11921879,卫宫,柒*****,安卓联运服,SR
11921880,玛尔达,9*****,安卓bili服,SR
11921881,酒吞童子,y*****,安卓bili服,SSR
11921882,卡米拉,i*****,安卓bili服,SR
11921883,酒吞童子,自*****,安卓bili服,SSR
11921884,罗摩,美*****,安卓bili服,SR
11921885,兰斯洛特,b*****,安卓bili服,SR
11921886,酒吞童子,忆*****,安卓bili服,SSR
11921887,玛丽·安托瓦内特,蕾*****,安卓联运服,SR
11921888,兰斯洛特,萝*****,安卓bili服,SR
11921889,骑士迪昂,c*****,安卓bili服,SR
11921890,玛尔达,-*****,安卓bili服,SR
11921891,玛丽·安托瓦内特,o*****,安卓bili服,SR
11921892,玛尔达,7*****,安卓bili服,SR
11921893,酒吞童子,我*****,ios服,SSR
11921894,玛尔达,r*****,安卓bili服,SR
11921895,玛尔达,1*****,安卓bili服,SR
11921896,齐格飞,n*****,安卓bili服,SR
11921897,阿塔兰忒,k*****,安卓bili服,SR
11921898,卫宫,T*****,ios服,SR
