id,info,rname,sname,star
11132844,安妮·伯妮＆玛莉·瑞德,八*****,安卓bili服,SR
11132845,酒吞童子,0*****,安卓bili服,SSR
11132846,酒吞童子,e*****,ios服,SSR
11132847,玛尔达,e*****,ios服,SR
11132848,玛丽·安托瓦内特,凉*****,安卓联运服,SR
11132849,斯忒诺,马*****,安卓bili服,SR
11132850,罗摩,明*****,安卓bili服,SR
11132851,弗兰肯斯坦,u*****,安卓bili服,SR
11132852,玛尔达,i*****,安卓bili服,SR
11132853,弗兰肯斯坦,4*****,ios服,SR
11132854,玛丽·安托瓦内特,4*****,ios服,SR
11132855,玉藻猫,Z*****,ios服,SR
11132856,卡米拉,o*****,安卓bili服,SR
11132857,童谣,o*****,安卓bili服,SR
11132858,酒吞童子,赟*****,ios服,SSR
11132859,骑士迪昂,n*****,安卓bili服,SR
11132860,玛尔达,g*****,安卓bili服,SR
11132861,阿塔兰忒,9*****,安卓bili服,SR
11132862,玛尔达,辜*****,ios服,SR
11132863,弗朗西斯·德雷克,辜*****,ios服,SSR
11132864,酒吞童子,浮*****,安卓bili服,SSR
11132865,卫宫,f*****,安卓bili服,SR
11132866,贝奥武夫,玖*****,安卓bili服,SR
11132867,卡米拉,博*****,ios服,SR
11132868,俄里翁,乐*****,ios服,SSR
11132869,玛尔达,9*****,安卓bili服,SR
11132870,酒吞童子,r*****,安卓bili服,SSR
11132871,酒吞童子,g*****,安卓bili服,SSR
11132872,卡米拉,p*****,安卓bili服,SR
11132873,玛丽·安托瓦内特,p*****,安卓bili服,SR
11132874,托马斯·爱迪生,7*****,ios服,SR
