id,info,rname,sname,star
28807480,骑士迪昂,5*****,安卓bili服,SR
28807481,俄里翁,欧*****,ios服,SSR
28807482,玛丽·安托瓦内特,X*****,安卓bili服,SR
28807483,卡米拉,X*****,安卓bili服,SR
28807484,玉藻前,洛*****,ios服,SSR
28807485,贝奥武夫,o*****,ios服,SR
28807486,卫宫,m*****,安卓联运服,SR
28807487,美狄亚〔Lily〕,a*****,安卓bili服,SR
28807488,阿斯托尔福,G*****,ios服,SR
28807489,玉藻前,罗*****,ios服,SSR
28807490,赫拉克勒斯,s*****,ios服,SR
28807491,伊丽莎白·巴托里,8*****,ios服,SR
28807492,玉藻猫,雨*****,安卓bili服,SR
28807493,伊丽莎白·巴托里,懒*****,ios服,SR
28807494,罗摩,懒*****,ios服,SR
28807495,骑士迪昂,懒*****,ios服,SR
28807496,弗拉德三世,朝*****,安卓bili服,SSR
28807497,斯忒诺,鴻*****,安卓bili服,SR
28807498,阿斯托尔福,饭*****,安卓联运服,SR
28807499,赫拉克勒斯,2*****,安卓bili服,SR
28807500,罗摩,z*****,安卓bili服,SR
28807501,玛尔达,激*****,ios服,SR
28807502,卡米拉,激*****,ios服,SR
28807503,卫宫〔Assassin〕,激*****,ios服,SR
28807504,尼禄·克劳狄乌斯,a*****,安卓bili服,SR
28807505,齐格飞,x*****,安卓bili服,SR
28807506,诸葛孔明〔埃尔梅罗Ⅱ世〕,这*****,安卓联运服,SSR
28807507,卫宫〔Assassin〕,r*****,安卓bili服,SR
28807508,伊丽莎白·巴托里,1*****,安卓bili服,SR
28807509,南丁格尔,T*****,ios服,SSR
28807510,伊丽莎白·巴托里,4*****,ios服,SR
