id,info,rname,sname,star
15162004,李书文,五*****,安卓bili服,SR
15162005,李书文,1*****,ios服,SR
15162006,卫宫,t*****,安卓bili服,SR
15162007,罗摩,3*****,ios服,SR
15162008,骑士迪昂,f*****,安卓bili服,SR
15162009,赫拉克勒斯,f*****,安卓bili服,SR
15162010,玉藻猫, *****,ios服,SR
15162011,李书文,海*****,安卓bili服,SR
15162012,李书文,海*****,安卓bili服,SR
15162013,弗兰肯斯坦,e*****,ios服,SR
15162014,阿塔兰忒,a*****,安卓bili服,SR
15162015,李书文,路*****,安卓bili服,SR
15162016,童谣,迎*****,安卓bili服,SR
15162017,伊丽莎白·巴托里,h*****,安卓bili服,SR
15162018,卡米拉,e*****,安卓bili服,SR
15162019,李书文,9*****,安卓bili服,SR
15162020,海伦娜·布拉瓦茨基,卡*****,安卓bili服,SR
15162021,俄里翁,r*****,安卓bili服,SSR
15162022,玉藻猫,花*****,安卓bili服,SR
15162023,弗朗西斯·德雷克,n*****,安卓bili服,SSR
15162024,李书文,莲*****,安卓bili服,SR
15162025,李书文,0*****,ios服,SR
15162026,阿塔兰忒,无*****,安卓bili服,SR
15162027,弗兰肯斯坦,无*****,安卓bili服,SR
15162028,玛丽·安托瓦内特,l*****,安卓联运服,SR
15162029,伊丽莎白·巴托里,E*****,安卓bili服,SR
15162030,斯忒诺,E*****,安卓bili服,SR
15162031,伊丽莎白·巴托里,比*****,安卓bili服,SR
15162032,玄奘三藏,s*****,安卓bili服,SSR
15162033,玉藻猫,阿*****,安卓联运服,SR
15162034,弗朗西斯·德雷克,3*****,安卓bili服,SSR
