id,info,rname,sname,star
9213268,海伦娜·布拉瓦茨基,7*****,安卓bili服,SR
9213269,卫宫〔Assassin〕,大*****,安卓bili服,SR
9213270,阿塔兰忒,i*****,ios服,SR
9213271,阿斯托尔福,f*****,ios服,SR
9213272,阿斯托尔福,j*****,安卓bili服,SR
9213273,斯忒诺,t*****,安卓bili服,SR
9213274,阿塔兰忒,s*****,安卓bili服,SR
9213275,芬恩·麦克库尔,j*****,ios服,SR
9213276,卫宫〔Assassin〕,w*****,安卓bili服,SR
9213277,玉藻猫,l*****,安卓bili服,SR
9213278,玛丽·安托瓦内特,夏*****,ios服,SR
9213279,卫宫,夏*****,ios服,SR
9213280,卫宫,j*****,ios服,SR
9213281,弗兰肯斯坦,臧*****,安卓bili服,SR
9213282,骑士迪昂,换*****,安卓bili服,SR
9213283,骑士迪昂,换*****,安卓bili服,SR
9213284,玉藻猫,n*****,安卓bili服,SR
9213285,兰斯洛特,0*****,ios服,SR
9213286,托马斯·爱迪生,范*****,ios服,SR
9213287,海伦娜·布拉瓦茨基,v*****,安卓bili服,SR
9213288,玉藻猫,b*****,安卓bili服,SR
9213289,齐格飞,U*****,安卓bili服,SR
9213290,海伦娜·布拉瓦茨基,4*****,安卓bili服,SR
9213291,赫拉克勒斯,觉*****,安卓联运服,SR
9213292,坂田金时,乃*****,ios服,SSR
9213293,弗拉德三世,邬*****,ios服,SSR
9213294,阿尔托莉雅·潘德拉贡〔Alter〕,6*****,ios服,SR
9213295,齐格飞,列*****,ios服,SR
9213296,卫宫〔Assassin〕,1*****,ios服,SR
9213297,芬恩·麦克库尔,J*****,ios服,SR
9213298,弗拉德三世,释*****,安卓bili服,SSR
