id,info,rname,sname,star
14386955,玛丽·安托瓦内特,d*****,安卓bili服,SR
14386956,骑士迪昂,d*****,安卓bili服,SR
14386957,玄奘三藏,b*****,ios服,SSR
14386958,赫拉克勒斯,f*****,安卓bili服,SR
14386959,阿周那,3*****,安卓bili服,SSR
14386960,李书文,7*****,安卓bili服,SR
14386961,卫宫,o*****,安卓bili服,SR
14386962,安妮·伯妮＆玛莉·瑞德,五*****,安卓bili服,SR
14386963,卫宫〔Assassin〕,五*****,安卓bili服,SR
14386964,玄奘三藏,l*****,安卓bili服,SSR
14386965,玉藻猫,y*****,安卓bili服,SR
14386966,骑士迪昂,Z*****,ios服,SR
14386967,阿塔兰忒,c*****,安卓bili服,SR
14386968,迦尔纳,2*****,安卓bili服,SSR
14386969,李书文,s*****,ios服,SR
14386970,莫德雷德,s*****,ios服,SSR
14386971,玛尔达,s*****,安卓bili服,SR
14386972,卡米拉,i*****,安卓bili服,SR
14386973,李书文,s*****,安卓bili服,SR
14386974,玄奘三藏,p*****,ios服,SSR
14386975,阿周那,p*****,ios服,SSR
14386976,莫德雷德,o*****,安卓bili服,SSR
14386977,李书文,O*****,ios服,SR
14386978,李书文,十*****,ios服,SR
14386979,童谣,夜*****,安卓bili服,SR
14386980,齐格飞,z*****,安卓bili服,SR
14386981,玉藻猫,m*****,安卓bili服,SR
14386982,伊丽莎白·巴托里,q*****,安卓bili服,SR
14386983,李书文,5*****,安卓bili服,SR
14386984,齐格飞,n*****,安卓bili服,SR
14386985,贝奥武夫,能*****,安卓bili服,SR
