id,info,rname,sname,star
26742205,骑士迪昂,1*****,安卓bili服,SR
26742206,卡米拉,b*****,安卓bili服,SR
26742207,齐格飞,1*****,安卓bili服,SR
26742208,骑士迪昂,1*****,安卓bili服,SR
26742209,玛尔达,1*****,安卓bili服,SR
26742210,骑士迪昂,1*****,安卓bili服,SR
26742211,齐格飞,1*****,安卓bili服,SR
26742212,玛丽·安托瓦内特,1*****,安卓bili服,SR
26742213,卡米拉,1*****,安卓bili服,SR
26742214,骑士迪昂,1*****,安卓bili服,SR
26742215,源赖光,W*****,ios服,SSR
26742216,玉藻猫,1*****,安卓bili服,SR
26742217,骑士迪昂,1*****,安卓bili服,SR
26742218,玛尔达,1*****,安卓bili服,SR
26742219,赫拉克勒斯,1*****,安卓bili服,SR
26742220,玛尔达,1*****,安卓bili服,SR
26742221,卫宫,1*****,安卓bili服,SR
26742222,玛尔达,1*****,安卓bili服,SR
26742223,阿塔兰忒,惊*****,安卓bili服,SR
26742224,斯忒诺,y*****,ios服,SR
26742225,伊丽莎白·巴托里,1*****,安卓bili服,SR
26742226,赫拉克勒斯,1*****,安卓bili服,SR
26742227,骑士迪昂,1*****,安卓bili服,SR
26742228,卫宫,1*****,安卓bili服,SR
26742229,斯忒诺,1*****,安卓bili服,SR
26742230,源赖光,钦*****,安卓bili服,SSR
26742231,斯忒诺,1*****,安卓bili服,SR
26742232,伊丽莎白·巴托里,1*****,安卓bili服,SR
26742233,玛尔达,1*****,安卓bili服,SR
26742234,赫拉克勒斯,1*****,安卓bili服,SR
26742235,卡米拉,q*****,ios服,SR
