id,info,rname,sname,star
12248390,伊丽莎白·巴托里,m*****,安卓bili服,SR
12248391,伊丽莎白·巴托里,f*****,安卓联运服,SR
12248392,安妮·伯妮＆玛莉·瑞德,之*****,安卓bili服,SR
12248393,玛尔达,a*****,安卓bili服,SR
12248394,玛丽·安托瓦内特,o*****,安卓bili服,SR
12248395,玛尔达,c*****,安卓bili服,SR
12248396,阿斯托尔福,商*****,安卓bili服,SR
12248397,酒吞童子,北*****,安卓bili服,SSR
12248398,罗摩,1*****,安卓bili服,SR
12248399,伊丽莎白·巴托里,s*****,安卓bili服,SR
12248400,玛尔达,e*****,安卓bili服,SR
12248401,卫宫,e*****,安卓bili服,SR
12248402,酒吞童子,河*****,ios服,SSR
12248403,玛丽·安托瓦内特,风*****,ios服,SR
12248404,玛丽·安托瓦内特,l*****,安卓bili服,SR
12248405,贞德,纪*****,安卓bili服,SSR
12248406,赫拉克勒斯,ゲ*****,安卓联运服,SR
12248407,玛丽·安托瓦内特,ゲ*****,安卓联运服,SR
12248408,酒吞童子,S*****,安卓bili服,SSR
12248409,骑士迪昂,我*****,安卓bili服,SR
12248410,卡米拉,o*****,安卓bili服,SR
12248411,赫拉克勒斯,e*****,安卓bili服,SR
12248412,骑士迪昂,e*****,安卓bili服,SR
12248413,安妮·伯妮＆玛莉·瑞德,初*****,ios服,SR
12248414,齐格飞,躺*****,安卓bili服,SR
12248415,弗兰肯斯坦,躺*****,安卓bili服,SR
12248416,玉藻猫,躺*****,安卓bili服,SR
12248417,伊丽莎白·巴托里,k*****,安卓bili服,SR
12248418,齐格飞,w*****,安卓bili服,SR
12248419,罗摩,a*****,安卓bili服,SR
12248420,齐格飞,7*****,ios服,SR
