id,info,rname,sname,star
24996502,库·丘林[Alter],a*****,ios服,SSR
24996503,弗拉德三世,a*****,ios服,SSR
24996504,茨木童子,田*****,安卓bili服,SR
24996505,卫宫〔Assassin〕,r*****,安卓bili服,SR
24996506,罗摩,r*****,安卓bili服,SR
24996507,茨木童子,柠*****,ios服,SR
24996508,源赖光,当*****,ios服,SSR
24996509,俄里翁,3*****,安卓bili服,SSR
24996510,源赖光,哈*****,安卓bili服,SSR
24996511,源赖光,b*****,ios服,SSR
24996512,骑士迪昂,6*****,安卓bili服,SR
24996513,海伦娜·布拉瓦茨基,d*****,ios服,SR
24996514,芬恩·麦克库尔,d*****,ios服,SR
24996515,茨木童子,远*****,安卓bili服,SR
24996516,茨木童子,2*****,ios服,SR
24996517,茨木童子,黥*****,安卓bili服,SR
24996518,玛尔达,D*****,ios服,SR
24996519,骑士迪昂,c*****,安卓联运服,SR
24996520,骑士迪昂,零*****,安卓bili服,SR
24996521,阿尔托莉雅·潘德拉贡,灵*****,安卓bili服,SSR
24996522,卫宫〔Assassin〕,h*****,安卓bili服,SR
24996523,齐格飞,启*****,安卓bili服,SR
24996524,茨木童子,6*****,ios服,SR
24996525,茨木童子,d*****,安卓bili服,SR
24996526,茨木童子,極*****,ios服,SR
24996527,茨木童子,纸*****,安卓bili服,SR
24996528,源赖光,纸*****,安卓bili服,SSR
24996529,莫德雷德,后*****,ios服,SSR
24996530,尼禄·克劳狄乌斯,6*****,安卓bili服,SR
24996531,阿周那,p*****,安卓bili服,SSR
24996532,源赖光,络*****,安卓bili服,SSR
24996533,阿尔托莉雅·潘德拉贡,连*****,ios服,SSR
24996534,源赖光,J*****,安卓bili服,SSR
24996535,茨木童子,f*****,ios服,SR
24996536,源赖光,f*****,ios服,SSR
24996537,赫拉克勒斯,h*****,安卓bili服,SR
24996538,伊丽莎白·巴托里,u*****,安卓bili服,SR
24996539,茨木童子,泽*****,ios服,SR
24996540,茨木童子,中*****,安卓bili服,SR
24996541,赫拉克勒斯,N*****,ios服,SR
24996542,玉藻前,f*****,安卓bili服,SSR
24996543,阿尔托莉雅·潘德拉贡〔Alter〕,3*****,ios服,SR
24996544,茨木童子,z*****,安卓bili服,SR
24996545,茨木童子,e*****,ios服,SR
24996546,芬恩·麦克库尔,申*****,安卓bili服,SR
24996547,源赖光,6*****,ios服,SSR
24996548,芬恩·麦克库尔,a*****,安卓bili服,SR
24996549,茨木童子,n*****,安卓bili服,SR
24996550,玉藻猫,P*****,ios服,SR
24996551,茨木童子,P*****,ios服,SR
24996552,茨木童子,五*****,安卓bili服,SR
24996553,源赖光,D*****,安卓bili服,SSR
24996554,源赖光,唤*****,ios服,SSR
24996555,芬恩·麦克库尔,十*****,安卓bili服,SR
24996556,茨木童子,十*****,安卓bili服,SR
24996557,玛尔达,h*****,安卓bili服,SR
24996558,托马斯·爱迪生,阿*****,安卓bili服,SR
24996559,茨木童子,战*****,ios服,SR
24996560,玉藻猫,君*****,安卓联运服,SR
24996561,卡米拉,君*****,安卓联运服,SR
24996562,阿蒂拉,消*****,ios服,SSR
24996563,弗兰肯斯坦,8*****,安卓bili服,SR
24996564,源赖光,8*****,安卓bili服,SSR
24996565,齐格飞,3*****,安卓bili服,SR
24996566,茨木童子,6*****,ios服,SR
24996567,骑士迪昂,a*****,ios服,SR
24996568,茨木童子,如*****,安卓bili服,SR
24996569,兰斯洛特,桜*****,ios服,SR
24996570,卫宫,0*****,ios服,SR
24996571,贝奥武夫,夢*****,安卓bili服,SR
24996572,茨木童子,c*****,ios服,SR
24996573,尼古拉·特斯拉,0*****,ios服,SSR
24996574,源赖光,萌*****,安卓联运服,SSR
24996575,女王梅芙,5*****,ios服,SSR
24996576,玉藻猫,t*****,安卓bili服,SR
24996577,茨木童子,土*****,安卓bili服,SR
24996578,贝奥武夫,土*****,安卓bili服,SR
24996579,兰斯洛特,土*****,安卓bili服,SR
24996580,茨木童子,殴*****,安卓bili服,SR
24996581,茨木童子,殴*****,安卓bili服,SR
24996582,兰斯洛特,督*****,安卓bili服,SR
24996583,茨木童子,i*****,安卓bili服,SR
24996584,源赖光,颢*****,ios服,SSR
24996585,源赖光,e*****,安卓bili服,SSR
24996586,斯忒诺,小*****,ios服,SR
24996587,卫宫〔Assassin〕,n*****,ios服,SR
24996588,海伦娜·布拉瓦茨基,5*****,安卓bili服,SR
24996589,阿尔托莉雅·潘德拉贡,5*****,安卓bili服,SSR
24996590,玉藻前,高*****,ios服,SSR
24996591,源赖光,大*****,安卓bili服,SSR
24996592,玛丽·安托瓦内特,狂*****,安卓bili服,SR
24996593,骑士迪昂,王*****,安卓bili服,SR
24996594,玛尔达,郭*****,ios服,SR
24996595,源赖光,冰*****,安卓bili服,SSR
24996596,阿尔托莉雅·潘德拉贡,p*****,安卓bili服,SSR
24996597,骑士迪昂,p*****,ios服,SR
24996598,斯忒诺,p*****,安卓bili服,SR
24996599,伊丽莎白·巴托里,摸*****,ios服,SR
24996600,卫宫〔Assassin〕,c*****,ios服,SR
24996601,斯忒诺,c*****,ios服,SR
