id,info,rname,sname,star
14374333,齐格飞,w*****,安卓bili服,SR
14374334,伊丽莎白·巴托里,7*****,安卓bili服,SR
14374335,齐格飞,7*****,安卓bili服,SR
14374336,玛尔达,s*****,安卓bili服,SR
14374337,伊丽莎白·巴托里,0*****,安卓bili服,SR
14374338,赫拉克勒斯,m*****,安卓bili服,SR
14374339,卡米拉,s*****,安卓bili服,SR
14374340,玉藻猫,s*****,安卓bili服,SR
14374341,赫拉克勒斯,s*****,安卓bili服,SR
14374342,斯忒诺,3*****,安卓bili服,SR
14374343,玛尔达,q*****,安卓bili服,SR
14374344,玛尔达,s*****,安卓bili服,SR
14374345,玉藻猫,s*****,安卓bili服,SR
14374346,伊丽莎白·巴托里,6*****,安卓bili服,SR
14374347,齐格飞,8*****,安卓bili服,SR
14374348,卫宫,m*****,安卓bili服,SR
14374349,伊丽莎白·巴托里,q*****,安卓bili服,SR
14374350,玛尔达,8*****,安卓bili服,SR
14374351,斯忒诺,r*****,安卓bili服,SR
14374352,玛丽·安托瓦内特,t*****,安卓bili服,SR
14374353,玛尔达,v*****,安卓bili服,SR
14374354,赫拉克勒斯,w*****,安卓bili服,SR
14374355,斯忒诺,s*****,安卓bili服,SR
14374356,玉藻猫,n*****,安卓bili服,SR
14374357,骑士迪昂,l*****,安卓bili服,SR
14374358,齐格飞,7*****,安卓bili服,SR
14374359,伊丽莎白·巴托里,q*****,安卓bili服,SR
14374360,斯忒诺,1*****,安卓bili服,SR
14374361,卫宫,7*****,安卓bili服,SR
14374362,卫宫,7*****,安卓bili服,SR
14374363,赫拉克勒斯,q*****,安卓bili服,SR
