id,info,rname,sname,star
18944994,卡米拉,桜*****,安卓联运服,SR
18944995,阿尔托莉雅·潘德拉贡,s*****,安卓bili服,SSR
18944996,玛丽·安托瓦内特,6*****,安卓bili服,SR
18944997,赫拉克勒斯,c*****,安卓bili服,SR
18944998,赫拉克勒斯,v*****,安卓bili服,SR
18944999,赫拉克勒斯,y*****,安卓bili服,SR
18945000,斯忒诺,9*****,ios服,SR
18945001,海伦娜·布拉瓦茨基,P*****,ios服,SR
18945002,卫宫,y*****,安卓bili服,SR
18945003,玉藻猫,莱*****,安卓bili服,SR
18945004,芬恩·麦克库尔,Z*****,ios服,SR
18945005,卫宫,r*****,安卓bili服,SR
18945006,安妮·伯妮＆玛莉·瑞德,r*****,安卓bili服,SR
18945007,诸葛孔明〔埃尔梅罗Ⅱ世〕,9*****,安卓bili服,SSR
18945008,童谣,破*****,安卓bili服,SR
18945009,斯卡哈,i*****,安卓bili服,SSR
18945010,玛尔达,e*****,ios服,SR
18945011,玛尔达,o*****,安卓bili服,SR
18945012,伊丽莎白·巴托里,1*****,ios服,SR
18945013,童谣,4*****,安卓bili服,SR
18945014,弗拉德三世,濑*****,ios服,SSR
18945015,骑士迪昂,曼*****,安卓bili服,SR
18945016,斯卡哈,T*****,ios服,SSR
18945017,卫宫,T*****,ios服,SR
18945018,贝奥武夫,好*****,ios服,SR
18945019,尼禄·克劳狄乌斯,初*****,安卓bili服,SR
18945020,海伦娜·布拉瓦茨基,丨*****,ios服,SR
18945021,尼禄·克劳狄乌斯,g*****,安卓bili服,SR
18945022,卫宫,黑*****,ios服,SR
18945023,安妮·伯妮＆玛莉·瑞德,G*****,安卓bili服,SR
18945024,斯卡哈,湛*****,安卓bili服,SSR
18945025,弗拉德三世,蒲*****,安卓bili服,SSR
18945026,斯卡哈,通*****,安卓bili服,SSR
18945027,斯卡哈,苏*****,安卓bili服,SSR
18945028,齐格飞,姬*****,安卓bili服,SR
18945029,海伦娜·布拉瓦茨基,阴*****,安卓bili服,SR
18945030,玛尔达,端*****,ios服,SR
18945031,玛丽·安托瓦内特,宿*****,安卓bili服,SR
18945032,骑士迪昂,钰*****,ios服,SR
18945033,安妮·伯妮＆玛莉·瑞德,居*****,安卓bili服,SR
18945034,赫拉克勒斯,祈*****,安卓bili服,SR
18945035,俄里翁,4*****,安卓bili服,SSR
18945036,斯卡哈,梅*****,安卓bili服,SSR
18945037,诸葛孔明〔埃尔梅罗Ⅱ世〕,包*****,安卓bili服,SSR
18945038,阿斯托尔福,花*****,安卓bili服,SR
18945039,斯卡哈,陆*****,安卓bili服,SSR
18945040,齐格飞,陆*****,安卓bili服,SR
18945041,卫宫〔Assassin〕,景*****,安卓bili服,SR
18945042,安妮·伯妮＆玛莉·瑞德,后*****,安卓bili服,SR
18945043,卡米拉,江*****,安卓bili服,SR
18945044,卫宫〔Assassin〕,惠*****,安卓bili服,SR
18945045,海伦娜·布拉瓦茨基,高*****,安卓bili服,SR
18945046,兰斯洛特,凤*****,安卓bili服,SR
18945047,斯卡哈,穆*****,安卓bili服,SSR
18945048,玛丽·安托瓦内特,c*****,安卓bili服,SR
18945049,玛丽·安托瓦内特,c*****,安卓bili服,SR
18945050,童谣,R*****,ios服,SR
18945051,玛尔达,迷*****,安卓联运服,SR
18945052,玛丽·安托瓦内特,迷*****,安卓联运服,SR
18945053,玉藻猫,F*****,安卓bili服,SR
18945054,阿塔兰忒,r*****,安卓bili服,SR
18945055,伊丽莎白·巴托里,l*****,安卓bili服,SR
18945056,玛丽·安托瓦内特,v*****,安卓bili服,SR
18945057,斯卡哈,鸣*****,安卓bili服,SSR
18945058,卡米拉,N*****,安卓bili服,SR
18945059,卡米拉,N*****,安卓bili服,SR
18945060,骑士迪昂,5*****,ios服,SR
18945061,托马斯·爱迪生,5*****,ios服,SR
18945062,安妮·伯妮＆玛莉·瑞德,1*****,ios服,SR
18945063,安妮·伯妮＆玛莉·瑞德,衡*****,安卓bili服,SR
18945064,卡米拉,衡*****,安卓bili服,SR
18945065,斯卡哈,a*****,ios服,SSR
18945066,斯卡哈,夏*****,安卓bili服,SSR
18945067,卡米拉,7*****,ios服,SR
18945068,玛丽·安托瓦内特,i*****,ios服,SR
18945069,斯卡哈,b*****,安卓bili服,SSR
18945070,阿斯托尔福,ゆ*****,ios服,SR
18945071,斯卡哈,n*****,安卓bili服,SSR
18945072,玛丽·安托瓦内特,a*****,安卓bili服,SR
18945073,斯忒诺,a*****,安卓bili服,SR
18945074,卫宫〔Assassin〕,a*****,安卓bili服,SR
18945075,安妮·伯妮＆玛莉·瑞德,柒*****,安卓bili服,SR
18945076,玉藻猫,e*****,安卓bili服,SR
18945077,卡米拉,葳*****,ios服,SR
18945078,齐格飞,葳*****,ios服,SR
18945079,阿蒂拉,a*****,安卓bili服,SSR
18945080,俄里翁,落*****,ios服,SSR
18945081,贝奥武夫,5*****,ios服,SR
18945082,玛丽·安托瓦内特,f*****,安卓bili服,SR
18945083,阿周那,真*****,安卓bili服,SSR
18945084,骑士迪昂,融*****,安卓bili服,SR
18945085,赫拉克勒斯,汐*****,安卓bili服,SR
18945086,骑士迪昂,尽*****,安卓bili服,SR
18945087,弗朗西斯·德雷克,e*****,安卓bili服,SSR
18945088,斯卡哈,i*****,ios服,SSR
18945089,贝奥武夫,i*****,ios服,SR
18945090,卡米拉,9*****,ios服,SR
18945091,玛丽·安托瓦内特,氪*****,ios服,SR
18945092,伊丽莎白·巴托里,御*****,安卓bili服,SR
18945093,开膛手杰克,b*****,安卓bili服,SSR
