id,info,rname,sname,star
7003524,托马斯·爱迪生,t*****,安卓bili服,SR
7003525,斯忒诺,t*****,安卓bili服,SR
7003526,伊丽莎白·巴托里,a*****,安卓bili服,SR
7003527,玉藻猫,w*****,安卓bili服,SR
7003528,弗兰肯斯坦,t*****,安卓bili服,SR
7003529,玛尔达,e*****,ios服,SR
7003530,库·丘林[Alter],e*****,ios服,SSR
7003531,库·丘林[Alter],b*****,ios服,SSR
7003532,托马斯·爱迪生,公*****,安卓bili服,SR
7003533,托马斯·爱迪生,公*****,安卓bili服,SR
7003534,骑士迪昂,d*****,ios服,SR
7003535,阿周那,f*****,ios服,SSR
7003536,托马斯·爱迪生,l*****,ios服,SR
7003537,齐格飞,I*****,ios服,SR
7003538,骑士迪昂,纸*****,安卓bili服,SR
7003539,卫宫〔Assassin〕,h*****,安卓bili服,SR
7003540,托马斯·爱迪生,B*****,ios服,SR
7003541,兰斯洛特,乱*****,ios服,SR
7003542,童谣,乱*****,ios服,SR
7003543,斯忒诺,万*****,安卓bili服,SR
7003544,阿尔托莉雅·潘德拉贡〔Alter〕,6*****,安卓bili服,SR
7003545,莫德雷德,s*****,安卓bili服,SSR
7003546,卫宫〔Assassin〕,s*****,安卓bili服,SR
7003547,玉藻猫,u*****,安卓bili服,SR
7003548,托马斯·爱迪生,明*****,安卓bili服,SR
7003549,阿塔兰忒,慎*****,安卓bili服,SR
7003550,童谣,u*****,安卓bili服,SR
7003551,斯忒诺,龚*****,ios服,SR
7003552,托马斯·爱迪生,u*****,安卓bili服,SR
7003553,罗摩,山*****,安卓bili服,SR
7003554,芬恩·麦克库尔,单*****,安卓bili服,SR
