id,info,rname,sname,star
25672815,茨木童子,s*****,安卓bili服,SR
25672816,茨木童子,z*****,安卓bili服,SR
25672817,源赖光,n*****,安卓bili服,SSR
25672818,骑士迪昂,b*****,安卓bili服,SR
25672819,茨木童子,喃*****,ios服,SR
25672820,茨木童子,a*****,安卓bili服,SR
25672821,茨木童子,c*****,安卓bili服,SR
25672822,赫拉克勒斯,a*****,安卓bili服,SR
25672823,迦尔纳,o*****,安卓bili服,SSR
25672824,茨木童子,b*****,安卓bili服,SR
25672825,弗拉德三世,k*****,安卓bili服,SSR
25672826,罗摩,c*****,安卓bili服,SR
25672827,茨木童子,z*****,安卓bili服,SR
25672828,源赖光,l*****,安卓bili服,SSR
25672829,童谣,n*****,安卓bili服,SR
25672830,源赖光,e*****,安卓bili服,SSR
25672831,源赖光,v*****,安卓bili服,SSR
25672832,卫宫〔Assassin〕,e*****,ios服,SR
25672833,阿周那,r*****,安卓bili服,SSR
25672834,源赖光,b*****,安卓bili服,SSR
25672835,源赖光,t*****,安卓bili服,SSR
25672836,茨木童子,a*****,安卓bili服,SR
25672837,童谣,f*****,安卓bili服,SR
25672838,源赖光,r*****,安卓bili服,SSR
25672839,茨木童子,空*****,安卓bili服,SR
25672840,卡米拉,i*****,安卓bili服,SR
25672841,源赖光,u*****,安卓bili服,SSR
25672842,玛尔达,孙*****,安卓联运服,SR
25672843,开膛手杰克,立*****,安卓联运服,SSR
25672844,玉藻猫,l*****,安卓bili服,SR
25672845,阿尔托莉雅·潘德拉贡,谯*****,安卓bili服,SSR
25672846,茨木童子,u*****,安卓bili服,SR
25672847,斯忒诺,x*****,安卓bili服,SR
25672848,茨木童子,l*****,安卓bili服,SR
25672849,齐格飞,i*****,安卓bili服,SR
25672850,卡米拉,z*****,安卓bili服,SR
25672851,源赖光,e*****,安卓bili服,SSR
25672852,斯忒诺,c*****,安卓bili服,SR
25672853,尼禄·克劳狄乌斯,空*****,安卓bili服,SR
25672854,茨木童子,t*****,安卓bili服,SR
25672855,源赖光,a*****,安卓bili服,SSR
25672856,茨木童子,h*****,安卓bili服,SR
25672857,斯忒诺,n*****,安卓bili服,SR
25672858,海伦娜·布拉瓦茨基,t*****,安卓bili服,SR
25672859,茨木童子,s*****,安卓bili服,SR
25672860,童谣,e*****,安卓bili服,SR
25672861,阿斯托尔福,f*****,安卓bili服,SR
25672862,齐格飞,j*****,安卓bili服,SR
25672863,茨木童子,j*****,安卓bili服,SR
25672864,源赖光,f*****,安卓bili服,SSR
25672865,阿周那,u*****,安卓bili服,SSR
25672866,茨木童子,b*****,安卓bili服,SR
25672867,弗朗西斯·德雷克,n*****,安卓bili服,SSR
25672868,赫拉克勒斯,阎*****,ios服,SR
25672869,玛丽·安托瓦内特,x*****,安卓bili服,SR
25672870,源赖光,o*****,安卓bili服,SSR
25672871,茨木童子,a*****,安卓bili服,SR
25672872,茨木童子,a*****,安卓bili服,SR
25672873,源赖光,阳*****,安卓bili服,SSR
25672874,源赖光,f*****,安卓bili服,SSR
25672875,源赖光,u*****,ios服,SSR
25672876,源赖光,b*****,安卓bili服,SSR
25672877,斯忒诺,j*****,安卓bili服,SR
25672878,玛尔达,i*****,安卓bili服,SR
25672879,茨木童子,u*****,安卓bili服,SR
25672880,茨木童子,梦*****,安卓bili服,SR
25672881,茨木童子,h*****,安卓bili服,SR
25672882,玛丽·安托瓦内特,p*****,安卓bili服,SR
25672883,源赖光,p*****,安卓bili服,SSR
25672884,源赖光,做*****,安卓bili服,SSR
25672885,茨木童子,m*****,安卓bili服,SR
25672886,茨木童子,i*****,安卓bili服,SR
25672887,安妮·伯妮＆玛莉·瑞德,d*****,安卓bili服,SR
25672888,卫宫〔Assassin〕,u*****,安卓bili服,SR
25672889,茨木童子,b*****,安卓bili服,SR
25672890,茨木童子,i*****,安卓bili服,SR
25672891,齐格飞,o*****,安卓bili服,SR
25672892,茨木童子,d*****,安卓bili服,SR
25672893,玉藻前,x*****,安卓bili服,SSR
25672894,源赖光,u*****,安卓bili服,SSR
25672895,童谣,u*****,安卓bili服,SR
25672896,赫拉克勒斯,u*****,安卓bili服,SR
25672897,骑士迪昂,p*****,安卓bili服,SR
25672898,玛丽·安托瓦内特,o*****,安卓bili服,SR
25672899,源赖光,y*****,安卓bili服,SSR
25672900,安妮·伯妮＆玛莉·瑞德,i*****,安卓bili服,SR
25672901,源赖光,x*****,安卓bili服,SSR
25672902,源赖光,o*****,安卓bili服,SSR
25672903,茨木童子,o*****,安卓bili服,SR
25672904,伊丽莎白·巴托里,8*****,ios服,SR
25672905,芬恩·麦克库尔,z*****,安卓bili服,SR
25672906,罗摩,m*****,安卓bili服,SR
25672907,源赖光,o*****,安卓bili服,SSR
25672908,玛丽·安托瓦内特,i*****,安卓bili服,SR
25672909,伊丽莎白·巴托里,l*****,安卓bili服,SR
25672910,茨木童子,谷*****,安卓bili服,SR
25672911,弗兰肯斯坦,G*****,安卓bili服,SR
25672912,莫德雷德,G*****,安卓bili服,SSR
25672913,童谣,G*****,安卓bili服,SR
25672914,卫宫〔Assassin〕,2*****,安卓bili服,SR
