id,info,rname,sname,star
19724043,斯卡哈,白*****,安卓联运服,SSR
19724044,齐格飞,大*****,ios服,SR
19724045,玛尔达,j*****,ios服,SR
19724046,托马斯·爱迪生,7*****,安卓bili服,SR
19724047,玛丽·安托瓦内特,7*****,安卓bili服,SR
19724048,阿塔兰忒,古*****,安卓bili服,SR
19724049,斯卡哈,l*****,安卓bili服,SSR
19724050,斯卡哈,l*****,安卓bili服,SSR
19724051,斯卡哈,l*****,安卓bili服,SSR
19724052,贝奥武夫,法*****,安卓bili服,SR
19724053,海伦娜·布拉瓦茨基,k*****,安卓bili服,SR
19724054,骑士迪昂,唐*****,安卓bili服,SR
19724055,斯卡哈,没*****,安卓bili服,SSR
19724056,诸葛孔明〔埃尔梅罗Ⅱ世〕,没*****,安卓bili服,SSR
19724057,玛尔达,h*****,安卓bili服,SR
19724058,赫拉克勒斯,归*****,ios服,SR
19724059,斯忒诺,a*****,安卓bili服,SR
19724060,罗摩,孟*****,安卓bili服,SR
19724061,阿斯托尔福,W*****,ios服,SR
19724062,卫宫,洛*****,ios服,SR
19724063,赫拉克勒斯,洛*****,ios服,SR
19724064,斯卡哈,c*****,安卓bili服,SSR
19724065,伊丽莎白·巴托里,c*****,安卓bili服,SR
19724066,斯卡哈,p*****,安卓bili服,SSR
19724067,贝奥武夫,几*****,ios服,SR
19724068,阿塔兰忒,6*****,ios服,SR
19724069,芬恩·麦克库尔,1*****,安卓bili服,SR
19724070,兰斯洛特,5*****,ios服,SR
19724071,斯卡哈,5*****,ios服,SSR
19724072,卫宫,5*****,ios服,SR
19724073,卫宫,初*****,ios服,SR
19724074,安妮·伯妮＆玛莉·瑞德,初*****,ios服,SR
19724075,南丁格尔,今*****,安卓bili服,SSR
19724076,弗兰肯斯坦,今*****,安卓bili服,SR
19724077,弗兰肯斯坦,沙*****,ios服,SR
19724078,斯卡哈,1*****,安卓bili服,SSR
19724079,斯卡哈,K*****,ios服,SSR
19724080,斯卡哈,a*****,安卓bili服,SSR
19724081,安妮·伯妮＆玛莉·瑞德,t*****,安卓bili服,SR
19724082,海伦娜·布拉瓦茨基,王*****,安卓bili服,SR
19724083,阿塔兰忒,1*****,安卓bili服,SR
19724084,芬恩·麦克库尔,9*****,ios服,SR
19724085,斯卡哈,糖*****,安卓bili服,SSR
19724086,开膛手杰克,5*****,ios服,SSR
19724087,弗兰肯斯坦,m*****,ios服,SR
19724088,兰斯洛特,b*****,安卓bili服,SR
19724089,罗摩,b*****,安卓bili服,SR
19724090,阿斯托尔福,6*****,ios服,SR
19724091,斯卡哈,红*****,安卓bili服,SSR
19724092,兰斯洛特,皑*****,安卓bili服,SR
19724093,斯卡哈,咕*****,安卓bili服,SSR
19724094,斯卡哈,d*****,安卓bili服,SSR
19724095,骑士迪昂,卫*****,安卓bili服,SR
19724096,弗兰肯斯坦,痴*****,安卓bili服,SR
19724097,骑士迪昂,痴*****,安卓bili服,SR
19724098,阿斯托尔福,0*****,ios服,SR
19724099,斯卡哈,1*****,ios服,SSR
19724100,骑士迪昂,c*****,安卓bili服,SR
19724101,阿塔兰忒,k*****,安卓联运服,SR
19724102,兰斯洛特,h*****,安卓bili服,SR
19724103,卫宫,h*****,安卓bili服,SR
19724104,阿斯托尔福,晋*****,ios服,SR
19724105,兰斯洛特,l*****,安卓bili服,SR
19724106,阿塔兰忒,空*****,安卓bili服,SR
19724107,安妮·伯妮＆玛莉·瑞德,t*****,安卓bili服,SR
19724108,斯卡哈,h*****,安卓bili服,SSR
19724109,齐格飞,h*****,安卓bili服,SR
19724110,卫宫,1*****,安卓bili服,SR
19724111,斯卡哈,春*****,安卓bili服,SSR
19724112,斯卡哈,b*****,安卓bili服,SSR
19724113,开膛手杰克,K*****,ios服,SSR
19724114,阿斯托尔福,K*****,ios服,SR
19724115,贝奥武夫,e*****,安卓bili服,SR
19724116,弗兰肯斯坦,h*****,ios服,SR
19724117,贝奥武夫,通*****,安卓bili服,SR
19724118,贝奥武夫,9*****,安卓bili服,SR
19724119,安妮·伯妮＆玛莉·瑞德,e*****,安卓bili服,SR
19724120,玛尔达,五*****,安卓bili服,SR
19724121,卡米拉,s*****,安卓bili服,SR
19724122,李书文,n*****,安卓bili服,SR
19724123,安妮·伯妮＆玛莉·瑞德,露*****,ios服,SR
19724124,卫宫,爱*****,安卓bili服,SR
19724125,贞德,古*****,安卓bili服,SSR
19724126,童谣,8*****,安卓bili服,SR
19724127,卫宫〔Assassin〕,8*****,安卓bili服,SR
19724128,阿斯托尔福,R*****,ios服,SR
19724129,弗兰肯斯坦,e*****,安卓bili服,SR
19724130,弗朗西斯·德雷克,痴*****,安卓bili服,SSR
19724131,斯卡哈,n*****,ios服,SSR
19724132,玛尔达,折*****,ios服,SR
19724133,玛尔达,霙*****,安卓bili服,SR
19724134,斯卡哈,a*****,安卓bili服,SSR
19724135,阿塔兰忒,童*****,ios服,SR
19724136,赫拉克勒斯,r*****,安卓bili服,SR
19724137,罗摩,眷*****,安卓bili服,SR
19724138,斯忒诺,毛*****,ios服,SR
19724139,斯卡哈,老*****,安卓bili服,SSR
19724140,斯卡哈,9*****,安卓bili服,SSR
19724141,骑士迪昂,夏*****,安卓bili服,SR
19724142,莫德雷德,鱻*****,安卓bili服,SSR
