id,info,rname,sname,star
10600500,酒吞童子,科*****,ios服,SSR
10600501,阿塔兰忒,a*****,ios服,SR
10600502,海伦娜·布拉瓦茨基,战*****,安卓bili服,SR
10600503,齐格飞,龚*****,安卓bili服,SR
10600504,酒吞童子,L*****,ios服,SSR
10600505,芬恩·麦克库尔,7*****,安卓bili服,SR
10600506,骑士迪昂,A*****,ios服,SR
10600507,阿塔兰忒,学*****,安卓bili服,SR
10600508,酒吞童子,t*****,ios服,SSR
10600509,诸葛孔明〔埃尔梅罗Ⅱ世〕,麟*****,安卓bili服,SSR
10600510,罗摩,蚊*****,安卓bili服,SR
10600511,安妮·伯妮＆玛莉·瑞德,梦*****,ios服,SR
10600512,酒吞童子,4*****,ios服,SSR
10600513,酒吞童子,e*****,安卓bili服,SSR
10600514,弗兰肯斯坦,鳞*****,安卓bili服,SR
10600515,玉藻猫,鳞*****,安卓bili服,SR
10600516,弗兰肯斯坦,吾*****,安卓bili服,SR
10600517,酒吞童子,4*****,安卓bili服,SSR
10600518,骑士迪昂,毒*****,安卓bili服,SR
10600519,骑士迪昂,な*****,ios服,SR
10600520,兰斯洛特,h*****,ios服,SR
10600521,酒吞童子,洛*****,ios服,SSR
10600522,酒吞童子,Z*****,安卓bili服,SSR
10600523,玛尔达,小*****,安卓bili服,SR
10600524,赫拉克勒斯,f*****,安卓bili服,SR
10600525,托马斯·爱迪生,i*****,安卓bili服,SR
10600526,玛尔达,灯*****,安卓bili服,SR
10600527,弗兰肯斯坦,4*****,ios服,SR
10600528,卫宫〔Assassin〕,闇*****,安卓bili服,SR
10600529,斯忒诺,闇*****,安卓bili服,SR
10600530,贝奥武夫,司*****,安卓bili服,SR
