id,info,rname,sname,star
12935944,玛尔达,夏*****,ios服,SR
12935945,安妮·伯妮＆玛莉·瑞德,夏*****,ios服,SR
12935946,托马斯·爱迪生,l*****,安卓bili服,SR
12935947,海伦娜·布拉瓦茨基,馆*****,安卓bili服,SR
12935948,玉藻猫,天*****,安卓bili服,SR
12935949,贞德,s*****,安卓bili服,SSR
12935950,尼禄·克劳狄乌斯,b*****,安卓bili服,SR
12935951,芬恩·麦克库尔,能*****,安卓bili服,SR
12935952,贝奥武夫,g*****,安卓bili服,SR
12935953,罗摩,0*****,安卓bili服,SR
12935954,女王梅芙,n*****,安卓bili服,SSR
12935955,酒吞童子,r*****,安卓bili服,SSR
12935956,阿塔兰忒,大*****,ios服,SR
12935957,弗兰肯斯坦,大*****,ios服,SR
12935958,斯忒诺,y*****,安卓bili服,SR
12935959,安妮·伯妮＆玛莉·瑞德,J*****,ios服,SR
12935960,阿尔托莉雅·潘德拉贡,9*****,安卓bili服,SSR
12935961,卡米拉,l*****,安卓bili服,SR
12935962,兰斯洛特,d*****,安卓bili服,SR
12935963,弗朗西斯·德雷克,1*****,安卓bili服,SSR
12935964,阿尔托莉雅·潘德拉贡,3*****,安卓bili服,SSR
12935965,玉藻前,无*****,安卓bili服,SSR
12935966,斯忒诺,白*****,安卓联运服,SR
12935967,卫宫〔Assassin〕,r*****,ios服,SR
12935968,酒吞童子,梦*****,安卓bili服,SSR
12935969,贝奥武夫,红*****,安卓联运服,SR
12935970,弗朗西斯·德雷克,秦*****,安卓bili服,SSR
12935971,玉藻猫,如*****,安卓bili服,SR
12935972,骑士迪昂,I*****,安卓bili服,SR
12935973,斯忒诺,c*****,安卓bili服,SR
12935974,阿尔托莉雅·潘德拉贡,c*****,安卓bili服,SSR
