id,info,rname,sname,star
16984451,骑士迪昂,住*****,安卓bili服,SR
16984452,齐格飞,t*****,ios服,SR
16984453,斯卡哈,1*****,ios服,SSR
16984454,玛丽·安托瓦内特,流*****,安卓bili服,SR
16984455,玉藻猫,嵬*****,安卓bili服,SR
16984456,斯卡哈,士*****,ios服,SSR
16984457,童谣,士*****,ios服,SR
16984458,骑士迪昂,t*****,ios服,SR
16984459,开膛手杰克,m*****,安卓bili服,SSR
16984460,卫宫,R*****,ios服,SR
16984461,玉藻猫,4*****,ios服,SR
16984462,骑士迪昂,e*****,安卓bili服,SR
16984463,迦尔纳,没*****,ios服,SSR
16984464,赫拉克勒斯,玖*****,ios服,SR
16984465,海伦娜·布拉瓦茨基,3*****,安卓bili服,SR
16984466,斯卡哈,2*****,ios服,SSR
16984467,弗兰肯斯坦,e*****,安卓bili服,SR
16984468,贝奥武夫,5*****,安卓bili服,SR
16984469,卡米拉,n*****,ios服,SR
16984470,骑士迪昂,t*****,安卓bili服,SR
16984471,海伦娜·布拉瓦茨基,j*****,安卓bili服,SR
16984472,阿塔兰忒,9*****,ios服,SR
16984473,卡米拉,阚*****,安卓bili服,SR
16984474,伊丽莎白·巴托里,ク*****,ios服,SR
16984475,齐格飞,ク*****,ios服,SR
16984476,阿塔兰忒,原*****,安卓bili服,SR
16984477,卫宫〔Assassin〕,g*****,安卓bili服,SR
16984478,阿尔托莉雅·潘德拉贡,古*****,安卓bili服,SSR
16984479,斯卡哈,浦*****,安卓bili服,SSR
16984480,罗摩,浦*****,安卓bili服,SR
16984481,托马斯·爱迪生,读*****,安卓bili服,SR
