id,info,rname,sname,star
14382680,李书文,d*****,ios服,SR
14382681,玄奘三藏,e*****,安卓bili服,SSR
14382682,童谣,信*****,安卓bili服,SR
14382683,罗摩,e*****,ios服,SR
14382684,海伦娜·布拉瓦茨基,w*****,ios服,SR
14382685,齐格飞,d*****,ios服,SR
14382686,李书文,7*****,ios服,SR
14382687,尼禄·克劳狄乌斯,3*****,ios服,SR
14382688,李书文,w*****,安卓bili服,SR
14382689,李书文,那*****,安卓bili服,SR
14382690,李书文,石*****,安卓bili服,SR
14382691,尼古拉·特斯拉,G*****,安卓bili服,SSR
14382692,李书文,e*****,安卓bili服,SR
14382693,伊丽莎白·巴托里,茹*****,ios服,SR
14382694,玄奘三藏,诺*****,安卓bili服,SSR
14382695,齐格飞,a*****,ios服,SR
14382696,玉藻猫,w*****,安卓bili服,SR
14382697,兰斯洛特,极*****,安卓bili服,SR
14382698,李书文,牧*****,安卓bili服,SR
14382699,李书文,乐*****,安卓bili服,SR
14382700,李书文,L*****,ios服,SR
14382701,李书文,L*****,ios服,SR
14382702,卫宫,f*****,ios服,SR
14382703,安妮·伯妮＆玛莉·瑞德,1*****,安卓bili服,SR
14382704,芬恩·麦克库尔,灶*****,安卓bili服,SR
14382705,玛丽·安托瓦内特,f*****,安卓bili服,SR
14382706,骑士迪昂,f*****,安卓bili服,SR
14382707,赫拉克勒斯,j*****,安卓bili服,SR
14382708,齐格飞,s*****,安卓bili服,SR
14382709,玛丽·安托瓦内特,s*****,安卓bili服,SR
14382710,斯忒诺,t*****,安卓bili服,SR
14382711,卫宫,c*****,安卓bili服,SR
14382712,斯忒诺,c*****,安卓bili服,SR
14382713,卫宫,s*****,安卓bili服,SR
14382714,卫宫,s*****,安卓bili服,SR
14382715,斯忒诺,a*****,安卓bili服,SR
14382716,齐格飞,v*****,安卓bili服,SR
14382717,齐格飞,x*****,安卓bili服,SR
14382718,阿塔兰忒,p*****,安卓bili服,SR
14382719,玉藻猫,f*****,安卓bili服,SR
14382720,玛丽·安托瓦内特,y*****,安卓bili服,SR
14382721,卫宫,m*****,安卓bili服,SR
14382722,斯忒诺,b*****,安卓bili服,SR
14382723,齐格飞,b*****,安卓bili服,SR
14382724,玛尔达,d*****,安卓bili服,SR
14382725,齐格飞,w*****,安卓bili服,SR
14382726,卡米拉,l*****,安卓bili服,SR
14382727,骑士迪昂,a*****,安卓bili服,SR
14382728,骑士迪昂,i*****,安卓bili服,SR
14382729,骑士迪昂,e*****,安卓bili服,SR
14382730,玛丽·安托瓦内特,e*****,安卓bili服,SR
14382731,斯忒诺,c*****,安卓bili服,SR
14382732,斯忒诺,q*****,安卓bili服,SR
14382733,骑士迪昂,m*****,安卓bili服,SR
14382734,卡米拉,s*****,安卓bili服,SR
14382735,玉藻猫,s*****,安卓bili服,SR
14382736,伊丽莎白·巴托里,h*****,安卓bili服,SR
14382737,赫拉克勒斯,h*****,安卓bili服,SR
14382738,骑士迪昂,o*****,安卓bili服,SR
14382739,卫宫,e*****,安卓bili服,SR
14382740,玛尔达,h*****,安卓bili服,SR
14382741,赫拉克勒斯,w*****,安卓bili服,SR
14382742,玉藻猫,r*****,ios服,SR
14382743,伊丽莎白·巴托里,v*****,安卓bili服,SR
14382744,卫宫,k*****,安卓bili服,SR
14382745,伊丽莎白·巴托里,g*****,安卓bili服,SR
14382746,玉藻猫,t*****,安卓bili服,SR
14382747,骑士迪昂,h*****,安卓bili服,SR
14382748,玉藻猫,t*****,安卓bili服,SR
14382749,李书文,4*****,安卓bili服,SR
14382750,安妮·伯妮＆玛莉·瑞德,4*****,安卓bili服,SR
14382751,玛尔达,y*****,安卓bili服,SR
14382752,赫拉克勒斯,o*****,安卓bili服,SR
14382753,玛尔达,v*****,安卓bili服,SR
14382754,卡米拉,v*****,安卓bili服,SR
14382755,玛丽·安托瓦内特,v*****,安卓bili服,SR
14382756,玛丽·安托瓦内特,v*****,安卓bili服,SR
14382757,罗摩,a*****,ios服,SR
14382758,赫拉克勒斯,d*****,安卓bili服,SR
14382759,罗摩,a*****,ios服,SR
14382760,赫拉克勒斯,h*****,安卓bili服,SR
14382761,玛丽·安托瓦内特,h*****,安卓bili服,SR
14382762,齐格飞,x*****,安卓bili服,SR
14382763,弗兰肯斯坦,b*****,ios服,SR
14382764,卡米拉,n*****,安卓bili服,SR
14382765,齐格飞,n*****,安卓bili服,SR
14382766,赫拉克勒斯,h*****,安卓bili服,SR
14382767,卫宫,n*****,安卓bili服,SR
14382768,玛尔达,e*****,安卓bili服,SR
14382769,骑士迪昂,e*****,安卓bili服,SR
14382770,卡米拉,h*****,安卓bili服,SR
14382771,玄奘三藏,千*****,ios服,SSR
14382772,卡米拉,t*****,安卓bili服,SR
14382773,赫拉克勒斯,t*****,安卓bili服,SR
14382774,赫拉克勒斯,g*****,安卓bili服,SR
14382775,玛尔达,s*****,安卓bili服,SR
14382776,玉藻猫,s*****,安卓bili服,SR
14382777,李书文,1*****,安卓bili服,SR
14382778,玛丽·安托瓦内特,e*****,安卓bili服,SR
14382779,赫拉克勒斯,s*****,安卓bili服,SR
