id,info,rname,sname,star
24885940,弗拉德三世,e*****,ios服,SSR
24885941,贞德,a*****,安卓bili服,SSR
24885942,齐格飞,w*****,安卓bili服,SR
24885943,赫拉克勒斯,i*****,安卓联运服,SR
24885944,卡米拉,a*****,安卓bili服,SR
24885945,茨木童子,n*****,安卓bili服,SR
24885946,茨木童子,里*****,安卓bili服,SR
24885947,源赖光,里*****,安卓bili服,SSR
24885948,茨木童子,S*****,ios服,SR
24885949,源赖光,D*****,ios服,SSR
24885950,茨木童子,鼬*****,安卓bili服,SR
24885951,海伦娜·布拉瓦茨基,c*****,安卓bili服,SR
24885952,茨木童子,羞*****,安卓bili服,SR
24885953,源赖光,二*****,安卓联运服,SSR
24885954,芬恩·麦克库尔,t*****,ios服,SR
24885955,茨木童子,甘*****,安卓bili服,SR
24885956,茨木童子,抽*****,ios服,SR
24885957,俄里翁,k*****,安卓bili服,SSR
24885958,斯忒诺,o*****,安卓bili服,SR
24885959,茨木童子,o*****,安卓bili服,SR
24885960,安妮·伯妮＆玛莉·瑞德,o*****,安卓bili服,SR
24885961,骑士迪昂,d*****,安卓bili服,SR
24885962,源赖光,e*****,安卓bili服,SSR
24885963,茨木童子,抉*****,安卓bili服,SR
24885964,源赖光,E*****,安卓bili服,SSR
24885965,茨木童子,E*****,安卓bili服,SR
24885966,茨木童子,q*****,安卓bili服,SR
24885967,贝奥武夫,武*****,ios服,SR
24885968,安妮·伯妮＆玛莉·瑞德,庄*****,安卓bili服,SR
24885969,源赖光,弱*****,安卓bili服,SSR
24885970,罗摩,r*****,安卓bili服,SR
24885971,卫宫〔Assassin〕,督*****,安卓bili服,SR
24885972,芬恩·麦克库尔,5*****,安卓bili服,SR
24885973,源赖光,台*****,安卓bili服,SSR
24885974,源赖光,d*****,安卓bili服,SSR
24885975,李书文,i*****,安卓bili服,SR
24885976,茨木童子,B*****,ios服,SR
24885977,茨木童子,诗*****,安卓联运服,SR
24885978,罗摩,单*****,安卓bili服,SR
24885979,源赖光,O*****,安卓bili服,SSR
24885980,卫宫〔Assassin〕,n*****,安卓bili服,SR
24885981,贝奥武夫,f*****,安卓bili服,SR
24885982,开膛手杰克,星*****,ios服,SSR
24885983,伊丽莎白·巴托里,5*****,安卓bili服,SR
24885984,茨木童子,必*****,ios服,SR
24885985,茨木童子,f*****,安卓bili服,SR
24885986,源赖光,F*****,ios服,SSR
24885987,赫拉克勒斯,阿*****,ios服,SR
24885988,玛尔达,阿*****,ios服,SR
24885989,茨木童子,d*****,ios服,SR
24885990,茨木童子,1*****,安卓bili服,SR
24885991,贝奥武夫,m*****,ios服,SR
24885992,茨木童子,C*****,安卓bili服,SR
24885993,阿斯托尔福,封*****,ios服,SR
24885994,源赖光,南*****,ios服,SSR
24885995,源赖光,遥*****,安卓bili服,SSR
24885996,茨木童子,a*****,ios服,SR
24885997,玉藻猫,a*****,安卓bili服,SR
24885998,弗朗西斯·德雷克,a*****,安卓bili服,SSR
24885999,童谣,a*****,安卓bili服,SR
24886000,茨木童子,r*****,ios服,SR
24886001,茨木童子,d*****,ios服,SR
24886002,茨木童子,d*****,ios服,SR
24886003,茨木童子,y*****,ios服,SR
24886004,茨木童子,爱*****,安卓bili服,SR
24886005,阿尔托莉雅·潘德拉贡〔Alter〕,i*****,安卓bili服,SR
24886006,阿斯托尔福,3*****,ios服,SR
24886007,阿周那,a*****,ios服,SSR
24886008,茨木童子,a*****,ios服,SR
24886009,齐格飞,K*****,安卓联运服,SR
24886010,迦尔纳,i*****,安卓bili服,SSR
24886011,源赖光,邓*****,安卓bili服,SSR
24886012,源赖光,d*****,安卓bili服,SSR
24886013,茨木童子,邓*****,安卓bili服,SR
24886014,伊丽莎白·巴托里,这*****,安卓bili服,SR
24886015,齐格飞,吉*****,安卓bili服,SR
24886016,茨木童子,h*****,ios服,SR
24886017,阿塔兰忒,鄂*****,安卓bili服,SR
24886018,弗朗西斯·德雷克,终*****,ios服,SSR
24886019,齐格飞,e*****,安卓bili服,SR
24886020,罗摩,J*****,ios服,SR
24886021,贝奥武夫,魔*****,ios服,SR
24886022,伊丽莎白·巴托里,8*****,安卓bili服,SR
24886023,赫拉克勒斯,8*****,安卓bili服,SR
24886024,源赖光,祈*****,安卓联运服,SSR
24886025,源赖光,H*****,ios服,SSR
24886026,茨木童子,座*****,ios服,SR
24886027,兰斯洛特,黎*****,安卓bili服,SR
24886028,源赖光,咚*****,ios服,SSR
24886029,卫宫,小*****,安卓bili服,SR
24886030,罗摩,H*****,ios服,SR
24886031,阿斯托尔福,r*****,安卓bili服,SR
24886032,诸葛孔明〔埃尔梅罗Ⅱ世〕,r*****,安卓bili服,SSR
24886033,茨木童子,繁*****,安卓bili服,SR
24886034,茨木童子,e*****,安卓bili服,SR
24886035,茨木童子,a*****,ios服,SR
24886036,女王梅芙,9*****,ios服,SSR
24886037,斯忒诺,0*****,安卓bili服,SR
24886038,茨木童子,沂*****,安卓bili服,SR
24886039,开膛手杰克,p*****,ios服,SSR
