id,info,rname,sname,star
9487692,兰斯洛特,Q*****,ios服,SR
9487693,坂田金时,I*****,ios服,SSR
9487694,玛尔达,I*****,ios服,SR
9487695,卫宫〔Assassin〕,0*****,安卓bili服,SR
9487696,卡米拉,步*****,安卓bili服,SR
9487697,坂田金时,6*****,安卓bili服,SSR
9487698,罗摩,w*****,安卓bili服,SR
9487699,坂田金时,8*****,ios服,SSR
9487700,俄里翁,远*****,安卓bili服,SSR
9487701,坂田金时,c*****,安卓bili服,SSR
9487702,伊丽莎白·巴托里,海*****,安卓bili服,SR
9487703,海伦娜·布拉瓦茨基,Q*****,ios服,SR
9487704,海伦娜·布拉瓦茨基,Q*****,ios服,SR
9487705,玛丽·安托瓦内特,j*****,安卓bili服,SR
9487706,玛尔达,j*****,安卓bili服,SR
9487707,玉藻前,y*****,安卓bili服,SSR
9487708,莫德雷德,1*****,ios服,SSR
9487709,贝奥武夫,a*****,安卓bili服,SR
9487710,罗摩,z*****,安卓bili服,SR
9487711,海伦娜·布拉瓦茨基,咕*****,ios服,SR
9487712,玛丽·安托瓦内特,₊*****,ios服,SR
9487713,玉藻猫,王*****,安卓bili服,SR
9487714,齐格飞,d*****,安卓bili服,SR
9487715,玛尔达,R*****,ios服,SR
9487716,兰斯洛特,欧*****,安卓联运服,SR
9487717,芬恩·麦克库尔,r*****,安卓bili服,SR
9487718,卫宫〔Assassin〕,a*****,安卓bili服,SR
9487719,斯忒诺,1*****,ios服,SR
9487720,芬恩·麦克库尔,a*****,安卓bili服,SR
9487721,芬恩·麦克库尔,i*****,安卓bili服,SR
9487722,芬恩·麦克库尔,c*****,安卓bili服,SR
9487723,赫拉克勒斯,i*****,安卓bili服,SR
9487724,卫宫,v*****,安卓bili服,SR
9487725,童谣,r*****,ios服,SR
9487726,卫宫〔Assassin〕,席*****,安卓bili服,SR
9487727,卡米拉,b*****,安卓bili服,SR
9487728,海伦娜·布拉瓦茨基,S*****,安卓bili服,SR
9487729,卫宫,0*****,ios服,SR
9487730,齐格飞,s*****,安卓bili服,SR
9487731,玛丽·安托瓦内特,s*****,安卓bili服,SR
9487732,骑士迪昂,y*****,安卓bili服,SR
9487733,阿斯托尔福,神*****,ios服,SR
9487734,伊丽莎白·巴托里,伍*****,安卓bili服,SR
9487735,弗兰肯斯坦,金*****,安卓bili服,SR
9487736,骑士迪昂,h*****,安卓bili服,SR
9487737,斯忒诺,a*****,ios服,SR
9487738,俄里翁,a*****,ios服,SSR
9487739,贝奥武夫,a*****,ios服,SR
9487740,坂田金时,e*****,安卓bili服,SSR
9487741,兰斯洛特,c*****,安卓bili服,SR
9487742,阿周那,欧*****,安卓bili服,SSR
9487743,玛丽·安托瓦内特,菊*****,ios服,SR
9487744,坂田金时,谷*****,ios服,SSR
9487745,坂田金时,谷*****,ios服,SSR
9487746,坂田金时,谷*****,ios服,SSR
9487747,玉藻猫,神*****,ios服,SR
9487748,玛丽·安托瓦内特,w*****,安卓bili服,SR
9487749,卡米拉,痴*****,安卓bili服,SR
9487750,海伦娜·布拉瓦茨基,o*****,安卓bili服,SR
9487751,弗朗西斯·德雷克,6*****,安卓bili服,SSR
9487752,童谣,解*****,安卓联运服,SR
9487753,赫拉克勒斯,s*****,安卓bili服,SR
9487754,卡米拉,v*****,安卓bili服,SR
9487755,坂田金时,让*****,ios服,SSR
9487756,阿周那,卫*****,安卓bili服,SSR
9487757,坂田金时,卫*****,安卓bili服,SSR
9487758,阿尔托莉雅·潘德拉贡,克*****,ios服,SSR
9487759,坂田金时,雅*****,ios服,SSR
9487760,卫宫,o*****,安卓bili服,SR
9487761,玉藻猫,x*****,安卓bili服,SR
9487762,芬恩·麦克库尔,c*****,安卓bili服,SR
9487763,玉藻前,c*****,安卓bili服,SSR
9487764,罗摩,y*****,ios服,SR
9487765,坂田金时,u*****,ios服,SSR
9487766,弗朗西斯·德雷克,没*****,安卓bili服,SSR
9487767,阿尔托莉雅·潘德拉贡,1*****,安卓bili服,SSR
9487768,骑士迪昂,c*****,ios服,SR
9487769,玉藻猫,小*****,安卓bili服,SR
9487770,芬恩·麦克库尔,m*****,安卓bili服,SR
9487771,赫拉克勒斯,五*****,安卓bili服,SR
9487772,坂田金时,Z*****,安卓bili服,SSR
9487773,卫宫,g*****,ios服,SR
9487774,玉藻猫,t*****,安卓bili服,SR
9487775,齐格飞,o*****,安卓bili服,SR
9487776,卫宫,o*****,安卓bili服,SR
9487777,玉藻猫,H*****,ios服,SR
9487778,卡米拉,f*****,安卓bili服,SR
9487779,玛尔达,w*****,ios服,SR
9487780,伊丽莎白·巴托里,阳*****,安卓bili服,SR
9487781,童谣,阳*****,安卓bili服,SR
9487782,阿斯托尔福,t*****,ios服,SR
9487783,女王梅芙,8*****,安卓bili服,SSR
9487784,迦尔纳,8*****,安卓bili服,SSR
9487785,托马斯·爱迪生,0*****,ios服,SR
9487786,卫宫,u*****,安卓bili服,SR
9487787,坂田金时,f*****,安卓bili服,SSR
9487788,童谣,f*****,安卓bili服,SR
9487789,卫宫,u*****,安卓bili服,SR
9487790,坂田金时,1*****,安卓bili服,SSR
9487791,玉藻猫,念*****,安卓bili服,SR
