id,info,rname,sname,star
22386506,俄里翁,柳*****,安卓bili服,SSR
22386507,茨木童子,z*****,安卓bili服,SR
22386508,茨木童子,墨*****,安卓bili服,SR
22386509,斯忒诺,f*****,安卓bili服,SR
22386510,玛丽·安托瓦内特,f*****,安卓bili服,SR
22386511,源赖光,咸*****,ios服,SSR
22386512,卫宫,公*****,安卓bili服,SR
22386513,兰斯洛特,欧*****,安卓bili服,SR
22386514,赫拉克勒斯,静*****,安卓bili服,SR
22386515,茨木童子,钢*****,安卓bili服,SR
22386516,茨木童子,u*****,安卓bili服,SR
22386517,骑士迪昂,司*****,安卓bili服,SR
22386518,茨木童子,早*****,安卓bili服,SR
22386519,兰斯洛特,l*****,安卓bili服,SR
22386520,茨木童子,谷*****,安卓bili服,SR
22386521,茨木童子,蒲*****,安卓bili服,SR
22386522,茨木童子,k*****,安卓bili服,SR
22386523,海伦娜·布拉瓦茨基,t*****,安卓bili服,SR
22386524,玛丽·安托瓦内特,t*****,安卓bili服,SR
22386525,源赖光,z*****,安卓bili服,SSR
22386526,源赖光,W*****,安卓bili服,SSR
22386527,童谣,娄*****,安卓bili服,SR
22386528,茨木童子,白*****,安卓bili服,SR
22386529,源赖光,邓*****,安卓bili服,SSR
22386530,茨木童子,束*****,安卓bili服,SR
22386531,茨木童子,经*****,安卓bili服,SR
22386532,源赖光,祝*****,安卓bili服,SSR
22386533,茨木童子,娄*****,安卓bili服,SR
22386534,源赖光,a*****,安卓bili服,SSR
22386535,茨木童子,索*****,安卓bili服,SR
22386536,茨木童子,淳*****,安卓bili服,SR
22386537,源赖光,赫*****,安卓bili服,SSR
22386538,阿塔兰忒,糜*****,安卓bili服,SR
22386539,源赖光,倪*****,安卓bili服,SSR
22386540,童谣,娄*****,安卓bili服,SR
22386541,茨木童子,1*****,安卓bili服,SR
22386542,茨木童子,武*****,安卓bili服,SR
22386543,源赖光,0*****,安卓bili服,SSR
22386544,玛尔达,索*****,安卓bili服,SR
22386545,源赖光,0*****,安卓bili服,SSR
22386546,童谣,爱*****,ios服,SR
22386547,齐格飞,郁*****,安卓bili服,SR
22386548,茨木童子,时*****,安卓bili服,SR
22386549,弗兰肯斯坦,墨*****,安卓bili服,SR
22386550,莫德雷德,赫*****,安卓bili服,SSR
22386551,源赖光,雅*****,安卓bili服,SSR
22386552,茨木童子,z*****,安卓bili服,SR
22386553,玛尔达,雅*****,安卓bili服,SR
22386554,源赖光,天*****,安卓bili服,SSR
22386555,卫宫,s*****,安卓bili服,SR
22386556,茨木童子,缑*****,安卓bili服,SR
22386557,茨木童子,1*****,安卓bili服,SR
22386558,玛尔达,索*****,安卓bili服,SR
22386559,源赖光,1*****,安卓bili服,SSR
22386560,源赖光,公*****,安卓bili服,SSR
22386561,茨木童子,郁*****,安卓bili服,SR
22386562,赫拉克勒斯,淳*****,安卓bili服,SR
22386563,茨木童子,常*****,安卓bili服,SR
22386564,源赖光,欧*****,安卓bili服,SSR
22386565,茨木童子,经*****,安卓bili服,SR
22386566,茨木童子,司*****,安卓bili服,SR
22386567,源赖光,司*****,安卓bili服,SSR
22386568,罗摩,祝*****,安卓bili服,SR
22386569,茨木童子,傅*****,安卓bili服,SR
22386570,源赖光,傅*****,安卓bili服,SSR
22386571,阿塔兰忒,天*****,安卓bili服,SR
22386572,源赖光,天*****,安卓bili服,SSR
22386573,玉藻猫,一*****,安卓联运服,SR
22386574,茨木童子,V*****,ios服,SR
22386575,卡米拉,白*****,安卓bili服,SR
22386576,骑士迪昂,白*****,安卓bili服,SR
22386577,源赖光,蒲*****,安卓bili服,SSR
22386578,茨木童子,1*****,ios服,SR
22386579,源赖光,梵*****,安卓bili服,SSR
22386580,茨木童子,梵*****,安卓bili服,SR
22386581,茨木童子,公*****,安卓bili服,SR
22386582,开膛手杰克,公*****,安卓bili服,SSR
22386583,源赖光,公*****,安卓bili服,SSR
22386584,玉藻猫,盛*****,安卓bili服,SR
22386585,弗朗西斯·德雷克,束*****,安卓bili服,SSR
22386586,源赖光,z*****,安卓bili服,SSR
22386587,茨木童子,饮*****,ios服,SR
22386588,罗摩,武*****,安卓bili服,SR
22386589,诸葛孔明〔埃尔梅罗Ⅱ世〕,危*****,安卓bili服,SSR
22386590,源赖光,E*****,ios服,SSR
22386591,伊丽莎白·巴托里,天*****,安卓bili服,SR
22386592,茨木童子,y*****,安卓bili服,SR
22386593,源赖光,丰*****,安卓bili服,SSR
22386594,源赖光,傅*****,安卓bili服,SSR
22386595,玛尔达,傅*****,安卓bili服,SR
22386596,罗摩,富*****,安卓bili服,SR
22386597,海伦娜·布拉瓦茨基,宫*****,安卓bili服,SR
22386598,茨木童子,梵*****,安卓bili服,SR
22386599,罗摩,常*****,安卓bili服,SR
22386600,源赖光,K*****,ios服,SSR
22386601,阿斯托尔福,d*****,安卓bili服,SR
22386602,卫宫〔Assassin〕,索*****,安卓bili服,SR
22386603,茨木童子,束*****,安卓bili服,SR
22386604,童谣,蒲*****,安卓bili服,SR
22386605,童谣,y*****,安卓bili服,SR
