id,info,rname,sname,star
27272354,赫拉克勒斯,双*****,安卓bili服,SR
27272355,源赖光,3*****,安卓bili服,SSR
27272356,茨木童子,3*****,安卓bili服,SR
27272357,茨木童子,3*****,安卓bili服,SR
27272358,齐格飞,N*****,ios服,SR
27272359,茨木童子,公*****,安卓bili服,SR
27272360,童谣,白*****,安卓bili服,SR
27272361,茨木童子,早*****,安卓bili服,SR
27272362,茨木童子,喜*****,安卓bili服,SR
27272363,骑士迪昂,8*****,ios服,SR
27272364,源赖光,c*****,安卓bili服,SSR
27272365,赫拉克勒斯,不*****,安卓bili服,SR
27272366,卡米拉,7*****,ios服,SR
27272367,骑士迪昂,7*****,ios服,SR
27272368,源赖光,d*****,ios服,SSR
27272369,卫宫,Y*****,安卓bili服,SR
27272370,玉藻猫,0*****,安卓bili服,SR
27272371,玛丽·安托瓦内特,热*****,安卓bili服,SR
27272372,茨木童子,宝*****,安卓bili服,SR
27272373,贝奥武夫,4*****,ios服,SR
27272374,茨木童子,4*****,ios服,SR
27272375,南丁格尔,辕*****,安卓bili服,SSR
27272376,茨木童子,p*****,ios服,SR
27272377,玉藻前,h*****,安卓bili服,SSR
27272378,茨木童子,あ*****,安卓bili服,SR
27272379,茨木童子,あ*****,安卓bili服,SR
27272380,兰斯洛特,6*****,安卓bili服,SR
27272381,赫拉克勒斯,9*****,ios服,SR
27272382,卡米拉,O*****,ios服,SR
27272383,阿斯托尔福,夹*****,ios服,SR
27272384,李书文,w*****,安卓bili服,SR
27272385,弗朗西斯·德雷克,A*****,ios服,SSR
27272386,弗拉德三世,N*****,ios服,SSR
27272387,齐格飞,T*****,安卓bili服,SR
27272388,齐格飞,s*****,ios服,SR
27272389,骑士迪昂,O*****,ios服,SR
27272390,源赖光,e*****,安卓bili服,SSR
27272391,卡米拉,0*****,ios服,SR
27272392,源赖光,斯*****,ios服,SSR
27272393,阿塔兰忒,我*****,安卓bili服,SR
27272394,卫宫,f*****,安卓bili服,SR
27272395,骑士迪昂,n*****,安卓bili服,SR
27272396,赫拉克勒斯,n*****,安卓bili服,SR
27272397,齐格飞,9*****,安卓bili服,SR
27272398,茨木童子,h*****,安卓bili服,SR
27272399,卫宫,b*****,安卓bili服,SR
27272400,源赖光,b*****,安卓bili服,SSR
27272401,源赖光,1*****,ios服,SSR
27272402,伊丽莎白·巴托里,1*****,ios服,SR
27272403,伊丽莎白·巴托里,1*****,安卓bili服,SR
27272404,玛丽·安托瓦内特,柚*****,安卓bili服,SR
27272405,卫宫,9*****,ios服,SR
27272406,茨木童子,9*****,ios服,SR
27272407,伊丽莎白·巴托里,o*****,安卓bili服,SR
27272408,斯忒诺,O*****,安卓bili服,SR
27272409,开膛手杰克,樱*****,ios服,SSR
27272410,茨木童子,f*****,安卓bili服,SR
27272411,玛丽·安托瓦内特,x*****,安卓bili服,SR
27272412,源赖光,g*****,ios服,SSR
27272413,芬恩·麦克库尔,D*****,安卓bili服,SR
27272414,玛丽·安托瓦内特,等*****,安卓bili服,SR
27272415,阿塔兰忒,霍*****,安卓bili服,SR
27272416,斯忒诺,T*****,安卓bili服,SR
27272417,玉藻猫,T*****,安卓bili服,SR
27272418,莫德雷德,L*****,安卓bili服,SSR
27272419,骑士迪昂,N*****,ios服,SR
27272420,玛丽·安托瓦内特,N*****,ios服,SR
27272421,芬恩·麦克库尔,1*****,安卓bili服,SR
27272422,骑士迪昂,m*****,安卓bili服,SR
27272423,骑士迪昂,m*****,安卓bili服,SR
27272424,赫拉克勒斯,A*****,安卓联运服,SR
27272425,阿周那,t*****,ios服,SSR
27272426,芬恩·麦克库尔,R*****,安卓bili服,SR
27272427,茨木童子,郦*****,安卓bili服,SR
27272428,茨木童子,w*****,安卓bili服,SR
27272429,玛丽·安托瓦内特,3*****,安卓bili服,SR
27272430,赫拉克勒斯,M*****,ios服,SR
27272431,源赖光,我*****,安卓bili服,SSR
27272432,玛丽·安托瓦内特,P*****,ios服,SR
27272433,斯忒诺,C*****,安卓bili服,SR
27272434,玉藻猫,C*****,安卓bili服,SR
27272435,赫拉克勒斯,梦*****,ios服,SR
27272436,源赖光,故*****,安卓bili服,SSR
27272437,弗兰肯斯坦,h*****,安卓bili服,SR
27272438,源赖光,晚*****,ios服,SSR
27272439,玛尔达,4*****,安卓bili服,SR
27272440,兰斯洛特,亇*****,安卓bili服,SR
27272441,茨木童子,污*****,安卓bili服,SR
27272442,玛尔达,黑*****,安卓bili服,SR
27272443,齐格飞,黑*****,安卓bili服,SR
27272444,赫拉克勒斯,I*****,安卓bili服,SR
27272445,卡米拉,I*****,安卓bili服,SR
27272446,玛丽·安托瓦内特,I*****,安卓bili服,SR
27272447,伊丽莎白·巴托里,e*****,ios服,SR
27272448,伊丽莎白·巴托里,M*****,安卓bili服,SR
27272449,斯忒诺,M*****,安卓bili服,SR
27272450,源赖光,2*****,ios服,SSR
27272451,骑士迪昂,s*****,安卓bili服,SR
27272452,玛尔达,非*****,安卓bili服,SR
27272453,齐格飞,v*****,安卓bili服,SR
