id,info,rname,sname,star
17745879,斯卡哈,郗*****,安卓bili服,SSR
17745880,阿斯托尔福,8*****,ios服,SR
17745881,齐格飞,8*****,ios服,SR
17745882,弗兰肯斯坦,1*****,安卓bili服,SR
17745883,童谣,0*****,安卓bili服,SR
17745884,玉藻猫,@*****,安卓bili服,SR
17745885,斯卡哈,b*****,安卓bili服,SSR
17745886,斯忒诺,b*****,安卓bili服,SR
17745887,卡米拉,f*****,安卓bili服,SR
17745888,弗朗西斯·德雷克,芮*****,安卓bili服,SSR
17745889,赫拉克勒斯,芮*****,安卓bili服,SR
17745890,安妮·伯妮＆玛莉·瑞德,芮*****,安卓bili服,SR
17745891,弗兰肯斯坦,o*****,安卓bili服,SR
17745892,玛丽·安托瓦内特,公*****,安卓bili服,SR
17745893,童谣,卡*****,ios服,SR
17745894,玉藻猫,Á*****,安卓bili服,SR
17745895,兰斯洛特,电*****,安卓bili服,SR
17745896,阿塔兰忒,w*****,安卓bili服,SR
17745897,斯卡哈,a*****,安卓bili服,SSR
17745898,贞德,欧*****,安卓bili服,SSR
17745899,斯卡哈,马*****,安卓bili服,SSR
17745900,斯忒诺,一*****,安卓联运服,SR
17745901,弗拉德三世,リ*****,安卓bili服,SSR
17745902,阿蒂拉,h*****,安卓bili服,SSR
17745903,库·丘林[Alter],m*****,安卓bili服,SSR
17745904,贞德,0*****,安卓bili服,SSR
17745905,玛尔达,我*****,安卓bili服,SR
17745906,玉藻猫,我*****,安卓bili服,SR
17745907,海伦娜·布拉瓦茨基,4*****,ios服,SR
17745908,斯忒诺,疼*****,安卓bili服,SR
17745909,兰斯洛特,c*****,安卓bili服,SR
17745910,齐格飞,d*****,安卓bili服,SR
17745911,卫宫,u*****,ios服,SR
17745912,玛尔达,h*****,安卓bili服,SR
17745913,兰斯洛特,l*****,ios服,SR
17745914,阿斯托尔福,u*****,安卓bili服,SR
17745915,卫宫〔Assassin〕,u*****,安卓bili服,SR
17745916,玉藻猫,e*****,安卓bili服,SR
17745917,斯卡哈,b*****,ios服,SSR
17745918,斯忒诺,b*****,ios服,SR
17745919,卡米拉,t*****,安卓bili服,SR
17745920,斯卡哈,o*****,ios服,SSR
17745921,斯忒诺,d*****,安卓bili服,SR
17745922,斯卡哈,逆*****,ios服,SSR
17745923,阿尔托莉雅·潘德拉贡,0*****,安卓bili服,SSR
17745924,俄里翁,娶*****,安卓bili服,SSR
17745925,阿蒂拉,d*****,ios服,SSR
17745926,阿尔托莉雅·潘德拉贡〔Alter〕,a*****,ios服,SR
17745927,斯卡哈,3*****,ios服,SSR
17745928,弗兰肯斯坦,A*****,安卓bili服,SR
17745929,玉藻猫,t*****,安卓bili服,SR
17745930,童谣,c*****,安卓bili服,SR
17745931,骑士迪昂,8*****,安卓bili服,SR
17745932,卡米拉,死*****,安卓bili服,SR
17745933,安妮·伯妮＆玛莉·瑞德,死*****,安卓bili服,SR
17745934,斯卡哈,h*****,安卓bili服,SSR
17745935,海伦娜·布拉瓦茨基,g*****,安卓bili服,SR
17745936,海伦娜·布拉瓦茨基,S*****,ios服,SR
17745937,罗摩,S*****,ios服,SR
17745938,玉藻猫,哔*****,安卓bili服,SR
17745939,玉藻猫,w*****,ios服,SR
17745940,卡米拉,灵*****,安卓bili服,SR
17745941,玛尔达,灵*****,安卓bili服,SR
17745942,玛丽·安托瓦内特,王*****,ios服,SR
17745943,斯卡哈,璩*****,安卓bili服,SSR
17745944,阿斯托尔福,2*****,ios服,SR
17745945,卫宫〔Assassin〕,o*****,安卓bili服,SR
17745946,卫宫,o*****,安卓bili服,SR
17745947,伊丽莎白·巴托里,l*****,安卓bili服,SR
17745948,斯卡哈,l*****,安卓bili服,SSR
17745949,赫拉克勒斯,0*****,安卓bili服,SR
17745950,赫拉克勒斯,c*****,安卓bili服,SR
17745951,玛丽·安托瓦内特,c*****,安卓bili服,SR
17745952,斯忒诺,R*****,ios服,SR
17745953,卫宫,月*****,安卓bili服,SR
17745954,玛丽·安托瓦内特,S*****,ios服,SR
17745955,卫宫,德*****,ios服,SR
17745956,玉藻猫,神*****,安卓bili服,SR
17745957,女王梅芙,9*****,安卓bili服,SSR
17745958,女王梅芙,j*****,安卓bili服,SSR
17745959,阿尔托莉雅·潘德拉贡,s*****,安卓bili服,SSR
17745960,斯卡哈,b*****,安卓bili服,SSR
17745961,卫宫,风*****,安卓bili服,SR
17745962,斯卡哈,d*****,安卓联运服,SSR
17745963,莫德雷德,d*****,安卓联运服,SSR
17745964,贝奥武夫,d*****,安卓联运服,SR
17745965,弗兰肯斯坦,i*****,安卓bili服,SR
17745966,弗朗西斯·德雷克,1*****,安卓bili服,SSR
17745967,阿周那,6*****,安卓bili服,SSR
17745968,贝奥武夫,猫*****,ios服,SR
17745969,芬恩·麦克库尔,懿*****,ios服,SR
17745970,斯忒诺,d*****,安卓bili服,SR
17745971,伊丽莎白·巴托里,h*****,安卓bili服,SR
17745972,斯卡哈,h*****,安卓bili服,SSR
17745973,斯忒诺,h*****,安卓bili服,SR
17745974,齐格飞,f*****,安卓bili服,SR
17745975,齐格飞,肥*****,安卓bili服,SR
17745976,玛丽·安托瓦内特,鸩*****,安卓bili服,SR
17745977,伊丽莎白·巴托里,红*****,安卓bili服,SR
17745978,玛丽·安托瓦内特,a*****,安卓bili服,SR
