id,info,rname,sname,star
18775999,伊丽莎白·巴托里,2*****,安卓bili服,SR
18776000,卡米拉,j*****,安卓bili服,SR
18776001,伊丽莎白·巴托里,e*****,安卓bili服,SR
18776002,赫拉克勒斯,a*****,ios服,SR
18776003,卫宫〔Assassin〕,e*****,安卓bili服,SR
18776004,玛尔达,v*****,安卓bili服,SR
18776005,贞德,丨*****,安卓bili服,SSR
18776006,斯卡哈,O*****,安卓bili服,SSR
18776007,阿塔兰忒,u*****,安卓bili服,SR
18776008,斯卡哈,希*****,安卓bili服,SSR
18776009,斯卡哈,c*****,安卓bili服,SSR
18776010,阿斯托尔福,c*****,安卓bili服,SR
18776011,斯卡哈,伊*****,安卓bili服,SSR
18776012,阿斯托尔福,伊*****,安卓bili服,SR
18776013,斯卡哈,i*****,安卓bili服,SSR
18776014,斯忒诺,1*****,安卓bili服,SR
18776015,斯卡哈,p*****,ios服,SSR
18776016,斯忒诺,u*****,安卓bili服,SR
18776017,伊丽莎白·巴托里,J*****,ios服,SR
18776018,伊丽莎白·巴托里,张*****,ios服,SR
18776019,斯卡哈,2*****,ios服,SSR
18776020,芬恩·麦克库尔,A*****,安卓bili服,SR
18776021,玛尔达,吾*****,安卓bili服,SR
18776022,兰斯洛特,魔*****,ios服,SR
18776023,斯卡哈,这*****,安卓bili服,SSR
18776024,阿塔兰忒,i*****,安卓bili服,SR
18776025,安妮·伯妮＆玛莉·瑞德,晓*****,安卓bili服,SR
18776026,弗拉德三世,杜*****,安卓bili服,SSR
18776027,卡米拉,狗*****,安卓bili服,SR
18776028,斯卡哈,狗*****,安卓bili服,SSR
18776029,骑士迪昂,非*****,安卓bili服,SR
